#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
760000,400375.73760813044,97361.88452248042,454.4197734842897
762000,400208.55010813044,96745.62251434685,451.5434770412153
764000,399309.30010813044,95798.42718566576,447.12260650429323
766000,400155.98760813044,96530.19148235698,450.53798992232413
768000,398940.92510813044,96151.57685678801,448.77087157583026
770000,398988.23760813044,96808.73209756846,451.8380301166093
772000,399628.17510813044,96482.3210580775,450.31456298821774
774000,400163.42510813044,97435.08892995305,454.7614424076566
776000,399082.92510813044,96017.06422313396,448.14305709980977
778000,398197.30010813044,95875.22820392111,447.48106198705364
780000,399687.42510813044,95773.66811287403,447.00704780999644
782000,399764.92510813044,96838.51323974691,451.9770284520381
784000,399669.17510813044,97710.97297781566,456.0490835328518
786000,400538.55010813044,96603.6915258437,450.8810386757057
788000,399882.48760813044,96425.22312140395,450.04806823437366
790000,399266.67510813044,95813.62294370495,447.19353007936536
792000,400595.73760813044,97142.34536405455,453.3951123950748
794000,400019.42510813044,95593.98683838453,446.168416507271
796000,399971.55010813044,97229.13964272849,453.8002096941687
798000,399388.17510813044,97105.83107643109,453.22468826665767
800000,401355.23760813044,96908.80585885525,452.30510710632353
802000,399325.80010813044,95791.94806256052,447.09236631668495
804000,399143.67510813044,95633.14092369191,446.3511614352645
806000,399800.42510813044,97043.89232847374,452.93559986255866
808000,399799.30010813044,96122.9516508563,448.63726837310645
810000,399570.80010813044,97050.32686127111,452.9656319326095
812000,399698.05010813044,97343.10665873718,454.3321310497726
814000,399440.61260813044,95657.38632755307,446.46432266858136
816000,400462.36260813044,96422.15689948201,450.03375717334546
818000,401292.67510813044,95830.39741961588,447.2718220473275
820000,399834.98760813044,96301.84940468939,449.4722427285475
822000,400707.80010813044,96039.73408941785,448.24886478371167
824000,399716.17510813044,96828.57750531891,451.93065512832607
826000,400177.17510813044,96941.615620951,452.45824100192084
828000,399082.92510813044,96725.08442514081,451.44761905848844
830000,398616.17510813044,96826.53922539763,451.9211418089746
832000,399533.23760813044,96194.22865972947,448.969941496533
834000,399692.92510813044,96500.15832199622,450.39781533557397
836000,399547.80010813044,96910.73118628329,452.3140932394291
838000,400291.92510813044,97596.8361998382,455.51636984259073
840000,400579.30010813044,96131.73950187443,448.6782841493382
842000,401050.80010813044,96299.94629364926,449.46336028659385
844000,399078.05010813044,96154.80325323087,448.78593022375935
846000,399547.42510813044,96680.71645934321,451.2405392441793
848000,398723.17510813044,95948.845146965,447.82465634892
850000,400341.80010813044,97617.18629739177,455.6113504067615
852000,400586.67510813044,97267.72090308741,453.98028106068983
854000,399918.42510813044,95412.56643408653,445.32166811665735
856000,400062.55010813044,96273.8839433887,449.34171876989603
858000,399109.73760813044,96921.05013578385,452.3622551532791
860000,398852.73760813044,95256.70402900269,444.5942072713759
862000,400155.55010813044,96752.83603568655,451.57714490569106
864000,400699.42510813044,97026.82149322811,452.85592468860784
866000,399940.42510813044,96629.17979036248,451.0000007463963
868000,398856.80010813044,95628.64019271487,446.330155051081
870000,399644.67510813044,95687.51569837483,446.60494630103466
872000,399880.86260813044,95541.88855766435,445.9252567837314
874000,399553.55010813044,96445.16004474484,450.1411203792964
876000,399630.80010813044,96362.90794196923,449.75722290139515
878000,399471.05010813044,96605.07084985613,450.8874764322094
880000,400470.86260813044,96137.20335827721,448.7037857550341
882000,400732.67510813044,96128.3698727556,448.6625569876423
884000,400214.80010813044,96275.43315481907,449.3489494465691
886000,399800.92510813044,96108.45717537892,448.5696179132216
888000,400497.61260813044,96748.71480866359,451.5579097906413
890000,400252.05010813044,97650.01996898442,455.7645958958044
892000,399857.55010813044,96162.04509356245,448.8197302622367
894000,399910.55010813044,96424.24954849156,450.04352425102235
896000,399769.73760813044,96353.0096858337,449.7110245011376
898000,399087.67510813044,96169.38521876908,448.8539890283863
900000,399440.67510813044,96559.06720361533,450.6727623620501
902000,400284.73760813044,96095.80460886704,448.51056424518174
904000,401144.36260813044,96129.51322019636,448.66789336427047
906000,399884.67510813044,96448.69971797848,450.1576411925174
908000,400110.86260813044,96417.07342515298,450.01003093525503
910000,399823.42510813044,95720.50769473158,446.75893074355815
912000,400106.73760813044,95430.10880712874,445.4035441117997
914000,400343.55010813044,96558.88678338507,450.67192028179903
916000,399879.42510813044,95834.8035918856,447.2923870950827
918000,400798.36260813044,96252.60421693884,449.2423993234763
920000,399634.05010813044,95111.53584847646,443.91665987143193
922000,399586.86260813044,96659.47611725889,451.14140361748076
924000,399453.42510813044,95883.42502455879,447.5193192311048
926000,399414.17510813044,95878.35750237526,447.4956674468973
928000,399715.48760813044,96615.9721581703,450.93835640519984
930000,399936.05010813044,96902.99499008781,452.2779858803736
932000,400126.67510813044,96840.63857971074,451.98694810909564
934000,399482.67510813044,96561.12847362884,450.68238298368476
936000,399581.36260813044,96405.69172093133,449.9569087973709
938000,399977.61260813044,96956.95702404878,452.5298443501389
940000,400047.67510813044,96784.55512112984,451.725188256464
942000,399276.42510813044,97007.7050137883,452.76670182383424
944000,398981.61260813044,95711.7512157429,446.7180613908533
946000,401891.86260813044,95465.03471629508,445.56655475821384
948000,401609.80010813044,96965.16463981848,452.5681519786036
950000,401002.30010813044,95323.4031443519,444.9055138677637
952000,400245.17510813044,96849.73049921484,452.0293830724476
954000,399160.30010813044,95929.30332223151,447.7334482584807
956000,399759.73760813044,97397.56334816548,454.58629823846337
958000,399524.30010813044,95728.0906680543,446.7943229613295
960000,400251.86260813044,97004.15215010615,452.7501194464739
962000,399957.86260813044,96101.98054128751,448.5393893426553
964000,399551.73760813044,96243.16515975958,449.19834415500515
966000,399810.42510813044,96041.18569823075,448.2556399170319
968000,399208.30010813044,97175.41632022802,453.54946536889986
970000,399871.67510813044,95936.17741201259,447.76553188480483
972000,400277.30010813044,95891.29040535307,447.5560295369543
974000,399804.92510813044,96370.00489898445,449.79034672202675
976000,399562.30010813044,96863.33922583889,452.09289945260235
978000,400356.55010813044,95941.21681043273,447.789052406206
980000,401708.55010813044,97110.65352356073,453.24719620539616
982000,398314.36260813044,95917.45334877796,447.6781405548658
984000,400294.17510813044,95516.74520831276,445.80790454498805
986000,399244.80010813044,96675.79902569913,451.2175879722968
988000,399435.30010813044,96318.37442337535,449.5493703980141
990000,399546.17510813044,95598.0077820681,446.1871835671615
992000,399885.86260813044,95348.99994379934,445.02498250648074
994000,400040.55010813044,96051.5624576516,448.30407164869615
996000,399887.42510813044,95842.4364159957,447.3280119827907
998000,399864.42510813044,95928.13950477017,447.7280163415683
1000000,399650.92510813044,96569.76884455426,450.7227104220659
1002000,399944.55010813044,96506.3839563625,450.42687240829184
1004000,400224.67510813044,96847.26904981234,452.01789468265923
1006000,401079.48760813044,96211.57682345295,449.0509110532364
1008000,400103.11260813044,97220.98456967017,453.76214729973077
1010000,400359.98760813044,97474.7588721799,454.94659500869005
1012000,400296.92510813044,96422.14860570524,450.03371846357544
1014000,400332.61260813044,95995.12517736922,448.0406603944074
1016000,399276.30010813044,96971.63153491798,452.5983350941079
1018000,399895.30010813044,96113.35877852235,448.59249529897755
1020000,400621.17510813044,97111.90308969287,453.25302833941356
1022000,399377.92510813044,95307.58552269562,444.83168785170653
1024000,400009.67510813044,95277.63794283592,444.6919126971582
1026000,399501.17510813044,95343.66832871595,445.000098114294
1028000,401002.05010813044,96254.19118451048,449.24980622041517
1030000,399614.55010813044,96013.52629533783,448.12654443311675
