#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
206000,405859.92510813044,101322.88256135711,472.9070474357553
208000,406275.80010813044,100362.97954526031,468.42686596349887
210000,406543.92510813044,100508.6172881081,469.10660496444615
212000,404332.80010813044,101465.17827658425,473.5711881002304
214000,405982.92510813044,100988.32589823043,471.3455620164732
216000,405983.86260813044,101434.20105290599,473.42660726106436
218000,405162.86260813044,101037.87366509158,471.5768176572625
220000,403991.30010813044,100593.59835135518,469.5032393938288
222000,405025.42510813044,100511.68252736749,469.1209114390667
224000,404090.30010813044,101339.1338967391,472.9828977356887
226000,404644.92510813044,99671.98189655785,465.2017538311526
228000,405403.61260813044,101165.45651801483,472.17228857907355
230000,404432.11260813044,100894.00408753054,470.9053312622813
232000,406076.55010813044,99855.83302178839,466.0598471917305
234000,405618.61260813044,100733.41057550613,470.15578879281196
236000,405646.80010813044,99447.88453082507,464.15581809691565
238000,404793.42510813044,100364.48057013156,468.43387173773317
240000,404876.23760813044,102096.91513897292,476.51971075174146
242000,405403.17510813044,100363.82112230675,468.43079387895256
244000,404799.67510813044,101014.70291568013,471.46867218790703
246000,405543.42510813044,100661.43064253125,469.8198348925944
248000,405319.80010813044,100788.99065537937,470.4151992123011
250000,404787.80010813044,100159.89628475392,467.479009934516
252000,405184.92510813044,101047.61044157436,471.6222623791418
254000,404746.55010813044,99993.80369996594,466.7038014930715
256000,404444.80010813044,100212.84274345887,467.7261283822484
258000,405210.80010813044,98971.90271332674,461.9342552055329
260000,405011.17510813044,100503.32514689304,469.0819048097194
262000,405487.61260813044,100015.09264989803,466.8031639885008
264000,405094.05010813044,100275.53360210266,468.0187271330242
266000,405391.30010813044,100817.01944992237,470.54601876791816
268000,403905.05010813044,100870.94743556203,470.7977183230267
270000,403817.11260813044,99411.07712204661,463.984025876154
272000,405972.23760813044,99858.4727331074,466.07216758821346
274000,405780.05010813044,100523.9318731844,469.17808314418255
276000,405730.48760813044,100391.9970722082,468.5623002567791
278000,405813.73760813044,102293.04596179654,477.4351174791063
280000,405992.48760813044,100778.78578357538,470.36756973638916
282000,406543.55010813044,101196.82560746255,472.3186983840106
284000,406179.55010813044,99932.0653905021,466.4156486010084
286000,405495.67510813044,100901.34590103896,470.93959790828785
288000,405720.80010813044,101010.94564795762,471.451135790006
290000,405281.80010813044,101266.38874490943,472.6433723086835
292000,404669.42510813044,99950.02077482967,466.49945225496367
294000,404566.30010813044,100052.76832294371,466.97900868270796
296000,405747.17510813044,101230.82323921646,472.4773764559931
298000,405299.36260813044,100759.73516004113,470.27865424267594
300000,404577.61260813044,100105.39180814702,467.224619707426
302000,404440.30010813044,101043.41022350336,471.6026585870237
304000,405712.80010813044,99947.5588751575,466.48796176361947
306000,403986.55010813044,100187.09705617337,467.60596483527263
308000,405164.36260813044,100473.05233556428,468.94061169348385
310000,405144.55010813044,99654.68429569993,465.1210202678878
312000,405315.30010813044,100585.16456956754,469.46387617455304
314000,404621.92510813044,100240.2921652589,467.8542438156937
316000,404339.05010813044,100137.53840056062,467.3746583731166
318000,405578.67510813044,99772.54825270548,465.67112992226754
320000,405006.30010813044,101518.13920696906,473.8183740920281
322000,405135.30010813044,101321.00100443512,472.89826559392395
324000,404486.48760813044,100060.82563702948,467.0166148040326
326000,404792.92510813044,101558.47138402295,474.0066175596936
328000,405049.36260813044,101330.36876783753,472.9419880110099
330000,404513.30010813044,100961.24375636975,471.219160798685
332000,405173.92510813044,99726.45537291607,465.45599936993824
334000,404869.11260813044,100992.11516420991,471.3632477607099
336000,405437.17510813044,101529.33592625405,473.8706328446828
338000,404724.80010813044,100174.57536787912,467.54752201869996
340000,405178.55010813044,101636.71972615924,474.37182817659453
342000,405011.92510813044,101015.24317998951,471.4711937782223
344000,405416.67510813044,101893.46107717732,475.5701240718095
346000,405386.61260813044,100665.11085988057,469.8370116711916
348000,405750.30010813044,99401.53270062758,463.939478938299
350000,405441.55010813044,99929.98516419652,466.40593950415587
352000,405054.11260813044,99735.75408181082,465.4993994870413
354000,404142.80010813044,100804.31072726054,470.4867030007513
356000,405130.17510813044,100714.11421871453,470.0657263815786
358000,404984.17510813044,101675.27227285563,474.55176552705706
360000,405990.67510813044,100451.32312261988,468.8391943465147
362000,404538.92510813044,100376.56666313624,468.49028148855535
364000,406442.36260813044,100492.70019742765,469.03231469390533
366000,406537.11260813044,100206.31849284517,467.69567756979166
368000,405944.80010813044,100852.3409344526,470.7108756939943
370000,405148.55010813044,101019.02253061673,471.48883324426555
372000,406083.55010813044,100183.43589337892,467.58887699051786
374000,405528.05010813044,100944.14714936167,471.13936533948583
376000,406073.92510813044,101152.23382643703,472.1105739507967
378000,405019.36260813044,100219.02900393633,467.7550016841434
380000,404362.48760813044,100157.43596397946,467.46752681240395
382000,405536.73760813044,100455.91127813887,468.8606087696421
384000,405897.05010813044,99662.40560355876,465.15705813820443
386000,406276.17510813044,100361.04254501266,468.4178253495246
388000,405106.05010813044,100476.75195981842,468.9578790504561
390000,405226.30010813044,99795.90127742663,465.7801261301368
392000,403986.86260813044,100978.20979104144,471.2983468340647
394000,404221.17510813044,100616.28817716282,469.60914023535906
396000,405360.36260813044,101139.0876344021,472.0492163709183
398000,405160.98760813044,100101.37365863379,467.20586568884283
400000,406137.11260813044,100560.84483188903,469.3503680009873
402000,403803.48760813044,100903.20676818158,470.948283184149
404000,406238.92510813044,100098.67162768822,467.19325442627064
406000,404975.55010813044,100335.26055386662,468.2974923605524
408000,405220.30010813044,99857.66412388883,466.0683935444001
410000,404408.05010813044,100069.82578226412,467.05862142683895
412000,405190.55010813044,100416.78473026422,468.67799236785794
414000,404675.86260813044,101084.71788012143,471.7954549370082
416000,405808.67510813044,98743.34704477107,460.86751111319114
418000,405239.42510813044,100223.9332985566,467.7778916319025
420000,405212.05010813044,100364.63139793358,468.4345757004385
422000,405200.05010813044,101435.72037930368,473.43369845451105
424000,405390.80010813044,100258.52817140706,467.9393572235098
426000,405639.73760813044,100416.20952618401,468.6753077021994
428000,404839.48760813044,100859.65697728097,470.74502205980446
430000,404550.36260813044,101193.20744906901,472.3018112548668
432000,406196.86260813044,100253.74263697001,467.9170215683861
434000,404301.86260813044,102132.49980034959,476.68579601027574
436000,405408.17510813044,100207.6279795724,467.70178937283333
438000,404045.17510813044,101099.44077796303,471.8641715188105
440000,405029.92510813044,100576.07867832622,469.421469347076
442000,405655.05010813044,100455.02606970392,468.8564772122214
444000,405595.73760813044,101565.81158634601,474.0408766857708
446000,404895.61260813044,100397.74036463886,468.5891060818532
448000,405719.61260813044,101035.03559661389,471.56357146301417
450000,405637.55010813044,100406.59253324743,468.63042204932526
452000,405102.30010813044,101133.49355697539,472.0231069810933
454000,404736.17510813044,100765.21128795878,470.30421312354713
456000,404902.17510813044,100327.32257676986,468.2604432240045
458000,403967.92510813044,100929.7346535523,471.0720975055367
460000,405490.42510813044,100612.14664856973,469.5898103662385
462000,405325.17510813044,99887.78711626102,466.2089874065421
464000,405565.86260813044,100500.99265468726,469.071018305365
466000,404610.30010813044,101470.3676479843,473.59540859460253
468000,404178.73760813044,101885.27714399016,475.53192697770686
470000,405782.48760813044,99985.0611311018,466.6629970634695
472000,404299.23760813044,100630.96996672312,469.6776649513612
474000,405771.42510813044,100854.40133327912,470.7204922495142
476000,405721.05010813044,100990.30780540919,471.35481222578926
478000,404760.23760813044,100462.26025442756,468.8902415194714
480000,405240.98760813044,99570.07435146696,464.7261179723802
482000,404427.55010813044,101671.65000894526,474.53485923612277
484000,404537.61260813044,101677.6349636761,474.56279297822766
486000,405206.42510813044,100922.84831706388,471.0399567198221
488000,404218.92510813044,100884.33677545819,470.8602107535354
490000,405548.92510813044,100013.26376701612,466.7946279936503
492000,406398.30010813044,101021.2275760863,471.4991249129994
494000,405546.80010813044,100367.53220064705,468.44811469589285
496000,405048.92510813044,100743.96659770096,470.2050572025001
498000,404509.80010813044,99433.55489615002,464.0889370029938
500000,405291.55010813044,100530.67823414784,469.2095706183198
502000,406055.55010813044,101171.55445277342,472.20074963593686
504000,405780.55010813044,100536.72212798265,469.2377794485088
506000,405464.98760813044,100514.80432775547,469.13548190298206
508000,405402.67510813044,100258.27129491791,467.93815829688066
510000,405051.23760813044,100716.89660604298,470.0787126936836
512000,405323.17510813044,100362.61111494643,468.4251463786675
514000,404880.17510813044,101432.53543942492,473.41883329793194
516000,404570.30010813044,101308.03270980541,472.8377383194467
518000,405492.05010813044,100488.26708370249,469.0116239015619
520000,405090.05010813044,100956.24916455336,471.1958494043649
522000,407420.80010813044,100715.83341205795,470.07375041946085
524000,406409.05010813044,101246.81245870702,472.5520033752925
526000,405591.36260813044,99880.82714231906,466.1765029307365
528000,404604.55010813044,100388.58104441222,468.5463565372745
530000,404599.42510813044,99724.62205159408,465.44744265943547
532000,405602.30010813044,99577.40208919672,464.76031892212194
534000,405711.36260813044,101905.06638160007,475.62428982499796
536000,405209.92510813044,100614.59554541152,469.6012401691186
538000,406742.23760813044,101939.72703064607,475.78606241563284
540000,406097.05010813044,100350.24058139743,468.3674090507513
542000,405229.42510813044,99905.24774233426,466.29048186183144
544000,405692.17510813044,99914.97240192686,466.33587003021944
546000,405621.92510813044,101474.92278994294,473.61666893264123
548000,405206.55010813044,100560.61613907106,469.3493006167738
550000,404611.17510813044,101920.68676474877,475.6971952644005
552000,405445.42510813044,99385.32321122871,463.86382394726155
554000,405230.92510813044,100120.330193453,467.29434203973557
556000,403557.17510813044,101143.41474840185,472.06941242785837
558000,404500.55010813044,101133.64587693475,472.02381790818526
560000,405374.55010813044,100777.98236551695,470.3638199214188
562000,405350.80010813044,101536.76118261227,473.90528894577324
564000,405457.67510813044,100906.06395656709,470.96161861726335
566000,404595.80010813044,100782.51565604546,470.38497827168294
568000,404439.67510813044,101686.39783958835,474.603692187468
570000,404865.67510813044,100805.95319057954,470.4943689145022
572000,404705.80010813044,100374.53659140435,468.4808064795096
574000,404933.55010813044,100764.5579891312,470.30116396414866
576000,405777.67510813044,101413.10277543135,473.3281346963851
578000,405439.30010813044,101284.32854616106,472.7271032313244
580000,405118.86260813044,100907.13913709775,470.96663683661683
582000,405057.67510813044,100088.66724713302,467.1465607086209
584000,405436.73760813044,101069.92566520884,471.72641482975394
586000,405267.11260813044,99520.21625997871,464.49341394501295
588000,403779.92510813044,101086.0524085639,471.80168361792903
590000,404657.17510813044,100320.04012268456,468.226453627849
592000,405470.67510813044,99171.4427729589,462.8655739566418
594000,405908.42510813044,100277.79105972266,468.0292634264141
596000,403867.17510813044,100389.26902404986,468.5495675633617
598000,405059.86260813044,98777.65484933741,461.027636863183
600000,404829.86260813044,100897.41796266637,470.9212649346166
602000,405027.98760813044,100398.68187741935,468.5935004300783
604000,404487.42510813044,101430.76352414221,473.41056318950757
606000,406627.67510813044,100583.68664558092,469.4569782197064
608000,404326.17510813044,101466.34457906452,473.57663161553927
610000,405007.92510813044,100598.47570257913,469.52600358794086
612000,405820.30010813044,101436.44063140731,473.43706010675714
614000,405373.05010813044,101719.23628425878,474.75695995402674
616000,404583.30010813044,100592.98266216007,469.5003657708915
618000,404275.55010813044,100386.0954628049,468.53475551458973
620000,404940.80010813044,101417.36782671232,473.3480410863087
622000,405076.67510813044,101591.73149927799,474.16185340084826
624000,404572.11260813044,100706.14665878704,470.0285391722797
626000,404865.42510813044,100076.43463964015,467.08946712674026
628000,405674.23760813044,99302.20173744811,463.4758688304074
630000,404771.80010813044,100445.94299436745,468.8140835274937
632000,404767.11260813044,100536.43915368663,469.2364587148754
634000,405990.67510813044,100206.21999467141,467.69521784658446
636000,405627.05010813044,101119.82225019939,471.9592985188922
638000,404929.80010813044,101028.57163115684,471.5334020211098
640000,404713.55010813044,100741.31711641257,470.1926912063731
642000,404676.55010813044,100054.6760041698,466.987912455215
644000,406123.55010813044,101234.78498676675,472.4958672281596
646000,404557.17510813044,101312.27914183354,472.85755780722474
648000,405203.67510813044,100407.02094787406,468.6324216005721
650000,405848.05010813044,100287.86038269184,468.0762602515602
652000,405364.17510813044,101565.3382096067,474.0386672816318
654000,405079.17510813044,101585.90753675578,474.13467106206036
656000,404701.05010813044,101011.83153664507,471.4552705223877
658000,404122.92510813044,101310.32726110262,472.8484477411659
660000,406272.05010813044,99551.62785419123,464.6400221335956
662000,404509.17510813044,100520.14783582021,469.1604218036044
664000,405035.11260813044,100856.01975199638,470.72804593924104
666000,405138.23760813044,100602.65069458215,469.54548964174535
668000,405215.42510813044,100806.28176151495,470.4959024625716
670000,406450.30010813044,100813.65887921909,470.5303338848116
672000,405038.17510813044,100039.54572981643,466.91729451393195
674000,405853.30010813044,99738.63350582495,465.51283870111035
676000,404972.98760813044,101125.47361581796,471.98567529145424
678000,405153.67510813044,100176.86156083073,467.55819242928527
680000,405666.67510813044,100584.05347931618,469.45869035278287
682000,404191.80010813044,100511.03565289051,469.11789226421456
684000,404509.73760813044,99933.97416355542,466.4245574694304
686000,406435.05010813044,101183.05859711068,472.25444324190505
688000,405699.48760813044,101513.49402097263,473.79669348900114
690000,405222.67510813044,101590.21883514151,474.1547933023547
692000,403923.67510813044,101185.58840429853,472.2662506798455
694000,405387.48760813044,100816.97998256702,470.54583456085635
696000,405639.92510813044,100806.54621840594,470.4971367694165
698000,405286.17510813044,101223.3897928861,472.4426821296228
700000,406128.17510813044,99570.20030939218,464.72670585923277
702000,404968.17510813044,100352.39582734928,468.37746828884065
704000,405117.67510813044,100552.30789270112,469.31052331236975
706000,405227.61260813044,99699.64923687605,465.33088636162864
708000,404925.92510813044,100868.26779464609,470.7852115620492
710000,405742.42510813044,101053.50296180742,471.6497646991995
712000,404756.05010813044,101543.24191055121,473.9355366236655
714000,404344.23760813044,100801.45131160435,470.47335717223575
716000,405129.42510813044,100285.48055835906,468.0651528326813
718000,405763.73760813044,100774.43219504762,470.34725011416396
720000,405453.42510813044,101200.57696159999,472.3362071812751
722000,404263.05010813044,99845.66341499588,466.0123823091664
724000,405469.17510813044,100594.14246205147,469.5057789364904
726000,405980.86260813044,101285.99553283048,472.7348836035761
728000,406584.05010813044,101411.95152222773,473.32276142097476
730000,405163.17510813044,101465.43468272791,473.5723848316032
732000,405850.05010813044,100385.79107551277,468.53333483949683
734000,405478.36260813044,100369.73763054283,468.4584081588696
736000,406454.86260813044,100458.91199613363,468.87461410240815
738000,405719.73760813044,100693.83467203367,469.97107510141615
740000,404129.42510813044,101485.64452286297,473.66671076850724
742000,405024.67510813044,100133.11372037185,467.35400694284715
744000,405171.05010813044,100264.90512978518,467.9691205749067
746000,405264.55010813044,99997.72508188873,466.7221038656461
748000,406002.73760813044,99745.32326551946,465.5440619986046
750000,406356.23760813044,100414.83176628433,468.66887724592175
752000,405105.55010813044,101363.551669796,473.0968634724441
754000,405379.42510813044,101689.60959299351,474.6186824915487
756000,405058.92510813044,100535.49855566723,469.2320686361397
758000,405550.73760813044,101163.58500946779,472.16355363629594
760000,405491.73760813044,100342.29119933024,468.3303066834745
762000,405074.17510813044,101435.02534243744,473.4304544900288
764000,405540.11260813044,100704.36472376925,470.02022229847313
766000,406175.23760813044,100665.8033092916,469.84024355917376
768000,405524.17510813044,100621.09999408992,469.6315985594639
770000,405117.05010813044,99339.13961928769,463.64827001163815
772000,404818.05010813044,100482.45628702559,468.9845030120821
774000,405408.80010813044,100488.3251179196,469.0118947662429
776000,405691.05010813044,100274.04828371294,468.0117946660786
778000,404616.92510813044,100096.29164299765,467.1821462589494
780000,404893.80010813044,100941.28229462425,471.1259941249985
782000,405262.48760813044,101344.55920821201,473.0082194395843
784000,403707.05010813044,100399.4828349112,468.5972387607793
786000,405232.17510813044,101315.55246491381,472.87283547712576
788000,404222.48760813044,99693.00061619235,465.2998550733593
790000,404324.86260813044,99534.96319628973,464.5622427222178
792000,404938.17510813044,99920.84164499398,466.363263708127
794000,405176.80010813044,101953.81088738493,475.8517963835038
796000,405324.55010813044,101057.01835066057,471.66617216927045
798000,405247.67510813044,100581.31368561462,469.4459028390719
800000,406119.36260813044,100552.31782304333,469.3105696605262
802000,404541.86260813044,101306.65831011208,472.8313235463516
804000,405472.80010813044,101148.14189064363,472.09147554749984
806000,404531.30010813044,100363.43867768766,468.429008884773
808000,405506.67510813044,100259.86970861122,467.94561861661475
810000,405974.30010813044,100514.89981317264,469.13592756466835
812000,404169.42510813044,100877.17440751474,470.82678163869815
814000,405627.55010813044,101147.20548864268,472.0871050529552
816000,404449.23760813044,101180.3759230678,472.24192232433165
818000,406170.05010813044,100950.83025081037,471.1705575607682
820000,405134.67510813044,100258.53957965178,467.93941046952085
822000,403913.98760813044,100891.2916527004,470.89267144137557
824000,404353.98760813044,100308.39382396708,468.1720965408731
826000,405238.42510813044,99323.44703617995,463.5750275914018
828000,404658.17510813044,99900.87279290287,466.27006254127934
830000,405444.92510813044,100201.41326400265,467.6727832617117
832000,405214.30010813044,99881.46836460033,466.17949572494166
834000,404075.67510813044,100289.83165175794,468.0854608093235
836000,405502.23760813044,100525.94614420796,469.1874844061523
838000,404280.55010813044,100196.89842364565,467.65171102443514
840000,404794.73760813044,99649.88389756717,465.09861523903254
842000,405433.73760813044,102242.94301848952,477.20127064818126
844000,404868.92510813044,100049.54490659665,466.96396394386113
846000,404561.73760813044,101169.56500050775,472.1914642112314
848000,404795.92510813044,101837.91802149464,475.3108864563326
850000,404999.55010813044,100971.19639710849,471.2656130296812
852000,405798.17510813044,101179.57836545142,472.238199861962
854000,406358.05010813044,101055.05481590296,471.65700771005567
856000,405004.98760813044,100684.56152439653,469.9277942870665
858000,405686.05010813044,101132.3761532742,472.01789169238697
860000,406300.05010813044,100607.17716254597,469.56661614886764
862000,405701.05010813044,101762.39679605048,474.9584041853915
864000,404623.92510813044,100531.83027863922,469.21494758692904
866000,405104.36260813044,100583.43924032597,469.4558234984264
868000,404356.05010813044,101064.63824284263,471.7017366994388
870000,405799.80010813044,101107.33230100456,471.9010038390821
872000,404877.11260813044,99457.46003355528,464.20051010142026
874000,405368.67510813044,100993.23341585213,471.36846700703455
876000,405696.11260813044,100676.29037520336,469.8891901273252
878000,405662.05010813044,99381.78216942633,463.84729674648247
880000,405904.92510813044,100502.70177910733,469.0789953482872
882000,405475.98760813044,101140.14978799387,472.05417378928536
884000,405611.98760813044,100098.55881340255,467.1927278850847
886000,404717.30010813044,100281.1224623425,468.0448121725309
888000,404963.48760813044,101651.08709558938,474.4388853909657
890000,406227.92510813044,100545.3899334087,469.2782349326814
892000,405795.23760813044,102288.05167610617,477.4118075135765
894000,406174.55010813044,101300.97318494204,472.8047892069161
896000,407694.73760813044,101187.97005951218,472.27736664404455
898000,405723.30010813044,100565.05475231074,469.370017077151
900000,405289.05010813044,100393.11109421903,468.56749976203
902000,405346.80010813044,99713.05999354552,465.3934787512264
904000,405152.11260813044,99366.2469305371,463.7747887031995
906000,405315.11260813044,100348.4257775722,468.35893876746513
908000,404435.30010813044,100542.9417311647,469.2668083717164
910000,404520.36260813044,100785.73725686502,470.40001453686887
912000,405243.17510813044,100655.18245209148,469.79067254330073
914000,404441.05010813044,100320.07672148477,468.2266244464254
916000,405733.48760813044,100394.10143959476,468.57212202795597
918000,405098.30010813044,100503.47032585787,469.08258240745323
920000,404888.42510813044,100911.32217947766,470.9861604641645
922000,404632.55010813044,100396.22110082023,468.58201518048344
924000,404881.80010813044,100680.34184281877,469.90809965239356
926000,405697.11260813044,100718.71163303277,470.0871840185518
928000,404221.42510813044,101652.2095423059,474.4441242170749
930000,404042.17510813044,100115.50042143813,467.271799913361
932000,404853.67510813044,100062.94800192979,467.0265205754953
934000,404903.42510813044,100784.06950674439,470.3922306013405
936000,405370.67510813044,100912.38339793985,470.99111351797575
938000,405402.55010813044,100278.79016873613,468.03392659510496
940000,405571.92510813044,99725.19321365375,465.45010845966164
942000,404041.05010813044,100803.62921287352,470.4835221501043
944000,405196.17510813044,100241.94199640793,467.86194411751825
946000,406140.11260813044,101385.97606725339,473.20152547301126
948000,405301.17510813044,100682.02329412685,469.91594753584695
950000,405208.55010813044,100333.85363546247,468.2909258119932
952000,404617.92510813044,99738.90906647407,465.51412483282775
954000,405332.73760813044,99887.62342046667,466.2082233847059
956000,404098.30010813044,100707.45092568826,470.03462661268543
958000,405493.05010813044,99991.17409480293,466.6915282653255
960000,406172.92510813044,101281.27633986587,472.7128575858124
962000,404523.86260813044,101155.75791128445,472.12702200791847
964000,405875.23760813044,100714.2107092319,470.0661767343965
966000,405381.48760813044,99220.15715883242,463.09293993566575
968000,406207.98760813044,100561.08303879201,469.3514797905488
970000,406365.86260813044,100542.14371939376,469.2630837896588
972000,406365.42510813044,101030.93335249042,471.5444249473679
974000,407438.55010813044,101757.44945182616,474.9353133110438
976000,406443.23760813044,100872.33044492034,470.8041732802455
978000,406025.30010813044,101153.02986757987,472.11428933528816
980000,406200.17510813044,100797.00222991384,470.4525918521731
982000,405862.17510813044,100684.20606521005,469.926135242731
984000,405007.42510813044,101301.13701670361,472.80555386335584
986000,406385.42510813044,100572.51420707826,469.4048327934079
988000,406096.42510813044,101783.01165170711,475.0546204622625
990000,406311.67510813044,100977.92742445692,471.2970289368198
992000,405081.17510813044,101433.95872195996,473.4254762232445
994000,406641.92510813044,101176.65014772862,472.22453291168847
996000,406249.17510813044,100304.08672418125,468.15199389681845
998000,406011.05010813044,99980.43243569846,466.64139342743647
1000000,405513.42510813044,100612.78106499091,469.5927713952677
1002000,404842.67510813044,101601.2372222906,474.2062197205778
1004000,405467.73760813044,101608.51174870203,474.24017231568524
1006000,404646.17510813044,100567.22485873196,469.3801456739135
1008000,405129.61260813044,100286.58600286825,468.0703123039254
1010000,405512.17510813044,99893.18749714876,466.23419275123905
1012000,405017.92510813044,100301.24056255905,468.1387099292165
1014000,404488.86260813044,100498.37071110774,469.05878083673605
1016000,404827.42510813044,101064.12405839353,471.69933683236525
1018000,404978.48760813044,99905.90573175403,466.29355291375845
1020000,406438.36260813044,100898.16298211133,470.92474218414895
1022000,405518.30010813044,100933.92022724263,471.09163294753836
1024000,405168.42510813044,101171.93092553224,472.2025067574904
1026000,404135.67510813044,99696.33864303911,465.3154347369107
1028000,405834.05010813044,99562.94792075758,464.6928565883737
1030000,404948.05010813044,100621.8743070527,469.63521253142915
