#"Step","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
149000,366011.55010813044,253.7923313384778,298.9077394667859,0.9584186731759081
150000,366790.55010813044,255.12707136554926,297.7409451843502,0.96217454701902
151000,366296.36260813044,254.0182173621079,295.9630659551026,0.9679544241010992
152000,365455.61260813044,253.40955442341334,297.7392298806044,0.9621800901972074
153000,365654.30010813044,253.46826009009115,298.10578538718545,0.9609969786050376
154000,365497.92510813044,253.16821164535537,297.54114214892167,0.9628206606748257
155000,365677.17510813044,253.10912950955793,298.464226139197,0.9598428688340013
156000,365174.67510813044,251.94822611396012,297.5220077419502,0.9628825821525063
157000,365627.55010813044,256.6781036449753,295.97440070444446,0.9679173549466541
158000,365566.30010813044,252.02051906932266,297.6904113336942,0.9623378790680643
159000,366049.42510813044,252.8258974007406,298.6304548717413,0.9593085848689031
160000,366047.23760813044,253.00840882377784,297.69185555492504,0.962333210385431
161000,365503.17510813044,251.77974280551385,297.617031849417,0.9625751499555121
162000,365773.86260813044,251.44915802725305,298.9268978063457,0.9583572477554594
163000,366479.05010813044,255.07824570788262,297.9927132756044,0.9613616249629954
164000,366010.17510813044,253.95587437752408,297.6343643913115,0.9625190950233227
165000,365571.55010813044,249.22258836751377,296.4593975915473,0.9663338770473677
166000,366131.17510813044,253.20244988015511,296.62388763733446,0.9657980054931672
167000,365847.80010813044,254.2335796441103,298.53669499461796,0.9596098699589733
168000,366243.30010813044,254.790781722951,298.09022756424076,0.961047134629828
169000,366019.55010813044,254.05150894211442,298.6128723488578,0.9593650695911227
170000,365544.42510813044,255.24649186071508,299.74762124983624,0.9557332193905559
171000,365794.80010813044,252.7661309649183,298.37314260647435,0.9601358773755488
172000,365296.05010813044,251.93634775796403,297.44182624252005,0.9631421467543899
173000,366144.86260813044,252.73277762593682,298.6513466481143,0.9592414776529045
174000,365443.67510813044,253.071573148547,297.57315477039896,0.9627170813940117
175000,365317.05010813044,253.52734581876234,297.9979332170781,0.961344785076345
176000,365347.61260813044,252.0749555929805,297.4679426080029,0.9630575871474083
177000,366269.67510813044,252.0787458303313,295.7771144407968,0.9685629654051852
178000,365914.67510813044,253.42649941193747,297.62549241484936,0.9625477869431112
179000,365741.67510813044,254.15688314819462,297.12379740182,0.9641730536795172
180000,365978.30010813044,253.02466015667014,298.7448481000734,0.9589412533259903
181000,366093.98760813044,254.4972177898286,297.69841761069875,0.9623119980314987
182000,365563.11260813044,252.28383238395287,298.701639664522,0.9590799681699679
183000,365753.98760813044,254.93308157283207,298.6264191303354,0.9593215492991376
184000,365933.30010813044,255.0223734421357,299.83557283966053,0.9554528715475792
185000,365179.42510813044,253.87282398733495,297.2431792019791,0.963785812784294
186000,366198.42510813044,251.4613115926632,297.41469438445415,0.9632300100527287
187000,364917.92510813044,253.15820312742866,298.6745340829151,0.9591670074631724
188000,365425.67510813044,253.5694882068995,298.79615510589787,0.9587765912189686
189000,365145.80010813044,250.81288952981689,299.0955394109303,0.9578168889646027
190000,366015.55010813044,255.55021922506637,298.9401491234041,0.9583147660219671
191000,365920.23760813044,253.2417857006681,299.07226965396757,0.9578914133136732
192000,365641.36260813044,252.8504467947208,297.14237447246745,0.9641127744582638
193000,365496.42510813044,252.50389877321695,299.4690521918505,0.9566222518320142
194000,365298.73760813044,253.68624758073534,300.2883301589954,0.9540122951500759
195000,365894.17510813044,252.4245623133119,298.66817297399234,0.9591874360403082
196000,365485.92510813044,254.1311701345928,298.26134835325814,0.9604957552946621
197000,365431.11260813044,255.84051211878668,296.9152850290401,0.9648501559417785
198000,366015.80010813044,250.85668315760086,298.1364810100271,0.9608980359975872
199000,365767.30010813044,252.4750030717915,299.03978061691123,0.9579954829781134
200000,366638.05010813044,256.12075102458385,298.9713955879058,0.958214609455955
201000,365746.42510813044,250.36431458888214,299.7930657615127,0.9555883433596917
202000,365780.73760813044,254.04431409405709,298.25530227517686,0.9605152259705861
203000,365930.98760813044,252.71690391320269,298.081810493366,0.961074272152352
204000,366269.92510813044,254.13361276584246,300.1769323363849,0.9543663359872455
205000,366071.17510813044,252.22308144692252,300.5034793827347,0.9533292581178229
206000,365730.23760813044,253.6124842818811,299.20733943321915,0.9574589968429131
207000,365726.73760813044,256.66290043499754,298.7436981676135,0.9589449445090382
208000,365794.80010813044,255.61520329073662,297.1600697596189,0.964055363472985
209000,366190.67510813044,252.4793340346207,298.63890082882585,0.9592814541799133
210000,366204.80010813044,253.98787522561017,300.0484614033646,0.9547749644236454
211000,365878.30010813044,251.57128805834594,299.06614157455846,0.9579110411947004
212000,365161.23760813044,254.1738700996417,297.7909085474574,0.9620131133590747
213000,366097.67510813044,256.2370341749032,296.3329600551506,0.9667461864804048
214000,365601.61260813044,255.33378498113063,297.5587858181779,0.9627635704792085
215000,366263.55010813044,255.22955871198923,298.19097712811464,0.960722426348549
216000,365804.11260813044,253.04467793575574,298.2667798699494,0.96047826441375
217000,365860.67510813044,252.73321267845228,297.26811343350823,0.963704972433397
218000,365520.42510813044,253.14767451821734,297.65202147098637,0.9624619972207764
219000,365691.55010813044,253.09407229082913,296.6630647607715,0.9656704628625842
220000,366232.73760813044,254.1980686226623,295.9335374092948,0.9680510075664346
221000,365603.30010813044,252.6673746531435,296.2404945548898,0.9670479368197449
222000,365844.30010813044,253.3893370658646,298.7122949630406,0.9590457570459653
223000,365634.80010813044,251.4505521979512,297.7717372200595,0.9620750502928129
224000,365050.05010813044,251.27333576082478,297.7639302181521,0.9621002747105158
225000,365902.61260813044,254.1884536406094,298.8269037658779,0.9586779351239897
226000,366159.55010813044,253.7198396745342,298.7079134761266,0.9590598244551128
227000,366121.67510813044,254.78705738210854,297.2829450789704,0.9636568925461453
228000,366025.98760813044,253.34835783037852,297.37442249196704,0.9633604553515547
229000,365553.61260813044,254.8048434211413,298.4290466477257,0.9599560172838497
230000,366382.92510813044,252.9722401277498,298.5499110392376,0.9595673904726633
231000,366023.30010813044,256.93894156322256,297.8009696590382,0.9619806120502753
232000,366088.05010813044,254.63282596164245,298.07317482976686,0.9611021160336833
233000,365931.30010813044,253.64517113831675,297.94708994200744,0.9615088340601928
234000,365698.36260813044,252.5433109848546,298.4651214571408,0.959839989554374
235000,366627.17510813044,254.44761936599693,297.9658585602541,0.9614482694292836
236000,365831.80010813044,254.52679776332639,298.396660628114,0.9600602046240724
237000,365217.55010813044,255.8135827850498,296.8843203712302,0.9649507885884581
238000,365616.30010813044,254.10153976770596,297.4165968347277,0.9632238486709643
239000,365766.42510813044,255.35665711693667,296.554506252905,0.9660239619405908
240000,366292.67510813044,255.05037393838575,296.97560449209277,0.9646541827963339
241000,366160.30010813044,256.0300434303713,296.68989015099805,0.9655831512019699
242000,365688.05010813044,251.53642141517062,297.356988708354,0.9634169363436207
243000,366065.80010813044,256.2028480354213,297.7046746683773,0.9622917724784966
244000,366299.67510813044,257.0296364082786,297.4276280987973,0.9631881237562994
245000,366163.17510813044,256.54803979671584,296.5979464777078,0.9658824764766152
246000,365917.92510813044,255.32359427528556,297.2320923192406,0.9638217624026812
247000,365284.55010813044,257.3733655951711,298.0837575588842,0.961067994471907
248000,366038.42510813044,253.64682758940293,298.4665180471356,0.9598354982535247
249000,366379.30010813044,253.91642680017236,296.1921427584353,0.9672058022667055
250000,365775.48760813044,255.5960950133333,297.9591950265936,0.9614697711752042
251000,366491.05010813044,253.09727834696395,298.44768607381343,0.9598960636301055
252000,366459.92510813044,256.8992182579236,298.078411857881,0.9610852301452661
253000,366504.48760813044,255.14265281120353,297.9478012868564,0.9615065384756863
254000,366118.42510813044,254.65878088481347,296.9036403777439,0.9648879976590601
255000,366331.42510813044,254.46917522595447,296.96944286918307,0.9646741977691042
256000,366348.05010813044,252.07446549537087,297.8752065835258,0.96174086573881
257000,366726.80010813044,254.231177905355,298.61809365016074,0.9593482952087447
258000,366081.61260813044,255.13288589451156,296.95061133552184,0.9647353739173724
259000,366358.36260813044,257.244356506646,297.31879272671756,0.9635407046909603
260000,366434.30010813044,256.646015017572,297.27385634640905,0.9636863550084179
261000,366273.67510813044,254.9093141797269,296.82833415040864,0.9651327926012706
262000,365823.92510813044,255.51109110874154,296.67125944164496,0.9656437890240499
263000,366530.42510813044,255.87253111565568,298.4124300233082,0.960009470917116
264000,365842.30010813044,256.5601779411831,298.5431110560319,0.9595892467537106
265000,366522.42510813044,258.05681780019967,296.7169720287587,0.9654950207364634
266000,366535.61260813044,255.3738811057383,296.8115340928218,0.9651874208236686
267000,365578.67510813044,257.0264027897138,299.13272347520257,0.9576978263480271
268000,365309.55010813044,257.395312620901,296.9768871778207,0.9646500163166983
269000,366416.17510813044,256.6276348082616,298.2548344404198,0.9605167326097265
270000,366155.55010813044,258.8634438174503,299.0876190736413,0.9578422535478818
271000,366505.05010813044,253.49941151492712,297.71243946574845,0.9622666744320778
272000,366159.98760813044,254.0735640153241,298.0970470789612,0.9610251489203222
273000,366214.42510813044,253.85894082398602,297.4357410211948,0.9631618516261399
274000,365716.98760813044,256.1251840947812,297.91676009303615,0.9616067218652042
275000,366625.80010813044,256.6754684052549,297.4676587240569,0.9630585062274496
276000,366015.30010813044,256.1498422346838,298.09107860262236,0.9610443908778113
277000,366275.11260813044,255.12036146699873,296.6252908668119,0.9657934366439416
278000,366559.67510813044,256.963019614868,297.7681068688444,0.9620867797905235
279000,366323.67510813044,257.26973318051495,297.4434771856112,0.9631368008887214
280000,366272.73760813044,255.07182448833427,297.5750867351768,0.9627108310875337
281000,365313.92510813044,256.169661407276,298.227686773104,0.9606041684510809
282000,366296.11260813044,253.73811230928362,297.82932533423235,0.9618890239914171
283000,366237.23760813044,253.48846753942473,297.7073334723594,0.9622831783160124
284000,366266.67510813044,256.115642240668,297.6796448884459,0.9623726848005465
285000,366041.17510813044,258.13236576607926,297.4846345066264,0.9630035498703573
286000,365715.80010813044,254.49707365378205,297.65772359191163,0.9624435596857853
287000,366492.42510813044,257.2538582560769,296.44032981780185,0.9663960340276323
288000,366791.05010813044,255.97633821186815,296.57553379481834,0.9659554697454017
289000,366120.92510813044,258.4579801183457,298.0185986056441,0.9612781229162569
290000,365856.80010813044,255.6070830255099,295.99219637998317,0.9678591617124824
291000,365969.48760813044,254.87440993581083,296.79679516246546,0.9652353520358923
292000,366183.42510813044,256.64548318972317,296.40335050879753,0.9665166016848519
293000,366562.30010813044,256.5230985610471,296.9200638021148,0.9648346271833401
294000,366864.05010813044,255.6528093200631,298.8992010589852,0.9584460515343861
295000,366377.92510813044,257.51444203184934,297.20996815456357,0.9638935088233116
296000,366331.42510813044,256.4290301278966,297.3296232154935,0.9635056068871342
297000,366550.67510813044,257.9875934832076,297.169541948312,0.9640246345017266
298000,366482.67510813044,257.39778084762133,296.9045004388397,0.9648852026100548
299000,366158.86260813044,256.328709538441,298.2545806361542,0.9605175499760297
300000,366367.48760813044,255.54709749824417,297.8076371474199,0.9619590746759631
301000,366384.55010813044,254.11515716100547,297.73488938024184,0.962194117250063
302000,366081.92510813044,256.4613037479408,298.2351408909465,0.9605801590179529
303000,366552.80010813044,256.810653953567,298.2757475945878,0.9604493874277197
304000,365702.92510813044,254.48192655588136,297.652601542709,0.9624601215543592
305000,366706.05010813044,253.9740638667878,298.9441069860504,0.9583020784388132
306000,366950.55010813044,255.41185359332064,298.3105552586751,0.9603373196545179
307000,366895.36260813044,255.88247091558543,296.93127422453904,0.9647982005598108
308000,366387.86260813044,255.7256340011375,298.4336164367617,0.9599413178792209
309000,366188.42510813044,256.06394491085496,296.5235021310157,0.9661249681827563
310000,365934.86260813044,255.12995912180432,297.59302689002493,0.9626527948439961
311000,366920.48760813044,257.41873200881724,297.34052121830837,0.9634702928748596
312000,366010.67510813044,255.0506247037292,297.4745445236928,0.9630362138060184
313000,365763.42510813044,255.35521379662612,296.08362472393316,0.9675602942542949
314000,365984.42510813044,256.3683386219796,299.4212730322343,0.956774901664806
315000,366441.17510813044,255.31689085484112,298.5736348454855,0.9594911459949311
316000,366574.80010813044,255.52392865592816,299.15292567293847,0.9576331517311382
317000,366043.98760813044,257.07913031140276,298.6984019117289,0.9590903641540972
318000,366454.61260813044,256.65672626233317,299.92978860195325,0.9551527389030452
319000,366748.92510813044,257.9450942898012,298.82915181757664,0.9586707231182415
320000,366360.05010813044,256.39311788288006,297.45536882938643,0.9630982966929894
321000,366419.23760813044,256.52550557683287,297.4685359445801,0.9630556662138529
322000,365953.23760813044,255.00384414015582,297.79679665857043,0.961994092200462
323000,366814.98760813044,259.49837678191756,297.9463180152146,0.9615113251613936
324000,367245.17510813044,256.69431476563057,297.2940792966145,0.9636208017985555
325000,366687.67510813044,260.3546749156076,297.56994725696023,0.9627274585440051
326000,366217.55010813044,256.3743643024726,297.8032559397508,0.9619732267793778
327000,366437.61260813044,254.54730828694173,296.81075723246335,0.9651899470658191
328000,366230.80010813044,255.81217479373524,298.1968312285884,0.9607035657671403
329000,366257.73760813044,259.1211473466174,298.5991024510429,0.9594093107119668
330000,366987.98760813044,258.6357380909709,298.0529513574588,0.9611673286811016
331000,366353.86260813044,256.2524861960896,296.88523356081566,0.9649478204953668
332000,366493.92510813044,253.70954548375101,295.996814231749,0.9678440621238243
333000,366251.55010813044,255.93650996579638,296.7905830839411,0.9652555552301414
334000,366874.05010813044,256.9525598535286,298.43385413990706,0.9599405532840939
335000,366301.67510813044,257.19182913713354,299.144130565942,0.9576613070087192
336000,366812.80010813044,256.31734290094283,299.2986374524328,0.9571669336693748
337000,366203.17510813044,253.61326975507166,298.1480470294905,0.9608607600016604
338000,366280.36260813044,257.18376374631487,297.6309395447205,0.9625301707543822
339000,366572.30010813044,255.8142680596836,297.46986577435024,0.9630513609034917
340000,366567.30010813044,257.9791097896483,296.9881372626114,0.964613474808418
341000,366419.86260813044,257.4859120739748,297.0587201624922,0.964384276970769
342000,366218.92510813044,258.0146983080035,298.4483203932303,0.9598940234755136
343000,366887.67510813044,255.2206830896222,298.3627430528154,0.9601693432985207
344000,367121.23760813044,257.18687386961165,298.2597009980067,0.9605010603282325
345000,366106.17510813044,258.98416757249146,299.0334365975962,0.95801580693224
346000,366532.30010813044,255.39466755966868,298.62412381427396,0.9593289229370475
347000,366008.67510813044,257.6956714239045,297.8679793050274,0.9617642008052251
348000,366750.67510813044,256.41936808626707,297.5721926172186,0.9627201941892412
349000,366881.80010813044,255.82157844817178,297.4477552295267,0.9631229485685799
350000,366644.73760813044,258.74273442355064,296.85213840431453,0.9650553996400089
351000,366905.23760813044,257.86772086756866,296.393015635142,0.9665503029748198
352000,366215.23760813044,255.94860535635982,296.9203460157884,0.9648337101376467
353000,366224.92510813044,253.99603108108087,297.9348769665595,0.9615482483238161
354000,366273.11260813044,258.19998959492597,297.41846284804797,0.9632178053725263
355000,366352.48760813044,256.37808267657095,298.4174352294887,0.9599933691590752
356000,367384.80010813044,258.749674143617,298.21339969372764,0.9606501899511811
357000,367203.17510813044,258.253799157667,298.0472495774152,0.9611857162511966
358000,366384.05010813044,258.35216647806874,299.8592353450596,0.9553774748078206
359000,366689.67510813044,258.0137678263511,298.53086982119277,0.959628594635307
360000,365708.86260813044,256.1268950867956,297.9673776954935,0.9614433676512493
361000,366945.42510813044,256.5071741944008,298.41507074769436,0.9600009756343059
362000,366686.73760813044,255.53606158790342,298.0064118695243,0.9613174336235275
363000,366799.73760813044,256.6764420508862,298.93354069744777,0.9583359511728852
364000,365938.55010813044,259.9325835450895,298.8369564830368,0.9586456857053043
365000,366969.30010813044,259.0683596283872,299.35510827604406,0.9569863721770754
366000,366780.67510813044,257.92963620400525,300.3660094452314,0.9537655728452303
367000,366224.17510813044,259.2320110776867,298.3682403791116,0.960151652527636
368000,366569.98760813044,257.728045630005,298.36303952652463,0.9601683892092769
369000,366440.36260813044,254.2873612184276,297.46563642962775,0.9630650534974989
370000,366480.48760813044,256.7604498253793,298.1259512705123,0.9609319746935518
371000,367166.67510813044,258.3282317215444,298.0805463551086,0.9610783479995363
372000,367068.67510813044,258.6349555019008,299.56529539602263,0.95631491185601
373000,366803.17510813044,253.94368415041453,299.385856548349,0.9568880853778823
374000,365544.17510813044,257.16844788258265,299.26406662033594,0.9572775051045833
375000,367347.17510813044,256.53997417623685,298.5424855016157,0.9595912574400287
376000,366716.92510813044,259.6062948621451,298.2591145341065,0.9605029489518168
377000,367587.42510813044,257.58601479149024,300.26482614859026,0.95408697294434
378000,366968.86260813044,258.75420333551114,297.791623536591,0.9620108035932249
379000,366051.80010813044,259.2650287928462,295.7744490322289,0.9685716937319051
380000,366265.80010813044,260.3226944313102,296.433438884818,0.9664184990043617
381000,367126.42510813044,255.6118138120775,297.4726225820046,0.96304243588935
382000,367147.61260813044,257.40333114539277,298.27175255603174,0.9604622516439957
383000,365910.80010813044,257.8684211328338,298.3434488949811,0.9602314383735956
384000,366931.23760813044,257.4665862088237,297.7212080623404,0.9622383333933694
385000,366621.67510813044,256.3005968451788,298.1966117528269,0.9607042728548078
386000,366476.23760813044,256.08202023190904,296.453223827442,0.9663540013601577
387000,365727.23760813044,259.0301520236015,297.62691798685205,0.9625431765362784
388000,367111.42510813044,255.47402107754235,300.96491731585456,0.9518676183812989
