#"Step","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
2000,315088.11260813044,100.73303919728659,212.6044974665424,1.3474727133034905
4000,315117.36260813044,100.80843736713929,212.70829115465696,1.3468151970318478
6000,315301.55010813044,99.09000041074904,212.76311330941536,1.346468166430471
8000,315324.98760813044,100.69912294660229,213.23041241933,1.3435173520106964
10000,315455.55010813044,98.72047987962388,212.70690943535465,1.3468239457864573
12000,315059.36260813044,100.07460442531712,212.68203005780256,1.3469814961983764
14000,315400.73760813044,100.66522896876569,212.74061147843653,1.3466105839918796
16000,315347.20635813044,101.14559548451986,212.65542546608603,1.3471500124385691
18000,315293.80010813044,100.35609673111023,213.53520596887407,1.3415996568899533
20000,315106.23760813044,100.66727741746293,213.20343702108033,1.3436873394936952
22000,315119.55010813044,100.1008419019586,212.67091554900455,1.3470518915208944
24000,315144.73760813044,99.93983809109294,212.90718191205266,1.3455570473902807
26000,315082.64385813044,100.02156114867792,212.97142811284402,1.3451511388183712
28000,315215.86260813044,100.80452118781794,212.62048949315744,1.3473713645597947
30000,315304.92510813044,99.7800161392638,212.73936835694306,1.3466184527778653
32000,315078.17510813044,99.84949577174844,212.5848431115287,1.3475972927734607
34000,315234.80010813044,100.4655081916767,213.33207434392074,1.342877108108571
36000,315428.39385813044,100.0762172894959,212.5109005253522,1.3480661855629872
38000,315552.80010813044,100.5821774667748,213.30776862594823,1.3430301245339535
40000,315136.86260813044,100.71045267805913,212.65696208878936,1.347140278163831
42000,315478.30010813044,100.64072800613667,212.58704003355135,1.3475833664016101
44000,315245.20635813044,100.72588632633604,212.83836735364483,1.3459920907294118
46000,315386.08135813044,101.36888005663121,212.32326155048483,1.349257528213177
48000,315659.92510813044,99.92652441231522,213.1145786582779,1.3442475914382475
50000,315375.48760813044,100.50900532435314,212.7905256977825,1.3462947098906124
52000,315467.92510813044,100.4491222903024,213.02931607768863,1.3447856113723446
54000,315200.20635813044,100.17947462366931,213.2631226815091,1.3433112835433785
56000,315275.05010813044,100.36992159282177,213.1739822616256,1.3438729999900993
58000,315594.76885813044,100.77977664643116,212.69717200404344,1.3468856043667612
60000,315488.73760813044,101.8081132230933,213.03275700567514,1.3447638902506214
62000,315316.45635813044,101.21662852719578,212.26594051644966,1.349621886416423
64000,315303.48760813044,100.60790527732617,212.6919918982888,1.346918407716844
66000,315151.42510813044,100.98167136361404,212.29029376694655,1.3494670621929845
68000,315332.67510813044,101.32106837727915,212.74199511683904,1.3466018258615622
70000,315478.64385813044,100.84058210406222,212.85453901244898,1.3458898287577135
72000,315360.48760813044,101.30682512536299,213.559267958848,1.3414484971777028
74000,315316.67510813044,100.93977415474464,212.7237023198517,1.3467176244940355
76000,315152.30010813044,100.96720416277249,213.24919286765942,1.3433990310085404
78000,315276.80010813044,101.07134218749694,212.9798963448952,1.3450976546530444
80000,315293.64385813044,99.85171781474277,213.3013193152049,1.3430707319649746
82000,315294.80010813044,100.88408341527055,212.5454557912469,1.3478470193365801
84000,315301.14385813044,100.56013364316426,212.84393297290424,1.3459568946145941
86000,315270.17510813044,99.82377120047693,212.16592703450522,1.350258088402555
88000,315341.48760813044,101.6325859251763,212.85769660092126,1.3458698634650503
90000,315525.17510813044,100.78830176305691,212.9486408735365,1.3452950809481696
92000,315344.33135813044,100.88695846170155,212.93176961931977,1.3454016729111622
94000,315338.30010813044,101.00281790615898,212.61971342911124,1.3473762824785331
96000,315477.98760813044,100.30703708476514,212.90487079410528,1.3455716536368634
98000,315195.51885813044,101.3450224737894,213.02978840274784,1.3447826297426475
100000,315450.33135813044,101.15558292923122,212.47111612846845,1.3483186057560435
102000,315231.76885813044,101.26163168460042,212.85753366705242,1.3458708936742236
104000,315429.11260813044,99.93021964531894,213.49186413407716,1.3418720203869343
106000,315331.58135813044,99.58629624994235,212.33290053909073,1.349196277799756
108000,315378.36260813044,99.52507588649408,213.2176284699434,1.3435979056588698
110000,315522.17510813044,100.44607099789181,212.67999798476873,1.3469943660723724
112000,315548.92510813044,99.71438275035645,212.67087846961635,1.3470521263807886
114000,315560.95635813044,99.94176430856608,213.0151320679481,1.344875156429663
116000,315328.01885813044,101.32661424063433,212.60161786608973,1.347490964260723
118000,315477.01885813044,102.09666522735853,212.9359801207998,1.3453750695361393
120000,315451.26885813044,101.36871337360233,212.71874393232082,1.346749015934928
122000,315724.70635813044,101.44625130469261,213.201079308109,1.343702198841875
124000,315555.80010813044,101.50704284593667,212.38933080544032,1.3488378063783084
126000,315633.14385813044,102.2659909109487,211.99920033280793,1.3513199984341306
128000,315650.48760813044,100.53256269377971,212.33509266017865,1.3491823488651873
130000,315190.23760813044,100.77019120571946,212.53965154789128,1.3478838276782208
132000,315582.67510813044,100.81815507841915,212.96578115208033,1.345186806594016
134000,315385.11260813044,101.00557381177566,212.81602386251637,1.3461334060391914
136000,315316.23760813044,101.54126069361449,213.15201308289636,1.3440115104629733
138000,315856.55010813044,101.23322047753705,213.8530972061676,1.3396053777307877
140000,315536.48760813044,102.10293345405962,213.1250609673558,1.344181476178659
142000,315628.05010813044,100.7166378195272,212.600540946566,1.347497789922224
144000,315530.86260813044,100.8245815177442,212.8853405181368,1.3456950974854016
146000,315558.01885813044,101.30077509557265,212.45306962803244,1.3484331366138433
148000,315554.51885813044,101.0413038562183,212.2532788331292,1.3497023962913333
150000,315453.86260813044,101.42633877482496,213.01195039548577,1.3448952442803328
152000,315318.73760813044,101.56727327932418,212.8116272341017,1.3461612167770718
154000,315372.42510813044,101.79938091785243,212.6870724139573,1.3469495621444605
156000,315617.30010813044,101.89357912410115,212.86854025235854,1.3458013040449401
158000,315747.05010813044,102.2398580144418,212.74852295151683,1.3465605076236062
160000,315677.14385813044,103.25050151461471,212.44706861830753,1.3484712259149516
