#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
144000,398328.23760813044,96403.23538670084,449.94544428176397,240.2209603883521,1.1925635406611999
146000,400714.80010813044,96959.70089815976,452.54265090845576,240.32684002234822,1.1920381387077994
148000,399989.42510813044,96588.90729885129,450.81203585068874,240.58932825721692,1.1907375989490652
150000,400518.92510813044,97123.1569333626,453.30555371026384,240.2290171960165,1.1925235444309905
152000,400772.55010813044,96825.08292413678,451.9143447744643,240.82629247176732,1.1895659569453017
154000,400299.42510813044,97120.58315446245,453.29354104195386,240.9149989112209,1.1891279511714283
156000,399898.80010813044,96458.34389134636,450.2026537053583,240.75673630977502,1.18990963016363
158000,400466.17510813044,96964.6297884779,452.5656556523849,241.893894270292,1.1843157923682686
160000,399603.05010813044,96376.58352700272,449.82105133162383,240.84501639933427,1.1894734769465585
162000,400778.55010813044,96062.32833279023,448.3543195107404,241.05816464834584,1.1884217217022306
164000,399658.92510813044,96265.21959434543,449.30127941779284,239.65371869917882,1.1953862456912863
166000,400148.55010813044,96075.53832424525,448.41597486338856,240.02713683657498,1.1935265438624931
168000,400312.80010813044,95599.94126067235,446.19620774447367,241.22996260682677,1.1875753574139951
170000,400326.30010813044,95216.27631371387,444.40551789550636,242.28816361458072,1.1823885855087923
172000,400223.17510813044,95940.43608131586,447.7854084879501,241.7629217054651,1.1849573832118818
174000,399376.30010813044,96218.54773012083,449.0834465556512,241.19588984983022,1.1877431213281873
176000,399537.17510813044,95061.16188569996,443.6815481039608,241.63085518555636,1.1856050372448108
178000,400095.42510813044,96314.90650725923,449.53318449874075,241.77485689026523,1.1848988879426432
180000,400095.17510813044,96337.00729535893,449.63633610854515,241.8517397494153,1.18452221744855
182000,401053.36260813044,96886.80282215169,452.2024117342707,240.59240930594066,1.190722350252857
184000,399491.67510813044,97197.88839846058,453.6543499112467,240.49315359504374,1.1912137820944229
186000,399946.36260813044,95942.4633131139,447.7948702420953,241.20751289533425,1.1876858876534124
188000,400654.92510813044,95851.54642437329,447.37053137283414,241.3225910237573,1.1871195226540736
190000,399618.05010813044,97187.5339650989,453.606022382606,238.69912120429856,1.2001667941482477
192000,399361.80010813044,96388.89944161568,449.8785337350934,239.88490488607542,1.194234206599284
194000,399748.67510813044,96378.37649228005,449.829419687261,241.08143277153067,1.1883070204467332
196000,399448.05010813044,95886.34960009414,447.5329691820977,240.58813693360955,1.1907434951409137
198000,400688.11260813044,96988.43100526556,452.67674371928445,240.4922600477118,1.1912182080410065
200000,399370.30010813044,96320.26939340634,449.5582148432143,239.86875766332906,1.1943145987517807
202000,400279.80010813044,96377.0783311124,449.82336074431186,240.72429198949627,1.190070003713074
204000,400147.92510813044,96959.94856504397,452.5438068508451,240.62036113588502,1.1905840291710994
206000,400181.17510813044,97165.82119493745,453.5046817794852,242.29035095393417,1.182377911187368
208000,399928.55010813044,96313.71640011808,449.5276298792902,240.95975332300048,1.1889070897153078
210000,400182.36260813044,96285.97602074148,449.398156451629,243.95220368460178,1.174323308971402
212000,401514.92510813044,96682.24184820079,451.2476587331101,242.3061735359525,1.1823007019639982
214000,400226.30010813044,96479.51240051654,450.30145406434156,242.36469704250695,1.1820152132615385
216000,400646.30010813044,97490.84932052135,455.0216943961602,241.91526165104813,1.1842111866220317
218000,400369.11260813044,95833.2083976157,447.28494180145105,241.20309250735076,1.187707653677933
220000,400615.98760813044,96201.15292558313,449.00225931100624,242.08797615205822,1.183366326635844
222000,400337.05010813044,96502.5871648686,450.4091515400169,240.64919412711998,1.190441381284818
224000,400666.17510813044,95787.42579043377,447.0712593929072,242.27113323024065,1.1824717011973271
226000,399960.11260813044,96176.83356080693,448.88875287789756,241.88522138349617,1.1843582564623496
228000,400216.80010813044,96260.92222570488,449.2812221921774,241.30461472330853,1.1872079586636057
230000,400578.05010813044,95710.86102715484,446.7139065894284,242.96656986162097,1.1790871444780568
232000,400181.42510813044,95796.65468648588,447.1143336706297,241.67786427366622,1.185374423606169
234000,399736.42510813044,95618.87371204607,446.2845716900459,240.57322185439588,1.190817318958113
236000,399337.36260813044,96902.76846218808,452.27692860054185,240.43950450039438,1.1914795767735293
238000,400388.17510813044,97273.27007825812,454.00618087699337,239.59287054252385,1.1956898317261142
240000,400911.30010813044,95441.41879090527,445.45633150689844,241.04398678596252,1.1884916229673415
242000,400211.98760813044,96549.12893750472,450.62637722214697,241.1472617329961,1.1879826335285655
244000,400155.86260813044,96971.21829504857,452.59640636841846,241.20360935206975,1.1877051086893644
246000,400410.05010813044,96995.18525458477,452.7082680109592,241.48020629064936,1.186344684155838
248000,400640.23760813044,95425.81382985995,445.3834980474988,241.33559962539732,1.187055533897366
250000,400387.55010813044,96397.14571967442,449.917021813112,240.33871234031557,1.1919792540792091
252000,401565.61260813044,96520.35105838906,450.4920614437165,240.9927653333758,1.1887442291699857
254000,400947.05010813044,96452.8129545683,450.1768390136011,241.65403869145223,1.1854912941370193
256000,399407.48760813044,95935.38251973968,447.76182186246524,241.16952700172112,1.1878729565187667
258000,400005.30010813044,96524.50075497897,450.51142943555095,241.30742956665756,1.187194109921226
260000,400670.23760813044,96551.94673714368,450.6395288150926,241.32474357109714,1.1871089338891887
262000,400047.23760813044,96705.68130135722,451.35705833076764,241.75372340928806,1.1850024687179672
264000,400821.55010813044,96536.60760683194,450.56793607471076,240.36992718453902,1.1918244616425284
266000,399969.30010813044,95998.20750566991,448.0550466291754,240.26451410412926,1.1923473598669203
268000,399987.36260813044,95952.71252634947,447.8427066739777,241.83819404469352,1.1845885642398715
270000,399819.30010813044,96335.2963895956,449.62835075151105,241.43176714257928,1.186582703893249
272000,399990.55010813044,95752.52038792032,446.90834445775226,239.48116765463453,1.1962475457565398
274000,400263.05010813044,96604.18438786222,450.88333902401877,241.1404114970286,1.188016381340948
276000,401674.36260813044,96789.00369328423,451.7459511983549,241.68608892937863,1.1853340849314538
278000,400404.30010813044,96565.38932340522,450.70226976381167,241.2486207858723,1.1874835102831123
280000,400007.30010813044,96831.32579405885,451.9434822911609,240.78280558291837,1.1897808000377015
282000,401470.30010813044,95246.17509459541,444.5450652892558,241.24775322406143,1.1874877806455542
284000,400587.17510813044,96567.06435624557,450.71008769017595,241.2397069224371,1.187527388075774
286000,400522.30010813044,96514.42166222678,450.4643870116307,240.616445350815,1.1906034047011436
288000,400270.36260813044,95859.7065694516,447.40861744004906,240.4385954919908,1.191484081312186
290000,400351.67510813044,96339.7367934332,449.6490755691947,240.57139801651812,1.1908263468714464
292000,399601.23760813044,97281.05302451339,454.04250643387536,240.72409725796513,1.1900709664091926
294000,399855.98760813044,95558.35763722123,446.00212336697837,240.27082323579714,1.1923160507117514
296000,400412.67510813044,96542.75281578349,450.5966177757016,239.8923503406972,1.1941971415716566
298000,400953.42510813044,97490.24415788427,455.0188699041138,240.30702615564897,1.1921364249924686
300000,401185.92510813044,95773.07456598198,447.00427753243287,241.62758603042465,1.185621078156593
302000,399336.80010813044,96997.76442808681,452.72030585764145,240.69732568582742,1.1902033321121988
304000,400189.30010813044,96166.47018645622,448.8403836187355,242.67785201022355,1.1804899239412179
306000,400613.23760813044,96624.63202614058,450.97877484266905,242.9345945555639,1.179242337164309
308000,400530.30010813044,95906.32010558224,447.6261780658902,241.52643672945447,1.1861176065900636
310000,400091.17510813044,96884.24946171854,452.19049436562744,241.64103548553564,1.1855550878853742
312000,400619.05010813044,96343.43018830661,449.6663138516087,240.4417048493866,1.191468673212154
314000,399494.30010813044,96629.28724207683,451.0005022587071,241.95778084694138,1.1840030854101313
316000,399579.42510813044,96401.52839821251,449.93747720793414,240.31105358019815,1.1921164457221334
318000,399636.30010813044,95718.75652103662,446.75075744291075,241.0329643935082,1.188545972467336
320000,400241.92510813044,95689.87516860198,446.6159587206424,240.98233331993853,1.188795689356304
322000,400244.30010813044,95993.54096343089,448.0332663495762,241.58422457878888,1.1858338828259727
324000,399405.67510813044,96177.07467503124,448.88987823687904,239.5545260828275,1.1958812206399938
326000,401003.98760813044,96085.4182068794,448.4620875085031,240.34009274378565,1.191972407896037
328000,400030.55010813044,96190.03280298552,448.9503580601553,240.70033436213484,1.1901884549556059
330000,399614.17510813044,95929.26788129756,447.7332828440451,238.92187796990606,1.1990478289219335
332000,399666.05010813044,96075.55558239244,448.41605541280865,239.1653831364198,1.1978270237309372
334000,400315.42510813044,96974.19386113738,452.61029430900936,239.95298635416611,1.1938953684824314
336000,399169.61260813044,96704.77136384533,451.35281135465306,238.75179541374231,1.1999020093872668
338000,399645.55010813044,96011.09370444901,448.11519073545475,239.17320357507634,1.1977878574170682
340000,398793.30010813044,95367.6252261016,445.1119127934856,238.472204218957,1.2013088066176971
342000,400182.30010813044,96214.2038265065,449.06317213608617,241.3533578658375,1.1869681930052685
344000,399569.48760813044,96714.47122719279,451.3980837908512,240.83204595995952,1.1895375381621625
346000,400850.86260813044,96631.94310973538,451.01289806211344,240.21452649953952,1.1925954821983515
348000,400696.98760813044,95456.14512920217,445.5250641464313,239.48102699940966,1.1962482483527732
350000,400464.80010813044,95936.0917390883,447.7651320212335,240.5452871838455,1.1909556092978666
352000,400460.67510813044,94884.00115008466,442.8546809809232,241.23389692737885,1.187555989065702
354000,400010.30010813044,96280.99198609008,449.3748943310524,239.24295004202992,1.1974386664745553
356000,399602.92510813044,96211.52685348876,449.0506778270625,240.15407736123979,1.1928956701861264
358000,399233.61260813044,96227.04466966446,449.1231045528404,240.38021935907605,1.1917734322133624
360000,400079.55010813044,96832.88113775477,451.9507415891239,241.09127742819214,1.188258497436073
362000,400483.80010813044,96281.32130069798,449.37643135008466,241.20489490043204,1.187698778584173
364000,400134.11260813044,95775.65409292793,447.01631702875346,240.34482296264562,1.1919489487247723
366000,399499.11260813044,96537.92648600927,450.5740917153904,241.30993133776528,1.1871818017335483
368000,400131.80010813044,96432.13312916225,450.08031950165037,241.0002639497704,1.18870724192018
370000,400296.67510813044,96696.60200046329,451.31468226259835,241.17142645582823,1.187863600890701
372000,401004.36260813044,96157.16284785664,448.79694322397614,241.57999175463038,1.1858546603178117
374000,401589.92510813044,96479.40247000195,450.30094098265886,240.22217767293162,1.1925574975505169
376000,400670.86260813044,96737.97677929257,451.5077918939061,241.52082636080317,1.1861451593155865
378000,400589.67510813044,96201.76313810283,449.0051073725073,241.69027476329677,1.1853135561301942
380000,400057.23760813044,97030.16074049496,452.87151004825915,241.47171414614874,1.1863864058561249
382000,399163.05010813044,97008.17668255139,452.7689032562894,240.0662595122462,1.1933320394286944
384000,399946.61260813044,95852.02379827714,447.3727594330481,239.93688657523398,1.1939754789305372
386000,399945.67510813044,96187.27843925892,448.93750254336993,239.27712967190487,1.1972676179064194
388000,400480.17510813044,96160.60501871683,448.81300896171587,240.0569700602045,1.193378217636923
390000,400992.30010813044,95634.79958928749,446.3589029703418,239.9651103849749,1.1938350479458055
392000,399208.86260813044,97301.99561101373,454.1402523378329,240.3198360724121,1.1920728798077511
394000,401011.11260813044,94821.39599584183,442.5624822406307,240.04456205698614,1.1934399038531749
396000,400212.73760813044,95469.83031627629,445.5889373925257,240.5681916189643,1.1908422187232484
398000,400659.17510813044,96160.20876042452,448.81115949460343,239.4963517908313,1.1961717033250205
400000,400963.80010813044,96230.62168816058,449.1397996686214,241.64199770972226,1.1855503669767948
402000,399215.67510813044,96070.80610934971,448.3938880680122,240.81028968266116,1.1896450082730583
404000,399899.67510813044,95874.66001534835,447.47841006506377,241.13016282769428,1.1880668751776098
406000,400641.17510813044,96147.30593251844,448.75093777474723,241.1180767682637,1.1881264271077403
408000,400111.05010813044,96330.01441223189,449.6036980348043,242.29227030856703,1.1823685448030474
410000,401171.42510813044,96404.2219844514,449.95004905629696,241.19388331354017,1.1877530023817342
412000,400845.48760813044,96756.2245346494,451.5929601391236,242.44095547145483,1.1816434170731405
414000,399304.17510813044,96137.26075862302,448.70405366123026,240.02851001403337,1.1935197158246655
416000,400155.80010813044,97305.47219480854,454.156478691999,241.67776594334546,1.185374905894007
418000,400527.73760813044,95940.45777078508,447.7855097198002,240.87019353805928,1.1893491463338788
420000,400229.80010813044,96323.82182237261,449.57479519161336,239.66794209836834,1.1953153039724678
422000,399344.05010813044,97001.50489564729,452.73776384368904,240.63606094386932,1.1905063519494317
424000,399917.92510813044,96961.97338527435,452.55325734941493,240.05592153881662,1.193383430099823
426000,400283.67510813044,96528.4108892022,450.52967931143127,240.32864496629242,1.1920291861253054
428000,399706.73760813044,97001.47884541936,452.7376422587512,239.54383348806095,1.195934601572807
430000,399501.92510813044,96940.16464042664,452.4514688010288,239.44661325492953,1.1964201755351795
432000,400009.36260813044,96060.93319386942,448.34780794088454,240.360389580177,1.1918717537533625
434000,400061.30010813044,97379.5940665435,454.5024297212876,240.04239915889036,1.1934506573238304
436000,400582.05010813044,97179.21563622402,453.56719801985224,240.2503706200678,1.1924175530817591
438000,399300.42510813044,96372.10234094504,449.80013616997456,240.27395001527987,1.1923005346336912
440000,398948.80010813044,96579.20824748254,450.7667672042608,240.85266638015466,1.1894356967989612
442000,399792.30010813044,96280.46739282063,449.3724458826083,239.66479510410187,1.1953309994374886
444000,400422.42510813044,96081.68174664257,448.4446482259462,239.64337326466006,1.195437850665632
446000,399364.05010813044,96529.50984394527,450.53480849281334,238.702551687312,1.200149546105562
448000,399929.86260813044,95935.48595034704,447.762304606954,240.12638187202657,1.193033255356521
450000,400099.61260813044,95811.67250037752,447.184426722139,241.34889188334537,1.1869901569725663
452000,399564.61260813044,97102.72327739983,453.2101831516556,239.91322955243945,1.1940932127677828
454000,399115.42510813044,95857.38578801835,447.397785593702,239.4482804302501,1.196411845376424
456000,399868.17510813044,96364.65354721295,449.7653702122584,240.05563246161717,1.1933848671831206
458000,399356.98760813044,95382.43830933725,445.181050300032,238.1043763704568,1.2031646096922068
460000,399515.92510813044,97358.75942582404,454.4051876356111,240.58875933158356,1.1907404147129628
462000,399007.98760813044,96665.06112018693,451.1674706536512,239.54271611243567,1.1959401801526732
464000,400059.23760813044,96501.20457763807,450.40269855300664,237.88548591694916,1.2042717022331608
466000,398436.17510813044,95579.19449332985,446.09937579260105,240.0672949840992,1.1933268922813574
468000,400039.30010813044,96044.86940443586,448.2728329792606,238.3843683788996,1.2017514445679753
470000,398934.73760813044,96604.57699760329,450.8851714621487,239.52131424533258,1.1960470405917099
472000,399343.92510813044,96365.84492793377,449.77093077592195,238.58320719176174,1.200749886941997
474000,398965.73760813044,96871.91073108953,452.13290547234527,238.36955455035994,1.201826129189007
476000,399092.80010813044,96372.12888190709,449.8002600453291,238.79445636106817,1.1996876452969158
478000,399984.42510813044,95503.69290720718,445.7469851847996,240.79849882286652,1.1897032600377764
480000,399873.42510813044,97209.05555930734,453.7064707049981,240.36078186968564,1.1918698085159531
482000,399043.36260813044,96114.25694970402,448.5966873577788,239.97314026374045,1.1937951003471263
484000,399203.23760813044,95269.23978262302,444.65271573542776,240.22051686003576,1.192565742536819
486000,399188.80010813044,95316.70471954392,444.8742501273495,239.74460849272185,1.1949330617395881
488000,399576.17510813044,96073.25318537233,448.40530937253345,239.86259219685198,1.1943452976054632
490000,398498.86260813044,97681.46284495154,455.91135008657176,239.4495579368956,1.1964054623031106
492000,400268.86260813044,96490.67422948196,450.3535499724581,238.70827000111134,1.2001207962356446
494000,399091.11260813044,96578.16500314116,450.7618980415528,240.43982927369763,1.1914779673864362
496000,399159.55010813044,96509.22614655783,450.4401378399451,239.18619745217958,1.197722787156406
498000,399477.92510813044,97624.77048597788,455.6467482965647,240.41075723308677,1.1916220486923375
500000,399103.30010813044,96976.84025403345,452.6226458905988,240.67390951384485,1.1903191319759037
502000,398968.05010813044,95695.61571719695,446.64275173933754,240.56512327606268,1.1908574075927694
504000,398551.36260813044,96242.31404012756,449.1943717011821,239.82919532306957,1.194511613466645
506000,400472.30010813044,95291.29705719603,444.75566425336484,239.65143296997226,1.1953976469552847
508000,399660.42510813044,96629.20124511886,451.0001008827647,240.16044749630993,1.192864029228496
510000,400199.73760813044,95850.73838807945,447.366760003048,241.22218348095743,1.187613655293781
512000,399787.80010813044,96847.25515625905,452.0178298368998,242.55087869139197,1.1811079003604288
514000,400896.92510813044,96426.08194858348,450.052076661843,240.58441983525412,1.1907618924697623
516000,399384.36260813044,97984.01086735306,457.32344070583326,239.83868441379667,1.1944643532462913
518000,400435.67510813044,96047.10444244451,448.28326463298845,241.2652995232488,1.1874014192171938
520000,399629.05010813044,96734.07395320805,451.4895761275004,239.083753723316,1.1982359930374011
522000,400249.17510813044,96601.05190424563,450.8687186979797,239.57481203386538,1.1957799596281076
524000,399375.23760813044,97454.24286298337,454.85084008059255,239.87224443531642,1.1942972382493315
526000,400518.48760813044,97030.04182418296,452.87095502691966,240.323207790476,1.1920561551072977
528000,399161.11260813044,95684.2669626046,446.5897833881549,240.02490269357438,1.1935376531638364
530000,398963.11260813044,95237.99507033406,444.5068864393889,238.32038284526737,1.2020740972364377
532000,398480.48760813044,96088.82535107911,448.47798976535694,239.21029000760296,1.1976021560471404
534000,399674.42510813044,95907.91795895738,447.633635770436,240.54670610311777,1.190948584176243
536000,399130.67510813044,96106.83680899238,448.5620551330849,239.3837202119072,1.1967345097994564
538000,399053.42510813044,96854.41924886685,452.0512670013099,239.8601169986515,1.1943576224611678
540000,400116.30010813044,95058.5667416593,443.669435717549,240.65331841750935,1.1904209796299385
542000,399274.42510813044,97032.93650436332,452.88446544650856,239.10488335160778,1.198130105274743
544000,399972.92510813044,97130.93925548624,453.34187635411934,239.37623925942916,1.1967719099776208
546000,401081.73760813044,96160.1284816186,448.81078480714757,240.64403268128044,1.1904669144287159
548000,399492.48760813044,96063.84091534698,448.3613792284748,240.16289025879578,1.1928518962819858
550000,400083.30010813044,95613.75218652282,446.260667854581,241.38311365829634,1.186821872996917
552000,399005.17510813044,96688.89509581076,451.2787116167584,239.95793358040507,1.1938707538743398
554000,399273.92510813044,96525.37112935388,450.5154917575595,238.73527913360164,1.1999850214908834
556000,399180.05010813044,97249.29732645606,453.8942922000526,241.13248018795488,1.1880554574749373
558000,400361.48760813044,96450.04257880035,450.16390876337937,240.7997132975732,1.1896972597627016
560000,399304.05010813044,96921.76243657712,452.3655796941579,240.31141846451357,1.1921146356350556
562000,399648.23760813044,96616.51173949521,450.94087480780314,239.27874707719022,1.1972595249729816
564000,400270.67510813044,96957.54247989174,452.53257686412877,240.19174356792675,1.1927086035775838
566000,400225.80010813044,95964.03098665329,447.89553363180295,241.05386985347224,1.1884428955067465
568000,399569.67510813044,97259.79604644084,453.9432931615762,238.55783299160518,1.2008776046848486
570000,398928.92510813044,97492.02975482517,455.0272038693138,239.0701620429362,1.1983041154684806
572000,399603.05010813044,96580.10389736868,450.77094749535087,239.17841177300312,1.1977617751457235
574000,398739.80010813044,96594.80542276183,450.8395643249428,238.46115677392146,1.201364460935538
576000,401041.86260813044,96665.6721054907,451.1703223219884,239.17914329704018,1.1977581118182397
578000,400119.05010813044,96351.79534297716,449.70535676567306,239.32308600294547,1.197037711013977
580000,400148.30010813044,97360.07451748685,454.41132559872113,240.06946696058674,1.1933160959148523
582000,400052.86260813044,96443.76819822006,450.1346241761301,241.07644826440736,1.1883315899343407
584000,400477.61260813044,96134.17882090947,448.6896692494602,240.32833927043995,1.1920307023775263
586000,401124.11260813044,96646.08809132758,451.07891731967595,239.87621423101484,1.1942774734049753
588000,400354.17510813044,98109.27934154659,457.90810966480973,238.78617533536365,1.199729250068273
590000,399632.55010813044,97015.90306778066,452.80496482435535,239.09128886871602,1.1981982297107916
592000,400430.17510813044,96540.47062238865,450.58596603235645,238.45533646677808,1.201393784289158
594000,399522.05010813044,96641.54246492058,451.0577013938304,239.15806469948603,1.1978636782403378
596000,400729.42510813044,95626.7541375882,446.32135221465643,239.2512530802731,1.1973971102489827
598000,399435.17510813044,95174.27930906462,444.20950413269424,239.300514384691,1.1971506195813433
600000,400903.30010813044,96057.84962170175,448.3334159005822,240.98031217327508,1.1888056600066839
602000,400408.86260813044,96996.09868992586,452.7125313125872,241.6414115050118,1.185553243036843
604000,399432.92510813044,96790.38629801082,451.75240426702493,240.33040741102053,1.1920204444701086
606000,400023.67510813044,95868.07137061283,447.44765870416967,239.54519179490987,1.1959278201961991
608000,399520.73760813044,96528.5464559209,450.53031204566713,238.97155398882586,1.1987985778222061
610000,399338.98760813044,96586.46971614193,450.8006588545668,240.79281429816672,1.1897313459986754
612000,400449.11260813044,97232.27737472951,453.81485451613526,239.8416739537319,1.1944494646790695
614000,400106.42510813044,97299.81111950567,454.1300566011631,240.56489502672574,1.1908585374850327
616000,400267.92510813044,96231.0395692297,449.1417500563086,241.8774619807695,1.1843962505466652
618000,400705.05010813044,96387.6195180614,449.8725599130534,242.3684595205381,1.1819968639008949
620000,400013.55010813044,97124.71721723233,453.31283606563454,242.4483149885545,1.1816075482945347
622000,399902.73760813044,95751.5257100123,446.9037019704805,239.91232638966008,1.194097707995523
624000,399947.92510813044,96427.63917868212,450.0593447642647,240.2653982919606,1.1923429719732253
626000,400171.48760813044,96666.64147117967,451.1748466688513,239.65813598451396,1.19536421279801
628000,400582.80010813044,97495.96587639942,455.04557503666484,239.62178865188753,1.1955455331232474
630000,399616.67510813044,95808.56716599735,447.1699331104699,241.28649868461693,1.187297095459205
