#"Step","Potential Energy (kJ/mole)","Temperature (K)"
1470000,227.5853271484375,446.4496856905184
1472000,192.173828125,432.6640775956312
1474000,253.81195068359375,484.30645853632484
1476000,254.59307861328125,421.40496812956667
1478000,206.5062255859375,528.3573012188052
1480000,278.94940185546875,407.89490175248056
1482000,152.9520263671875,497.386718321648
1484000,275.08306884765625,392.3134373725082
1486000,213.1688232421875,454.67411797374837
1488000,206.4658203125,467.0968622553407
1490000,289.48193359375,383.766724221067
1492000,307.7879638671875,464.1441504314977
1494000,195.79638671875,417.12414000744167
1496000,191.66961669921875,433.3114679171576
1498000,253.9368896484375,427.7789186583186
1500000,210.083740234375,408.64949717618146
1502000,229.360595703125,443.27467327020673
1504000,239.84539794921875,469.98785715588815
1506000,197.1268310546875,534.818633511003
1508000,186.62420654296875,435.73299676769943
1510000,208.83544921875,423.340879997522
1512000,230.8472900390625,431.3317141597235
1514000,263.95928955078125,434.129934113058
1516000,172.0714111328125,473.02338749135896
1518000,203.66473388671875,472.844490299737
1520000,224.52203369140625,427.13461900762695
1522000,264.71795654296875,528.3101800782465
1524000,266.82244873046875,485.3871482907614
1526000,228.26171875,421.2578834683637
1528000,212.69140625,440.7606828095254
1530000,217.2669677734375,450.4531189781209
1532000,289.45770263671875,416.8406374119938
1534000,154.6153564453125,442.7958607024139
1536000,215.58544921875,462.2264398368562
1538000,246.7288818359375,402.39134271646196
1540000,233.5625,439.25677228425
1542000,260.16485595703125,406.8126836506574
1544000,233.9739990234375,497.40564475597546
1546000,236.54437255859375,524.5317182430628
1548000,227.95977783203125,474.7771884403423
1550000,278.28851318359375,420.93506158920775
1552000,348.7635498046875,444.6996710393122
1554000,268.1395263671875,399.2516774203235
1556000,290.024658203125,567.8092136090233
1558000,222.23968505859375,436.697595344729
1560000,219.76739501953125,471.436987333244
1562000,202.97039794921875,426.2865739180152
1564000,227.45989990234375,533.4518607603992
1566000,198.13690185546875,438.97453040190817
1568000,227.35955810546875,473.53673799904027
1570000,233.96160888671875,391.11513728704256
1572000,193.05621337890625,546.7798517561845
1574000,270.63134765625,489.83032947179214
1576000,196.098388671875,427.1268627818112
1578000,227.6898193359375,404.8129297364221
1580000,282.45245361328125,520.0442877766017
1582000,197.898681640625,431.5184311319237
1584000,316.600830078125,433.67837499938935
1586000,161.1761474609375,435.2675997224145
1588000,185.65179443359375,485.4586046116943
1590000,156.78875732421875,492.9410053112573
1592000,237.0670166015625,449.6456052737096
1594000,322.70458984375,472.6126325969949
1596000,202.5565185546875,391.97892523070806
1598000,265.4093017578125,476.81445161481906
1600000,315.30963134765625,446.18264830982906
1602000,292.3365478515625,430.66736041346655
1604000,254.22344970703125,471.61037423261473
1606000,234.2047119140625,434.68182739451794
1608000,202.39410400390625,453.44797480109884
1610000,187.8255615234375,493.2089408210455
1612000,195.125732421875,454.45895866924405
1614000,227.95703125,410.3625595416023
1616000,219.11822509765625,417.17048979764013
1618000,186.12872314453125,466.6316772091976
1620000,155.40203857421875,366.42016930817783
1622000,246.4306640625,474.0835481526319
1624000,234.885009765625,458.58189053972393
1626000,305.05902099609375,519.8108906127466
1628000,166.017578125,482.063185573394
1630000,218.69317626953125,510.42845876827835
1632000,187.54718017578125,450.81839654655346
1634000,293.70770263671875,515.5748617287335
1636000,220.6900634765625,435.96154884395133
1638000,275.1502685546875,489.13473023493293
1640000,199.69915771484375,424.0484229442405
1642000,131.329345703125,461.4220029579393
1644000,250.25982666015625,474.9441291334438
1646000,212.8436279296875,518.2181336622284
1648000,197.10223388671875,433.50084560993963
1650000,241.37713623046875,508.4983888174154
1652000,239.842041015625,464.5324496481203
1654000,241.07293701171875,452.09497749146607
1656000,211.6785888671875,437.97307177427035
1658000,177.7803955078125,451.0649783561916
1660000,196.4027099609375,433.9810693234371
1662000,224.928466796875,470.62062437241286
1664000,159.34991455078125,462.2652771261314
1666000,180.26080322265625,414.3415471363868
1668000,234.6513671875,429.5747588026853
1670000,182.56231689453125,496.8641287475356
1672000,212.6170654296875,475.93858384177486
1674000,251.54632568359375,507.23606937710576
1676000,160.04022216796875,514.8224116900026
1678000,283.44366455078125,436.6734866935999
1680000,287.35028076171875,419.0932191095429
1682000,293.02056884765625,419.0497314066448
1684000,313.42205810546875,455.88527947233206
1686000,278.90338134765625,500.63564806193716
1688000,225.398681640625,491.26346945430276
1690000,102.68463134765625,449.0682581776963
1692000,208.99658203125,494.85209829971745
1694000,229.05621337890625,435.24597036159827
1696000,169.728271484375,485.8790871108944
1698000,194.05609130859375,447.1155968146152
1700000,126.74444580078125,468.15625455383315
1702000,254.90264892578125,403.44530497780846
1704000,273.80712890625,498.2135987809715
1706000,258.52911376953125,481.20134045609836
1708000,206.0045166015625,497.53693136575293
1710000,202.0255126953125,475.39235300910497
1712000,207.6761474609375,424.832691654818
1714000,249.536865234375,490.3503192250424
1716000,226.01654052734375,420.7006400303218
1718000,235.98931884765625,451.6506943226193
1720000,278.41351318359375,401.5764457943923
1722000,163.78424072265625,368.80655581414163
1724000,159.2503662109375,496.8161287422536
1726000,213.29876708984375,463.6459284740884
1728000,186.48504638671875,455.0104030611739
1730000,282.11773681640625,457.87426250211655
1732000,211.44183349609375,477.72169392370427
1734000,216.395263671875,481.42178988031014
1736000,197.84832763671875,463.9870643757489
1738000,192.5802001953125,387.0629190605492
1740000,193.0479736328125,370.5825339798912
1742000,177.111572265625,410.0634343268672
1744000,181.9571533203125,403.5890682415311
1746000,262.164794921875,430.73065217102805
1748000,257.38092041015625,351.0215718780973
1750000,191.81683349609375,467.9941023540901
1752000,140.4351806640625,522.2804127128248
1754000,113.74896240234375,450.742438755182
1756000,193.49053955078125,436.6789805147837
1758000,206.09246826171875,474.4305236296264
1760000,225.03997802734375,447.61220723620886
1762000,240.5074462890625,486.44791183055554
1764000,221.25433349609375,416.75515789625285
1766000,231.03875732421875,455.5046664738005
1768000,219.29754638671875,385.7819108411346
1770000,177.19451904296875,413.30406090599223
1772000,206.81378173828125,466.3120044507631
1774000,210.27313232421875,412.4403289860083
1776000,161.80560302734375,415.0835395402306
1778000,196.15045166015625,348.24393395426733
1780000,193.62884521484375,404.64107833747727
1782000,190.48577880859375,445.30797583117266
1784000,215.99627685546875,466.1826038808085
1786000,302.35845947265625,415.8736838171134
1788000,186.2183837890625,465.9934778377933
1790000,161.527587890625,465.92738312145553
1792000,153.42047119140625,396.2387109280289
1794000,202.85919189453125,447.49390648899976
1796000,265.076904296875,406.8584183599884
1798000,229.767822265625,483.92446008404846
1800000,249.50103759765625,505.9754445577791
1802000,217.63671875,482.80936910868394
1804000,253.2872314453125,374.7487687556287
1806000,235.45233154296875,501.59764936638584
1808000,224.3935546875,422.964592583772
1810000,201.43231201171875,396.5081767366691
1812000,212.26727294921875,438.97297796661377
1814000,155.20904541015625,399.60263720144286
1816000,196.82696533203125,448.3964400538259
1818000,232.496826171875,460.6167041071631
1820000,180.0040283203125,436.3467651864121
1822000,138.64501953125,450.65260179589427
1824000,227.03564453125,408.5032945142976
1826000,163.9010009765625,419.93728468355806
1828000,237.677490234375,466.5259381842888
1830000,207.3988037109375,450.00781269888495
1832000,209.7999267578125,451.7129954463751
1834000,237.3057861328125,362.2866656797187
1836000,182.63629150390625,418.44446086858136
1838000,133.41925048828125,434.9535183846828
1840000,194.97088623046875,414.59281855347245
1842000,252.70880126953125,513.0543216463722
1844000,228.17236328125,492.5644461205196
1846000,269.6019287109375,428.7954031222077
1848000,162.9345703125,435.94729868760055
1850000,244.8662109375,449.5357396242224
1852000,230.38873291015625,419.9301745450311
1854000,108.4141845703125,455.3863784119911
1856000,240.140380859375,418.9292663216244
1858000,236.4757080078125,412.99358672152096
1860000,227.98541259765625,509.2951166627238
1862000,174.10137939453125,446.8670234882347
1864000,131.03875732421875,420.81068023531935
1866000,207.91851806640625,431.45842350673075
1868000,264.97332763671875,505.7071257066933
1870000,177.574462890625,451.73400632919896
1872000,211.4833984375,433.5500889104057
1874000,216.0673828125,423.9336933470692
1876000,260.81500244140625,397.1581655629123
1878000,220.67742919921875,417.3075316127236
1880000,229.21734619140625,426.14770428525185
1882000,176.00579833984375,491.3173426456273
1884000,224.240234375,459.21259228334605
1886000,223.00274658203125,368.37102181167086
1888000,240.441650390625,457.77121045243643
1890000,261.90447998046875,464.8978381367917
1892000,215.51275634765625,487.95305156896126
1894000,285.68634033203125,444.40806702396014
1896000,263.7054443359375,473.2478314950794
1898000,244.59710693359375,434.5231760570572
1900000,255.7857666015625,465.8053453584071
1902000,234.51611328125,431.46115602898504
1904000,263.128173828125,462.45795524207944
1906000,262.66192626953125,426.88202459856336
1908000,239.97039794921875,473.0771235515525
1910000,180.29925537109375,401.03649102821856
1912000,172.04730224609375,468.5804013098443
1914000,222.55706787109375,374.27262650997704
1916000,280.5030517578125,408.68904204753073
1918000,152.1175537109375,478.31826059739024
1920000,276.82489013671875,438.48136107700236
1922000,212.99127197265625,429.79601958842215
1924000,228.13055419921875,522.5185861606911
1926000,265.55206298828125,417.92312306583835
1928000,249.99273681640625,498.62665296703744
1930000,280.94775390625,449.9450486140464
1932000,286.02667236328125,447.62780519527513
1934000,182.61175537109375,516.7992728892741
1936000,214.057373046875,505.82333478410925
1938000,181.01788330078125,496.19671114121473
1940000,183.4200439453125,431.05079902877435
1942000,330.6004638671875,416.47928890109023
1944000,270.29217529296875,454.41468740838883
1946000,285.206787109375,458.39562955933746
1948000,180.7037353515625,453.3207529905468
1950000,335.013671875,386.0981926879187
1952000,290.18994140625,448.8430052714721
1954000,242.1036376953125,523.1783794707533
1956000,220.99652099609375,433.368298850837
1958000,257.07269287109375,432.8529124835206
1960000,207.43634033203125,416.0135604969935
1962000,188.8360595703125,481.9757838695605
1964000,217.07769775390625,460.51624205101075
1966000,288.7783203125,481.39322584657765
1968000,294.20672607421875,454.1985654206629
1970000,270.2572021484375,440.68656577851186
1972000,248.24462890625,458.51611996965227
1974000,240.9117431640625,449.44908012128263
1976000,174.9267578125,483.4020301144217
1978000,299.25360107421875,436.5794954286795
1980000,278.2183837890625,410.9040893608161
1982000,337.87200927734375,451.2369515510753
1984000,294.7601318359375,432.172881074403
1986000,308.4105224609375,431.83290280297444
1988000,255.992919921875,435.2165814828531
1990000,256.0794677734375,448.0942494983636
1992000,225.156982421875,508.35229400243134
1994000,175.4832763671875,430.5095771577893
1996000,228.58135986328125,424.95101909597247
1998000,238.89306640625,453.82009178118653
2000000,252.60064697265625,406.1513557572706
