Warning: 'advanced_options.json' have been modified after configuration by elwood. This is possible but not recommended.
#"Step","Time Remaining"
20000,--
40000,10:08
60000,9:55
80000,9:42
100000,9:30
120000,9:17
140000,9:05
160000,8:53
180000,8:41
200000,8:29
220000,8:16
240000,8:04
260000,7:51
280000,7:39
300000,7:26
320000,7:13
340000,7:01
360000,6:48
380000,6:35
400000,6:22
420000,6:10
440000,5:57
460000,5:44
480000,5:31
500000,5:19
#"Step","Time Remaining"
20000,--
40000,4:21
60000,4:09
80000,3:58
100000,3:46
120000,3:35
140000,3:24
160000,3:13
180000,3:01
200000,2:50
220000,2:38
240000,2:27
260000,2:16
280000,2:04
300000,1:53
320000,1:42
340000,1:30
360000,1:19
380000,1:08
400000,0:56
420000,0:45
440000,0:34
460000,0:22
480000,0:11
500000,0:00
