#"Step","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
89000,425087.55010813044,496.5347479105088,249.98420897126027,1.1459874215283028
90000,424523.92510813044,493.7922569760708,249.5567714202603,1.147950253689286
91000,424759.05010813044,499.16501525710066,246.85415190729051,1.1605182932850084
92000,425330.67510813044,493.21739434265453,248.4438202508787,1.1530927143709213
93000,425609.36260813044,500.9772434065329,249.25162179481362,1.149355647112295
94000,425340.55010813044,503.512164218339,249.26102168585285,1.1493123037215989
95000,424835.92510813044,500.95510880324946,248.10400246089347,1.1546720577670737
96000,425069.98760813044,501.84159009256433,249.14291460872155,1.1498571392715753
97000,425429.42510813044,496.5034137027655,251.19718901552216,1.1404536817649844
98000,425477.73760813044,495.5061245948442,247.8858849684265,1.1556880662981521
99000,425399.23760813044,497.7275131915907,250.67214341650913,1.1428424202116574
100000,425202.42510813044,496.1245348009881,249.65234512199598,1.1475107871379109
101000,426559.67510813044,497.4779318213069,252.19989122159245,1.135919439434079
102000,426641.30010813044,494.6497226752828,251.0054191562858,1.1413249961882064
103000,424698.05010813044,498.4835235181995,249.53411713304672,1.148054471882184
104000,425550.98760813044,497.0191788463388,250.44717420753025,1.1438690013902075
105000,424123.55010813044,501.87642684289244,247.99936195605108,1.1551592584844432
106000,424290.86260813044,499.7809092520034,247.5795186787403,1.157118167894584
107000,423792.17510813044,498.74012184054055,248.76092019582615,1.1516228466925156
108000,425088.48760813044,499.10683119860903,249.13115392845074,1.1499114203277936
109000,425879.92510813044,501.7451377104032,251.27059441294455,1.1401205132302925
110000,423839.73760813044,499.5697811945662,249.22356894680618,1.1494850197049884
111000,425435.92510813044,494.5560751089506,249.53604778121945,1.1480455894409973
112000,425642.80010813044,498.23364398955414,247.7675395625226,1.156240077161019
113000,425978.17510813044,498.0453201174988,249.9675802395161,1.1460636566840638
114000,426984.42510813044,499.61729403070274,250.9944055704704,1.141375077307585
115000,425747.48760813044,500.93961139470247,250.37050335856836,1.1442192878906592
116000,425234.42510813044,500.73306846836664,249.02412173612444,1.150405659759061
117000,423992.05010813044,495.00753654422135,249.23188181931428,1.149446679817053
118000,426431.67510813044,493.0079518738141,249.70393695191166,1.1472736976387259
119000,425379.48760813044,494.3322795380815,249.6935536081011,1.147321406268265
120000,425141.92510813044,500.3773363420191,249.58103952805803,1.147838632307487
121000,424831.92510813044,502.04202699714875,249.52561247521103,1.1480936013741958
122000,425036.30010813044,506.5819588127851,250.53161792113443,1.1434834510666374
123000,425385.05010813044,499.33920882285,249.09754597541902,1.1500665650477213
124000,425546.80010813044,502.8259828058066,250.62218245015202,1.1430702432684572
125000,426764.17510813044,501.44835784182516,252.7201539954372,1.1335809769526308
126000,426273.80010813044,498.40914815781207,250.19255828776977,1.1450330937991413
127000,426005.11260813044,499.30645113550503,250.2343500827559,1.1448418611074962
128000,425737.48760813044,500.89362770169566,251.02793295374687,1.1412226348314478
129000,426055.55010813044,493.76723456969785,251.73595767695912,1.1380128675514511
130000,425527.17510813044,493.5774127422263,249.45214258538599,1.148431743630773
131000,425901.05010813044,495.99806259873316,252.23041426325182,1.1357819789439443
132000,425281.55010813044,500.87629062368245,251.45045467870324,1.1393049952040135
133000,425929.17510813044,502.07816971919704,250.57212998666952,1.1432985746539637
134000,424894.48760813044,502.42679667049174,249.905532234078,1.1463482080638059
135000,425770.11260813044,504.54863773793744,251.0215510186075,1.1412516491085307
136000,426153.98760813044,494.648012638257,251.912657676111,1.1372146271034078
137000,426588.05010813044,501.31697107904347,252.8548387562695,1.1329771677334128
138000,426114.05010813044,501.3652707207372,249.91893164420952,1.1462867465743047
139000,424958.11260813044,495.5563372023158,249.80582689711858,1.1468057515718078
140000,425830.67510813044,498.5718278855704,250.8493405750959,1.142035129153568
141000,426121.48760813044,500.5485899413341,250.79102850186948,1.1423006667067894
142000,423368.11260813044,496.21577070075074,248.66845559419696,1.152051064849467
143000,425695.30010813044,505.3001128031289,252.77200283587686,1.1333484557139648
144000,425828.67510813044,498.9826797431294,252.1230818329103,1.1362654977049078
145000,426706.11260813044,499.50974785569144,252.66321251647648,1.1338364465823665
146000,425095.05010813044,496.581008763962,253.9365558197968,1.1281509199686215
147000,425420.36260813044,501.4872414690663,252.0203847474419,1.1367285203887654
148000,424761.55010813044,499.5242000272961,251.10965476837325,1.1408512322077726
149000,424504.80010813044,501.8127937844354,251.00384822742873,1.1413321392674238
150000,424218.42510813044,503.26732168838106,250.78833647261902,1.1423129284684441
151000,425198.30010813044,501.2184470677509,248.7337913846427,1.151748451495098
152000,424931.17510813044,492.5996897017433,250.40423898276657,1.144065133344181
153000,424127.73760813044,501.1184707554559,248.98627494673187,1.1505805254649328
154000,424450.11260813044,504.586580097001,248.50646319921952,1.1528020453621213
155000,424330.36260813044,498.5431431036442,250.75071854041306,1.142484299663515
156000,424901.67510813044,500.3301564425111,250.2368673083806,1.144830344717845
157000,425686.92510813044,505.620012225954,250.7127737200209,1.1426572121199023
158000,425818.92510813044,501.3159690310363,250.22733828875468,1.1448739415162514
159000,425331.17510813044,501.15761680814774,248.86745390282374,1.151129866799013
160000,425582.80010813044,506.26453061628087,249.5786987864991,1.1478493976236084
161000,425801.05010813044,502.07934808373113,250.63194643112834,1.1430257121690952
162000,426602.30010813044,502.9295409009714,252.47650159785937,1.1346749390486481
163000,426635.92510813044,494.56793368236634,250.86647508252648,1.1419571266647937
164000,425124.92510813044,495.6738123017682,248.8942429884455,1.1510059679245628
165000,424466.80010813044,498.6374239229211,248.8670431166746,1.151131766882685
166000,425716.42510813044,496.9570885323108,247.93696566108486,1.1554499680913517
167000,425403.61260813044,497.0286570090764,248.10360848080444,1.154673891347016
168000,424549.17510813044,501.6154905235132,248.0447063238248,1.1549480870104365
169000,425572.30010813044,501.45959419347076,248.30352083591427,1.1537442485605347
170000,425241.42510813044,498.4954293332048,249.9819323397767,1.1459978582467458
171000,425745.92510813044,497.95931762238104,250.82902554996392,1.142127624319546
172000,425853.30010813044,498.51520047426874,250.24676513494725,1.144785064083771
173000,425692.30010813044,493.6298083265372,247.66634614408528,1.1567125026147143
174000,424690.23760813044,501.16299626788333,247.72299800196555,1.1564479736334126
175000,423906.92510813044,501.62718421188447,246.7841451183181,1.1608475047066649
176000,425266.92510813044,500.7145523478991,248.33099041915492,1.1536166250463662
177000,425427.86260813044,495.8245986629715,248.96956704709962,1.1506577388535661
178000,424686.80010813044,498.33465977243446,250.15864295341146,1.145188332010258
179000,425764.05010813044,498.3275946243064,248.04100209536708,1.154965334931284
180000,425514.55010813044,507.909271521518,249.24541021261575,1.149384290837652
181000,425758.80010813044,508.929633115358,248.6224134791448,1.1522644119364471
182000,426034.80010813044,501.9478088423297,248.854178588937,1.1511912746901436
183000,425982.17510813044,497.9154350096134,249.69476100580496,1.1473158584016383
184000,425277.92510813044,504.61235595804675,248.99573694144578,1.1505368026808258
185000,425772.17510813044,495.9553885507069,249.9521800960468,1.1461342683695916
186000,427168.55010813044,493.83792903808745,248.21391543368625,1.1541607510651581
187000,426988.55010813044,495.368960284264,247.93594627526844,1.155454718710722
188000,425746.30010813044,494.0884931829271,249.5262191191262,1.148090810148489
189000,425615.92510813044,501.461558331567,249.4954409891994,1.1482324403441446
190000,425297.55010813044,501.6610568487053,250.26012177997646,1.1447239657049044
191000,424776.92510813044,499.9283903324957,249.67510898273542,1.14740616407051
192000,425865.30010813044,495.227509235374,249.57098153332117,1.147884891511388
193000,426231.42510813044,501.4034461235405,250.14666320369759,1.1452431761141812
194000,425141.98760813044,501.3165179774288,250.9695272969338,1.141488220292261
195000,425032.92510813044,505.2938405501393,250.17525380727187,1.1451122950891952
196000,425005.42510813044,505.498379849295,250.1718318515323,1.1451279584177227
197000,425709.17510813044,504.60614193444087,250.37556878404686,1.1441961388367716
198000,425452.67510813044,500.4499582420001,249.26577314874814,1.149290395720764
199000,426191.92510813044,495.761878959502,250.1380599912037,1.1452825654434244
200000,425301.05010813044,495.27939740739185,249.40208194516563,1.1486622598633847
201000,426429.11260813044,501.65466462515616,250.4531589732541,1.1438416677841148
202000,426353.92510813044,500.4914978505419,249.94668376649005,1.1461594718712358
203000,424428.05010813044,498.17401015395654,250.43331692535904,1.1439322953469135
204000,424881.86260813044,503.58214387843145,249.4438976217181,1.1484697031803612
205000,425568.67510813044,502.213805841516,247.72182323442456,1.1564534578395458
206000,425524.92510813044,504.21255026529076,249.79277489748952,1.1468656736742395
207000,425951.42510813044,500.4489043061877,249.54588960337637,1.1480003117546478
208000,426802.67510813044,501.05020364598096,250.59122158249275,1.143211471066876
209000,425147.11260813044,502.40310566060265,249.8029118035951,1.1468191343062002
210000,425622.42510813044,501.6747811968814,250.25451368831378,1.144749618456711
211000,425782.30010813044,500.0175665112643,252.26567296739606,1.1356232328081861
212000,424679.86260813044,502.2061264481368,248.91461466091928,1.1509117672822022
213000,425919.42510813044,497.8493429280885,250.63373702579545,1.1430175460867118
214000,425834.73760813044,498.27793853644124,250.80270906742135,1.142247466652185
215000,424589.92510813044,503.10231395555826,250.54022698454395,1.1434441586876989
216000,424986.67510813044,503.6073092350923,249.68046459053173,1.1473815523836972
217000,424773.55010813044,497.3247736430782,249.93682192198483,1.146204696285961
218000,424941.61260813044,500.74771799163454,248.71816312577056,1.1518208218549033
219000,426551.42510813044,501.0043908973093,249.51628837238516,1.1481365041556646
220000,424575.30010813044,499.42116031376787,248.90254457658284,1.1509675786927225
221000,425715.05010813044,496.4510686484061,248.5132195307963,1.152770704120494
222000,424961.36260813044,499.81302946353543,249.24232629137518,1.1493985123813233
223000,425533.80010813044,499.73353838271817,250.58430198328406,1.1432430395455393
224000,425920.48760813044,497.03962585175185,251.7018015458592,1.1381672967865966
225000,426292.36260813044,500.76514460573327,249.88500606952735,1.146442371904691
226000,424096.92510813044,497.2898764506218,248.42662633240332,1.1531725213643105
227000,425195.61260813044,495.23105385499827,249.1713919184312,1.1497257243542176
228000,425269.05010813044,498.68110639989527,251.137928740427,1.1407227912509699
229000,424548.67510813044,491.25358306226144,250.63742675767747,1.1430007192770208
230000,425916.55010813044,499.04661501201775,251.46341672849007,1.1392462680608675
231000,424750.23760813044,501.07614369019825,248.11995681389035,1.1545978112379278
232000,424451.30010813044,503.07232882362155,250.45344329893953,1.1438403692451051
233000,424651.92510813044,501.95284599346115,249.17835300341838,1.149693605438659
234000,425210.80010813044,496.2393565238024,248.26905925391532,1.1539043967970772
235000,425733.80010813044,499.2550817972625,248.26706958764598,1.1539136444377738
236000,425767.67510813044,505.24826127464615,249.77925132739333,1.146927767375964
237000,426462.55010813044,496.07153912694355,250.6681142270243,1.1428607900337489
238000,425373.30010813044,495.9100079661166,249.9793301541709,1.1460097876295836
239000,425520.80010813044,504.3021523055471,249.60991554057765,1.1477058451037208
240000,423785.67510813044,497.23489287956767,249.9845842467221,1.1459857011783854
241000,424513.17510813044,500.2643504292785,248.84950679880032,1.151212886643937
242000,424697.30010813044,499.5398624143493,248.63823987668005,1.152191067648545
243000,425344.61260813044,501.5133013162131,248.88870241839604,1.151031590739623
244000,424768.92510813044,499.7829846684235,248.83263807172955,1.1512909290427789
245000,425050.55010813044,495.41952347419704,248.3090188932998,1.1537187023596152
246000,425183.80010813044,494.3973422406487,249.5023691515612,1.148200556315136
247000,425313.61260813044,500.12195746737154,250.93128508065766,1.141662184409103
248000,426746.17510813044,495.23727019123896,248.9822073309067,1.1505993224689584
249000,424693.11260813044,503.11540656240703,248.2165755353435,1.1541483820889122
250000,426352.05010813044,503.71281497363606,251.14460106538692,1.1406924849130267
251000,425560.30010813044,498.6406123495509,249.8263839844331,1.1467113860945035
252000,425754.17510813044,501.38136149955983,248.46152492183376,1.1530105482202668
253000,424022.55010813044,501.5671608214419,249.31688197105592,1.1490547964378335
254000,425481.17510813044,500.70592833164886,249.74613002551618,1.1470798727992217
255000,425316.30010813044,502.33090747112107,249.50189918719494,1.148202719077618
256000,425133.36260813044,505.1792968848806,248.9884457266623,1.1505704942479995
257000,424422.30010813044,497.61372051626415,249.86730044602325,1.1465236089331852
258000,425042.92510813044,498.8210200956747,249.9572148936813,1.1461111822022023
259000,425641.48760813044,500.02700763352624,250.71228458455835,1.1426594414249598
260000,424899.05010813044,499.38832528667996,250.59976330810275,1.1431725045548122
261000,424292.92510813044,493.9339600542413,250.67313743638215,1.1428378883815258
262000,424728.48760813044,494.0637509752526,250.17950706259987,1.1450928272477745
263000,424113.42510813044,496.6200837137784,251.280294139249,1.140076503185771
264000,424356.36260813044,503.583616546072,250.4961778484484,1.1436452305275822
265000,425108.86260813044,495.14278148875616,250.2425070212895,1.1448045436876744
266000,425579.36260813044,500.96886709284547,249.75582893243063,1.1470353276089962
267000,425242.92510813044,498.0857618309235,249.19678559037638,1.1496085649061054
268000,424550.92510813044,499.38353407265294,249.73377500687607,1.1471366220042893
269000,424986.61260813044,497.76887666200895,248.88088171627962,1.151067760151816
270000,424869.30010813044,499.30667294365895,247.59413489035876,1.157049859798284
271000,425497.55010813044,499.74107203312144,248.99859471774164,1.1505235978801882
272000,424041.67510813044,500.77055303670335,249.24427091410044,1.149389544686863
273000,425491.05010813044,500.30103808264636,249.49195291616817,1.1482484934414967
274000,424965.05010813044,502.97428192335093,248.79464627246534,1.1514667351323638
275000,425793.23760813044,500.5429523297683,250.2158603354221,1.1449264594088215
276000,424827.86260813044,497.87034497288465,249.1034995610475,1.1500390784014658
277000,425732.80010813044,499.78140786851526,248.17929120247538,1.1543217714649898
278000,424205.67510813044,498.54063944902697,249.40525910688206,1.1486476271095676
279000,425672.55010813044,498.92394556959226,248.96593399278845,1.150674529914061
280000,425871.55010813044,499.9800816063452,249.30071727352046,1.1491293013307162
281000,425553.55010813044,500.66841366301253,250.1130204074183,1.1453972232037788
282000,425901.80010813044,496.57054519595033,250.99507889945357,1.1413720154112177
283000,424312.67510813044,495.56410958895435,249.711887113476,1.1472371714991008
284000,425665.92510813044,499.379595182042,249.49970216148006,1.1482128298347767
285000,425105.80010813044,502.7888256868234,249.89847702387584,1.146380572116877
286000,424171.23760813044,506.5232109031632,248.4427438125209,1.1530977104243734
287000,424923.30010813044,507.01187542697954,249.53776688395385,1.1480376803844379
288000,424045.42510813044,494.8330596972667,249.12815171495956,1.1499252777724702
289000,425230.48760813044,498.9581432893917,249.06431075308635,1.150220030302824
290000,425498.05010813044,499.2029919510906,249.06350628339806,1.1502237454884128
291000,425166.11260813044,499.9071957093152,249.55876911295266,1.1479410644636734
292000,424677.55010813044,503.5301590497114,249.212210517311,1.1495374101738378
293000,425335.92510813044,501.5415875251215,249.10923554853653,1.150012597609812
294000,425560.17510813044,500.5157851845643,249.21947235906833,1.1495039145617665
295000,426084.67510813044,507.283045397097,248.51617501213238,1.1527569947822565
296000,425161.67510813044,499.0796934246118,248.58191133287997,1.152452153600745
297000,425131.55010813044,500.9890781807193,249.58745693957493,1.1478091189940023
298000,425144.55010813044,501.9702219663057,249.88490622900764,1.1464428299611775
299000,424786.42510813044,501.8243401427405,250.19621429969484,1.1450163619127007
300000,425938.42510813044,503.4200833687872,249.92917583314744,1.1462397621517386
301000,425712.61260813044,499.29212567044937,250.59590536610824,1.1431901037777759
302000,424080.30010813044,499.2434455349468,248.17542984404326,1.1543397315431025
303000,424782.55010813044,503.15226980247417,247.479053730194,1.1575879038801042
304000,425049.42510813044,498.8438931007853,248.43617732277735,1.1531281882894346
305000,425166.61260813044,500.3489977056353,249.97576502912037,1.1460261318868024
306000,426266.36260813044,502.85956098756554,249.76090145547118,1.1470120318765828
307000,425661.92510813044,501.5797022011694,249.95846570432184,1.1461054469771204
308000,424671.86260813044,506.97270080427904,248.73095569265374,1.15176158216413
309000,425635.42510813044,502.15225343860925,248.0854459508839,1.1547584259275099
310000,424918.42510813044,496.4893093594723,247.14209087845742,1.1591662029057408
311000,425834.23760813044,501.49101740564305,248.47088747224208,1.1529671020061494
312000,426120.05010813044,502.7057322949362,249.0826893526546,1.150135161163956
313000,424957.05010813044,502.53554164679247,247.90286091705872,1.155608926827249
314000,425011.42510813044,501.3593481075268,247.45030295763257,1.1577224017818912
315000,424519.92510813044,499.8838278583353,248.80685202988332,1.1514102474451107
316000,424645.67510813044,505.87523931459697,246.04100893353038,1.1643536998304258
317000,424632.42510813044,504.3015067177493,247.17432213142357,1.1590150489396107
318000,424844.05010813044,495.5318306945577,249.0042906736037,1.1504972797327617
319000,424746.67510813044,498.3777650173569,248.2708591673995,1.1538960312237265
320000,424769.92510813044,496.27561176066274,248.86379073206982,1.1511468109484595
321000,425149.48760813044,497.3746945689983,248.39547374885603,1.1533171467988004
322000,425998.05010813044,501.9642423459395,247.96305807697428,1.155328383524115
323000,425711.67510813044,501.49942673407077,250.42340637742493,1.1439775666576524
324000,424830.86260813044,507.861657672243,249.61282969952487,1.147692445963695
325000,425555.11260813044,499.756586914439,248.46041769387523,1.1530156864452092
326000,425905.55010813044,497.8352701877319,248.88034511913185,1.1510702419053536
327000,424703.23760813044,505.12223068332753,248.44615354685934,1.153081885036044
328000,424130.67510813044,496.72024198696545,247.47060914839045,1.1576274049173498
329000,424471.86260813044,502.2217277744363,249.11312283905212,1.1499946522161186
330000,425235.98760813044,493.8217794671208,248.1571163258903,1.1544249195963054
331000,424407.11260813044,497.18613104517004,246.62872629594565,1.1615790397344175
332000,423952.23760813044,505.6019647127291,247.64291970527938,1.1568219249018155
333000,426527.17510813044,498.08255155196207,248.72259356773344,1.1518003047188055
334000,424971.48760813044,499.131329485659,247.49158522718417,1.1575292905364627
335000,424836.42510813044,498.3916339271554,247.62342620914905,1.156912992633418
336000,425225.73760813044,498.9052583075876,247.54582711939534,1.1572756543522489
337000,423778.48760813044,497.2963056141271,248.60466097807125,1.15234669347988
338000,425712.05010813044,504.08976334140345,249.03130425069256,1.1503724799729482
339000,424530.92510813044,499.92482213390355,247.4585227203794,1.1576839460303388
340000,426308.55010813044,502.5194593140112,249.139056767212,1.1498749444549918
341000,426391.30010813044,502.44481516130514,249.7172028922463,1.1472127500378233
342000,424505.42510813044,502.383979024724,246.0604912318839,1.1642615099544504
343000,425322.73760813044,496.0302392866415,249.56539573591482,1.1479105835847259
344000,424951.23760813044,499.49657206250566,249.22586677457969,1.1494744216132344
345000,426791.86260813044,506.35914478610624,251.27206522270671,1.1401138395860122
346000,425401.05010813044,499.0747673673496,248.10619143077852,1.1546618704261333
347000,425404.80010813044,496.82893334302076,250.7061747234754,1.1426872887265267
348000,425181.23760813044,501.1001645640747,250.94470173881442,1.141601145896823
349000,425875.42510813044,505.1623378239317,248.94465560585795,1.150772883091473
350000,425313.92510813044,498.75084173937523,249.41820581946206,1.1485880035121843
351000,426131.61260813044,500.866572712898,249.89779105521944,1.1463837189279689
352000,424983.30010813044,500.3729619750119,249.3234849942949,1.1490243651468386
353000,426399.73760813044,498.94999000997717,249.46604428941367,1.1483677463110518
354000,424939.61260813044,506.4295311584961,250.72297304350744,1.1426107292212706
355000,426219.80010813044,505.1821368416538,248.83102844775823,1.151298376447907
356000,425553.30010813044,501.4456270893952,247.65143938171425,1.1567821280465356
357000,425017.36260813044,498.64002910461886,250.1857264016281,1.1450643615130822
358000,425015.30010813044,493.34642806755676,250.3471686889262,1.1443259397023053
359000,425935.05010813044,495.50371343248275,249.6681687117126,1.1474380596453164
360000,425748.92510813044,491.2627836410336,248.73858145769304,1.15172627174644
361000,426050.92510813044,501.2170836147829,249.95445526276083,1.1461238358828634
362000,425117.92510813044,501.9290272846853,251.30463117297575,1.1399660950322101
363000,425322.67510813044,499.8529973009149,250.04604385865332,1.1457040257101947
364000,425632.11260813044,506.25189429190385,251.5183069431928,1.1389976441216674
365000,425911.80010813044,497.6789856648813,250.84180183771292,1.1420694515944758
366000,426086.55010813044,501.6772916123017,250.7278021931808,1.1425887219361528
367000,426628.30010813044,501.49368663385263,252.44125561426955,1.134833362972599
368000,424938.48760813044,502.82621429122264,248.24448192096105,1.154018638581378
369000,424154.23760813044,499.36133309693207,248.95067387260008,1.1507450636923031
370000,425793.98760813044,497.12654913105223,249.80125210455503,1.1468267538621484
371000,425321.80010813044,496.26124136806925,249.97691931029328,1.1460208400526948
372000,424809.67510813044,499.2916851255521,248.7369909198585,1.1517336364098278
373000,425691.17510813044,501.99441512815815,248.2676581347374,1.1539109089525148
374000,425541.67510813044,500.01472272594896,247.84196027904213,1.1558928873029577
375000,425132.17510813044,495.7257671677363,249.38939917646863,1.1487206754087163
376000,425054.67510813044,497.96141606972583,247.77751021753522,1.1561935496496603
377000,425636.67510813044,503.8954123459993,248.7454486984884,1.1516944754595941
378000,426417.86260813044,501.60756750097136,250.72811048702664,1.142587317015617
379000,424189.11260813044,501.5208999550406,247.40247391923685,1.157946218255224
380000,425462.67510813044,500.7572169220761,249.85227949278573,1.1465925371717043
381000,425640.30010813044,495.199341757455,249.8736493408969,1.1464944775786685
382000,424645.05010813044,505.0499624296495,248.96109048378437,1.150696916152953
383000,426106.55010813044,501.68675209894053,249.64960619066633,1.1475233765959676
384000,424286.55010813044,495.1463661036857,248.3633319572033,1.1534664026456676
385000,425425.30010813044,499.654929047167,247.9229040168164,1.15551550268359
386000,425148.30010813044,502.8147431947929,248.42212857388213,1.1531933999050596
387000,425676.73760813044,498.4100205908979,248.72431645452411,1.1517923263210406
388000,424624.73760813044,497.19918603905296,250.8464711067775,1.1420481930551933
