Warning: 'advanced_options.json' have been modified after configuration by elwood. This is possible but not recommended.
# Rg^2 [A^2]	 Rg^2 * factor [A^2]	 MSD [A^2]
43.39985655032255	260.3991393019353	64.87727355957031
43.52004178771224	261.1202507262734	96.81474304199219
44.07069125333351	264.42414752000104	129.3533935546875
43.922548674523	263.535292047138	167.44924926757812
43.19130198277325	259.1478118966395	195.79869079589844
43.363022669108155	260.17813601464894	213.2095947265625
43.41524735828423	260.4914841497054	236.92919921875
43.014251741619	258.085510449714	272.384521484375
