#"Step","Potential Energy (kJ/mole)","Temperature (K)"
1164000,187.04656982421875,403.52180642291626
1166000,231.68243408203125,417.7735948637671
1168000,186.5059814453125,399.01188782313255
1170000,278.405029296875,383.9246813059245
1172000,208.97088623046875,427.10320311122223
1174000,194.1138916015625,409.1694155495558
1176000,221.02239990234375,457.11197673161894
1178000,291.7623291015625,389.56877466563714
1180000,166.01678466796875,411.55434315054526
1182000,235.357421875,418.8322867769796
1184000,179.8531494140625,362.4935534245457
1186000,157.87451171875,402.62045820087985
1188000,283.79736328125,453.17908344784365
1190000,209.21221923828125,453.00239675537637
1192000,178.81591796875,418.5302155146799
1194000,150.1336669921875,395.8631097116184
1196000,142.4991455078125,472.9439385110225
1198000,168.21917724609375,451.54450311956754
1200000,293.34356689453125,398.1060108538978
1202000,183.7198486328125,370.8943271851522
1204000,215.6282958984375,423.18021484585864
1206000,221.255126953125,474.30019361961814
1208000,289.62188720703125,385.2056381116661
1210000,185.923095703125,438.9130536786161
1212000,246.88720703125,498.2648437352984
1214000,197.560546875,351.03803914233197
1216000,163.73638916015625,408.0964929351392
1218000,209.66082763671875,456.9224749291428
1220000,235.63116455078125,407.7729431139127
1222000,213.1322021484375,476.18998347100734
1224000,137.00372314453125,348.91755321412364
1226000,163.43072509765625,409.36508977209184
1228000,156.5084228515625,459.1073189918259
1230000,154.53082275390625,532.5428221688137
1232000,217.904052734375,465.3540894971991
1234000,235.66571044921875,429.72411358337155
1236000,161.55535888671875,449.017103442324
1238000,171.9361572265625,455.38742903191564
1240000,235.34478759765625,392.56188358586314
1242000,123.15093994140625,358.2488281109755
1244000,250.51934814453125,421.07702837595855
1246000,329.645751953125,523.3510945269934
1248000,227.22216796875,465.5441112890505
1250000,184.76568603515625,370.1617299509637
1252000,240.14996337890625,420.63812817806445
1254000,209.0086669921875,425.7176995173723
1256000,106.1956787109375,451.62548823039936
1258000,153.01129150390625,474.8367562420055
1260000,114.3778076171875,434.1361507499967
1262000,169.95013427734375,515.6114945272668
1264000,143.578125,431.8006955007467
1266000,155.6761474609375,445.9934767792948
1268000,214.59576416015625,427.98632648834393
1270000,186.359130859375,449.1257129152057
1272000,211.84173583984375,391.80928603735623
1274000,179.5533447265625,361.20209749033876
1276000,165.22564697265625,377.6909601616573
1278000,319.588134765625,402.3161780128491
1280000,204.885498046875,455.76837799051674
1282000,154.030517578125,469.71553283734227
1284000,186.05938720703125,411.02071681664563
1286000,274.9964599609375,481.0231721971562
1288000,236.932861328125,381.4107421364026
1290000,174.1356201171875,344.65520841855897
1292000,158.052978515625,475.64995918716306
1294000,204.54315185546875,433.92636768870284
1296000,119.1644287109375,495.10525725107215
1298000,202.7171630859375,424.5487404008655
1300000,129.9166259765625,412.70057860849187
1302000,150.89801025390625,402.0439340141657
1304000,238.00726318359375,407.0107731606943
1306000,224.5556640625,412.5297447595727
1308000,221.2216796875,399.3281058736274
1310000,253.5723876953125,442.2608150345311
1312000,186.826904296875,507.8171943979721
1314000,201.68756103515625,439.6657288761908
1316000,246.0362548828125,394.82691017507165
1318000,238.285888671875,394.543697397602
1320000,234.08148193359375,536.548464669179
1322000,193.50994873046875,480.25314027495455
1324000,219.68499755859375,410.0373343130127
1326000,201.76434326171875,411.0580020346665
1328000,138.81024169921875,374.11718088223176
1330000,186.74774169921875,422.4013558281823
1332000,210.6646728515625,519.3702655085277
1334000,148.03387451171875,430.6050972373979
1336000,227.49639892578125,426.65771587251936
1338000,177.2418212890625,447.59011277732407
1340000,161.91290283203125,385.4654236651947
1342000,165.71881103515625,414.111065955279
1344000,206.58697509765625,401.34574032253647
1346000,222.52001953125,447.1727531932039
1348000,314.081298828125,437.686472149755
1350000,172.0521240234375,471.69207380728
1352000,100.38226318359375,394.0226964947823
1354000,223.2662353515625,420.80964932957005
1356000,248.62152099609375,432.3576359646087
1358000,264.1123046875,421.2706780591085
1360000,158.25665283203125,472.8727791033508
1362000,291.845458984375,407.0738538309646
1364000,182.37884521484375,434.9239444632702
1366000,112.16815185546875,378.6136794282575
1368000,108.7060546875,416.52757940342536
1370000,178.04449462890625,448.6271104308094
1372000,202.6435546875,462.8863050308499
1374000,140.9971923828125,382.5033502053963
1376000,211.77716064453125,404.9672151086458
1378000,281.21917724609375,425.8342985693177
1380000,144.6861572265625,387.59514249565404
1382000,199.12322998046875,416.8697880404506
1384000,225.6329345703125,425.0710059442246
1386000,131.59637451171875,454.03900281365344
1388000,171.7264404296875,445.05823874538385
1390000,243.13397216796875,423.49032897360155
1392000,198.50238037109375,412.03040698054457
1394000,159.55999755859375,412.62343564935
1396000,214.574462890625,498.47182165707557
1398000,234.68670654296875,373.53030228352014
1400000,129.83673095703125,432.0866514048907
1402000,166.35791015625,394.63342568214864
1404000,116.818359375,391.3133732847428
1406000,134.2314453125,441.31620992593975
1408000,137.604736328125,418.9675235058913
1410000,106.58966064453125,443.50221487946453
1412000,141.17352294921875,389.6721977702592
1414000,148.96533203125,464.24238063613933
1416000,143.87353515625,434.49118992673334
1418000,112.24554443359375,421.1177336113414
1420000,245.43463134765625,509.8452055633398
1422000,112.1890869140625,419.6136836166772
1424000,159.8829345703125,429.0331330361348
1426000,189.97576904296875,483.27099633425996
1428000,204.86883544921875,380.9130556357001
1430000,180.9766845703125,450.88131908250034
1432000,203.656005859375,408.61176889327317
1434000,186.6536865234375,432.6549039024133
1436000,218.98651123046875,350.7583119794623
1438000,154.53546142578125,403.8667128776165
1440000,195.16253662109375,398.6270590854398
1442000,209.42413330078125,439.14373945029826
1444000,251.95751953125,381.95622338586395
1446000,145.57861328125,423.1626541344739
1448000,186.78778076171875,406.26778311352126
1450000,153.9368896484375,415.54656814543375
1452000,268.00238037109375,467.0181683013132
1454000,208.13958740234375,466.8609555245821
1456000,269.59375,430.2218757370464
1458000,223.959716796875,413.7589629655189
1460000,181.5205078125,449.5601809590595
1462000,237.75140380859375,461.17572510783975
1464000,189.24835205078125,457.9699628166121
1466000,235.6302490234375,431.8540402947683
1468000,113.06597900390625,490.22046527106176
1470000,263.08477783203125,456.22124186615173
1472000,156.71026611328125,429.1036890612297
1474000,125.380126953125,410.6406419429904
1476000,159.4100341796875,399.611958831484
1478000,238.89178466796875,327.12854360436336
1480000,199.063232421875,374.8801918102426
1482000,249.11285400390625,417.6170932255024
1484000,106.44573974609375,464.8427029127155
1486000,190.93450927734375,429.1915517659298
1488000,163.1329345703125,421.74938399113523
1490000,119.9510498046875,496.1879519462322
1492000,138.9014892578125,433.0861170701267
1494000,129.141357421875,475.76402443903106
1496000,155.55340576171875,382.6064237990786
1498000,129.84588623046875,358.73003746322763
1500000,149.72552490234375,399.19606570617174
1502000,141.17852783203125,394.1473511325745
1504000,224.18292236328125,326.4409966314845
1506000,202.7122802734375,399.6678769466938
1508000,196.6943359375,369.0736415841703
1510000,116.12872314453125,396.5082867293056
1512000,79.508544921875,373.1072933140514
1514000,155.0596923828125,478.8506942744431
1516000,131.7205810546875,388.86123604539597
1518000,220.49371337890625,448.37137307395557
1520000,91.582275390625,473.2976764961867
1522000,107.088134765625,397.03589202434864
1524000,211.20684814453125,416.467585541751
1526000,266.19580078125,341.10151240998033
1528000,146.4461669921875,429.09887530208346
1530000,201.43707275390625,353.1485634228802
1532000,132.4124755859375,377.35208016091104
1534000,185.7637939453125,426.04866766863137
1536000,170.09185791015625,430.608802984287
1538000,167.8560791015625,457.791393938466
1540000,130.85107421875,445.2853842544363
1542000,123.7310791015625,355.0231501832726
1544000,173.5146484375,450.14031667276663
1546000,231.31298828125,433.577623417541
1548000,139.59478759765625,401.5223951041702
1550000,140.5401611328125,422.09339583112444
1552000,204.92706298828125,472.8709372701244
1554000,151.1104736328125,410.03241885364486
1556000,259.41448974609375,435.3879464296232
1558000,142.99462890625,463.9835108606569
1560000,140.453857421875,394.38048317367605
1562000,220.526611328125,442.2549378624237
1564000,221.18695068359375,388.34938644032303
1566000,112.9189453125,390.4598755594916
1568000,152.0509033203125,377.1099097725256
1570000,209.9920654296875,398.8618868711484
1572000,116.75970458984375,416.1801691924627
1574000,215.19244384765625,391.78422261737865
1576000,187.72210693359375,417.9840429144354
1578000,102.21246337890625,464.04657183775424
1580000,127.27911376953125,430.97595558360894
1582000,169.1734619140625,412.1807517789685
1584000,172.75762939453125,470.5788118528531
1586000,213.45819091796875,415.02876931892854
1588000,238.18243408203125,449.50186357849174
1590000,176.3248291015625,470.8068407053729
1592000,201.56585693359375,459.2533818080293
1594000,227.1473388671875,473.7301886852331
1596000,266.2288818359375,384.1258745629263
1598000,209.797119140625,501.2373119420448
1600000,150.81988525390625,413.6112767069361
1602000,177.9844970703125,455.9359708405767
1604000,219.0699462890625,400.38805116488663
1606000,186.55865478515625,411.2341326417758
1608000,205.089599609375,409.77184784144936
1610000,184.29437255859375,494.1246373852664
1612000,219.6566162109375,495.28305342245835
1614000,197.834228515625,443.95502965518193
1616000,234.30035400390625,447.7333647308792
1618000,225.429443359375,421.04500353836374
1620000,186.94744873046875,504.57732764768605
1622000,187.5968017578125,413.3863569814749
1624000,246.28033447265625,368.5645774114397
1626000,275.8455810546875,381.67467021151367
1628000,191.7802734375,420.76313075074756
1630000,196.99310302734375,408.42406854356784
1632000,207.15869140625,344.48996547316057
1634000,156.1993408203125,412.67786687049704
1636000,177.144287109375,460.9771598603104
1638000,100.63397216796875,471.3870353795857
1640000,147.82763671875,524.5348492195322
1642000,235.392578125,439.0750660589316
1644000,250.6165771484375,391.1940389329866
1646000,178.7047119140625,390.12792242405015
1648000,143.337890625,392.54696629965184
1650000,177.3819580078125,385.86582417818965
1652000,213.95556640625,416.1137648529614
1654000,173.90692138671875,418.65214944227125
1656000,224.60003662109375,406.52071807341093
1658000,189.3209228515625,452.66540418388763
1660000,126.07965087890625,389.18052366333444
1662000,206.60711669921875,408.2534154668449
1664000,123.6942138671875,389.7291345442419
1666000,212.9857177734375,425.9339685108188
1668000,173.4212646484375,401.3376112285788
1670000,133.8802490234375,430.7276402566959
1672000,155.16705322265625,455.0623634366898
1674000,210.68682861328125,384.05019543905274
1676000,178.77490234375,456.8931065591605
1678000,125.4775390625,403.11915943817246
1680000,112.109375,379.95348790564515
1682000,132.64923095703125,409.52038868464865
1684000,97.23431396484375,430.28440389935344
1686000,126.2818603515625,388.8893818809848
1688000,118.55767822265625,443.701699646953
1690000,207.69805908203125,477.989628432382
1692000,212.8309326171875,355.6227653993323
1694000,165.92181396484375,434.7145354935032
1696000,130.51947021484375,392.4393413506517
1698000,191.15716552734375,447.54756464459746
1700000,202.295654296875,443.24519295437244
1702000,124.0999755859375,465.40642849024135
1704000,271.43670654296875,438.2959568966545
1706000,203.59130859375,440.54653152524526
1708000,223.0028076171875,440.58187702523924
1710000,189.59039306640625,363.8610038779267
1712000,147.6502685546875,395.15937452091964
1714000,151.5657958984375,438.53294588382835
1716000,214.8197021484375,388.5476088963416
1718000,241.800048828125,424.39881441315276
1720000,164.36419677734375,421.4036068503642
1722000,199.82232666015625,418.64132049691415
1724000,172.2784423828125,458.6196708488728
1726000,262.7598876953125,393.52885800804165
1728000,222.5260009765625,465.4467965194172
1730000,182.9505615234375,433.5113954379991
1732000,192.579833984375,445.6277947517346
1734000,182.8209228515625,411.16484855902587
1736000,198.9625244140625,432.6412031798116
1738000,230.69989013671875,391.8145060968334
1740000,218.9642333984375,473.52829005490094
1742000,148.30694580078125,465.91331893012403
1744000,238.1448974609375,404.7481692237993
1746000,172.16363525390625,393.4017449334874
1748000,264.1612548828125,435.2301379326608
1750000,157.7125244140625,417.86983310274184
1752000,206.83111572265625,379.02100192789385
1754000,187.0953369140625,455.651139190482
1756000,173.0413818359375,440.11371463457834
1758000,161.858154296875,478.65394527756735
1760000,271.89654541015625,424.2167277886114
1762000,238.14569091796875,428.53528602259655
1764000,180.45123291015625,402.91151796305445
1766000,303.424560546875,375.89946492201636
1768000,169.41082763671875,402.4291609172917
1770000,210.15887451171875,409.9477053204219
1772000,252.40948486328125,414.6548519361859
1774000,280.0811767578125,405.37987137343043
1776000,141.13385009765625,423.7994805003819
1778000,213.48443603515625,405.80069774794845
1780000,133.56072998046875,408.8432003312315
1782000,208.97607421875,339.16914690932833
1784000,209.03570556640625,439.76061133244457
1786000,221.50732421875,337.52701680101563
1788000,209.671875,451.53919613499914
1790000,172.67431640625,397.79403971175344
1792000,210.0792236328125,446.6081807007301
1794000,218.09112548828125,397.03951551216136
1796000,198.5015869140625,356.8705489537641
1798000,289.38800048828125,436.7111865918763
1800000,166.8135986328125,427.97807098143795
1802000,158.1688232421875,455.189708903636
1804000,196.8253173828125,394.8123819270365
1806000,137.990234375,452.30808327338633
1808000,230.09527587890625,455.03094397864214
1810000,158.69744873046875,450.87868126232036
1812000,162.093994140625,395.0872787039253
1814000,218.50482177734375,470.1750321641277
1816000,170.8118896484375,355.0611658268881
1818000,255.3038330078125,386.10861878607597
1820000,197.300048828125,481.56578598272404
1822000,216.72802734375,401.30761608293864
1824000,168.74884033203125,400.3135374701056
1826000,204.4747314453125,345.86547431969814
1828000,153.1260986328125,469.87491449915984
1830000,147.20428466796875,383.1881377783052
1832000,226.13543701171875,456.25663337784766
1834000,177.7135009765625,459.45084112953174
1836000,164.86529541015625,384.746633480465
1838000,207.5540771484375,431.9511739404165
1840000,182.6390380859375,485.4764027070218
1842000,164.043212890625,492.5141236054739
1844000,189.686279296875,403.2965281318912
1846000,204.254150390625,433.16285973035
1848000,192.696533203125,456.99686586187835
1850000,225.83502197265625,391.19375056066775
1852000,193.0804443359375,375.9337180774819
1854000,173.65447998046875,385.4055232708335
1856000,218.54248046875,395.2370470272414
1858000,192.59820556640625,417.1219204615387
1860000,151.04583740234375,438.8584722821488
1862000,225.686767578125,378.2821377562166
1864000,186.61773681640625,394.5873028219894
1866000,158.26275634765625,411.06355769367343
1868000,230.58917236328125,327.3533786414802
1870000,161.27532958984375,426.7500722890519
1872000,147.93768310546875,445.1907204323064
1874000,185.47723388671875,345.5637799369831
1876000,202.49957275390625,415.41968034873656
1878000,167.40484619140625,381.7316822271735
1880000,181.67742919921875,367.1633058272624
1882000,145.1544189453125,407.5400404846243
1884000,224.93017578125,370.5077429600103
1886000,183.44500732421875,431.95513731573214
1888000,212.5294189453125,437.8754674806912
1890000,156.36767578125,476.2886456513128
1892000,123.86041259765625,423.0249278976219
1894000,137.52386474609375,421.97575851736804
1896000,158.3590087890625,445.313394534068
1898000,220.05230712890625,385.35457759252836
1900000,192.9224853515625,366.7902332740032
1902000,156.26702880859375,497.15423251135104
1904000,201.0733642578125,402.303718577085
1906000,199.53143310546875,401.963682188744
1908000,103.2796630859375,451.73421983175666
1910000,179.10760498046875,536.2516568956484
1912000,205.95281982421875,476.24765459539276
1914000,154.8651123046875,412.4428952084132
1916000,168.7574462890625,458.21980866640183
1918000,160.7335205078125,406.3049152228983
1920000,153.93206787109375,453.35652436153106
1922000,169.61767578125,465.4654913051848
1924000,131.85302734375,364.2596375193415
1926000,234.71478271484375,363.30677693097203
1928000,172.07916259765625,405.6310939680041
1930000,215.24591064453125,468.8662270906306
1932000,189.90118408203125,468.9703347727884
1934000,121.44854736328125,423.9589456303858
1936000,200.55059814453125,450.5554593782782
1938000,120.93511962890625,452.6090534261904
1940000,258.95086669921875,361.8462130605316
1942000,145.3270263671875,472.1262524111972
1944000,177.683837890625,411.214455311595
1946000,213.5755615234375,437.2261446764363
1948000,249.62139892578125,370.79694395146464
1950000,170.9735107421875,373.7606590889044
1952000,204.555908203125,399.9162364502313
1954000,213.99163818359375,379.4951443503866
1956000,189.79278564453125,443.9874637369324
1958000,219.500244140625,407.49614220392334
1960000,130.6248779296875,396.71073225998225
1962000,205.05615234375,407.55732181443227
1964000,147.58990478515625,396.40683587880045
1966000,167.82464599609375,471.86141686795685
1968000,113.3017578125,405.12507394816294
1970000,123.46380615234375,393.2515089550706
1972000,188.73614501953125,396.7118054328953
1974000,197.26220703125,449.28541439653844
1976000,199.476318359375,446.59325459179524
1978000,200.99493408203125,446.2539802165341
1980000,123.61590576171875,392.86191200875754
1982000,234.447021484375,406.84815874720096
1984000,227.90576171875,424.99890198883224
1986000,214.65496826171875,441.33092673278026
1988000,247.9287109375,366.31526752839994
1990000,205.54522705078125,440.4256553618668
1992000,221.31219482421875,420.6151988000553
1994000,298.67498779296875,449.9109267195641
1996000,161.494873046875,393.46379909449354
1998000,173.4796142578125,459.5341991871926
2000000,199.03277587890625,431.7773229808417
