#"Step","Potential Energy (kJ/mole)","Temperature (K)"
1410000,256.59210205078125,444.0535972830546
1412000,226.8834228515625,538.3297766937121
1414000,219.4986572265625,483.8521503803291
1416000,292.91363525390625,452.78127853336997
1418000,194.61358642578125,572.6979839109986
1420000,300.44805908203125,418.17988492448495
1422000,352.3583984375,481.63316871168007
1424000,227.11602783203125,474.2155385183425
1426000,261.62554931640625,589.3475034625678
1428000,295.83221435546875,476.8762933478861
1430000,250.27838134765625,497.97280449592415
1432000,177.013916015625,478.7227552190008
1434000,229.09564208984375,436.3505117740575
1436000,304.4271240234375,450.35887973183844
1438000,190.13232421875,466.50462388623635
1440000,250.41058349609375,450.24454188389245
1442000,222.5936279296875,488.93814896431394
1444000,293.92889404296875,461.5324355929872
1446000,304.75347900390625,443.0039561995033
1448000,246.5062255859375,493.71303515240777
1450000,276.40399169921875,465.66131257194553
1452000,327.0203857421875,489.6484221580357
1454000,307.2464599609375,375.6468872237967
1456000,288.4844970703125,499.54798489931034
1458000,265.33258056640625,428.36846184685146
1460000,376.00079345703125,380.49183661760816
1462000,271.50958251953125,417.57803175049077
1464000,271.56982421875,467.8729901351655
1466000,223.36700439453125,503.88261918911456
1468000,282.03533935546875,488.25442716800194
1470000,257.78778076171875,387.65306507378466
1472000,208.24969482421875,491.16785151089596
1474000,261.82733154296875,439.763681514206
1476000,247.85491943359375,528.6553276588024
1478000,344.9388427734375,488.1361154715847
1480000,335.5245361328125,417.5973329291673
1482000,252.0042724609375,459.5677950961381
1484000,241.3475341796875,475.3813624474153
1486000,159.878662109375,450.86757414477
1488000,247.26708984375,501.8947785033753
1490000,230.1893310546875,552.3249694707541
1492000,279.95904541015625,482.6515113157823
1494000,235.33056640625,484.32929836045264
1496000,316.9244384765625,528.0113836845433
1498000,210.0528564453125,517.4838187395115
1500000,219.72021484375,439.94874449090565
1502000,212.89483642578125,472.8112739639233
1504000,238.85125732421875,438.56433676997347
1506000,245.82855224609375,452.3727122344938
1508000,303.7821044921875,429.04803877282177
1510000,323.0380859375,452.57944165685166
1512000,213.9149169921875,426.3567508162776
1514000,280.57269287109375,420.3801831066131
1516000,271.0579833984375,452.49088702730523
1518000,281.00164794921875,500.160839571951
1520000,320.98419189453125,471.90135095075135
1522000,285.6982421875,437.6336314491984
1524000,285.53271484375,468.64491671842256
1526000,259.4952392578125,432.3051940287077
1528000,263.282470703125,424.46534917004425
1530000,249.49481201171875,458.9567246771206
1532000,286.96173095703125,468.0823810726927
1534000,272.8690185546875,474.5747515906234
1536000,228.8406982421875,448.24534885054436
1538000,216.533935546875,465.13241163344225
1540000,213.5018310546875,464.4669203456699
1542000,277.95355224609375,482.29542634265334
1544000,235.2606201171875,448.50553463123373
1546000,292.60772705078125,509.0766208460714
1548000,236.29296875,517.7318146868096
1550000,277.8004150390625,436.6692685776764
1552000,312.7156982421875,468.76603112508855
1554000,346.68121337890625,421.62489883854386
1556000,303.88665771484375,523.4842924909494
1558000,221.51617431640625,466.7645416773559
1560000,254.61846923828125,486.5289359286892
1562000,249.9710693359375,424.52592575151544
1564000,235.7840576171875,469.7773646678166
1566000,314.1639404296875,477.9607618952716
1568000,146.29296875,382.0657665277035
1570000,310.790283203125,379.9602677652294
1572000,289.71343994140625,477.2717560209187
1574000,398.481201171875,450.1419022987234
1576000,221.00323486328125,436.18009605327427
1578000,203.3416748046875,401.0922007251816
1580000,216.66156005859375,482.1019745713408
1582000,173.1298828125,507.3286121261981
1584000,259.18292236328125,476.4511637114246
1586000,321.3643798828125,421.2154081874254
1588000,236.42913818359375,482.3019886987384
1590000,245.51385498046875,545.6955982935312
1592000,240.1796875,464.17283761231806
1594000,272.6961669921875,464.55008351582705
1596000,212.52349853515625,477.4870767002289
1598000,335.661376953125,474.7794154840725
1600000,269.91632080078125,561.9581655350944
1602000,241.69586181640625,438.602071661611
1604000,271.75079345703125,468.0352604064364
1606000,240.46832275390625,479.48198302758533
1608000,266.43975830078125,413.5216235266765
1610000,308.5504150390625,548.0352171349386
1612000,301.22467041015625,412.2286640365684
1614000,199.0657958984375,512.8208881835119
1616000,281.3953857421875,428.7398269859816
1618000,288.26824951171875,415.464288073717
1620000,280.75189208984375,466.85298581721105
1622000,207.5955810546875,461.51327940030836
1624000,338.6885986328125,484.79550974784144
1626000,244.775390625,509.2438092475049
1628000,293.07501220703125,440.58653195086
1630000,281.30792236328125,426.24003264968917
1632000,209.52716064453125,525.9190219682878
1634000,188.61956787109375,477.4125776930685
1636000,317.3787841796875,472.14985886891475
1638000,226.3934326171875,422.82561308001056
1640000,256.20025634765625,414.5035370512234
1642000,325.999755859375,417.6848747884655
1644000,341.2373046875,499.45579034938805
1646000,296.3533935546875,558.7149603054431
1648000,184.47039794921875,495.96863959798446
1650000,198.6131591796875,424.6115608909277
1652000,258.7669677734375,452.76118964877867
1654000,302.3887939453125,438.6136300804576
1656000,322.27239990234375,500.5702111836847
1658000,311.88482666015625,493.0432074881631
1660000,243.04376220703125,491.97669219772547
1662000,308.77056884765625,512.4562062828048
1664000,288.04803466796875,509.52381428503514
1666000,245.322021484375,529.8584300501507
1668000,253.69000244140625,472.23850916751724
1670000,270.72796630859375,481.3234021267847
1672000,239.6981201171875,514.6451262844738
1674000,246.10748291015625,526.1450726002823
1676000,248.90374755859375,492.5528333406749
1678000,194.83172607421875,456.25252651207444
1680000,259.7210693359375,450.6605136138779
1682000,277.53411865234375,449.0929040611032
1684000,279.26055908203125,521.2238857814948
1686000,227.66387939453125,458.94400291541166
1688000,284.42401123046875,510.15485505156477
1690000,271.66436767578125,543.971975833418
1692000,380.34100341796875,433.2812269253909
1694000,250.40728759765625,407.3242000189612
1696000,286.582275390625,521.3062301273035
1698000,219.7735595703125,503.43703929518813
1700000,268.2918701171875,417.3830442792303
1702000,256.17242431640625,488.3423527282624
1704000,289.6627197265625,488.5052469232516
1706000,302.86492919921875,388.49601406309677
1708000,197.22119140625,487.3868191863365
1710000,221.54803466796875,428.50389218912625
1712000,270.310791015625,511.2054914139342
1714000,288.65509033203125,474.24937865623605
1716000,247.6397705078125,467.60784645292523
1718000,218.331298828125,493.23634964331285
1720000,277.22540283203125,503.89213502408415
1722000,267.25970458984375,510.3042057508005
1724000,241.61322021484375,544.196279084858
1726000,319.61517333984375,433.79819855462387
1728000,305.54443359375,419.2722743628552
1730000,252.0546875,397.6224593757175
1732000,297.89178466796875,434.80001950374003
1734000,347.40606689453125,506.06720600666347
1736000,344.3466796875,534.3636484818217
1738000,214.27215576171875,529.9744868957695
1740000,351.62860107421875,513.7277155146088
1742000,333.40289306640625,411.96124610263905
1744000,379.61505126953125,457.07618331170187
1746000,204.24261474609375,502.6755971702778
1748000,282.3973388671875,409.45050007819617
1750000,387.8604736328125,467.1407458764241
1752000,250.48712158203125,430.5190337697242
1754000,334.04791259765625,429.9244626207228
1756000,249.29132080078125,408.0184600973088
1758000,185.123291015625,426.6407680805136
1760000,229.519287109375,390.7682664330921
1762000,293.62933349609375,472.77634701911234
1764000,194.76605224609375,445.96821122601403
1766000,258.21417236328125,477.9137779190975
1768000,207.90216064453125,439.80190305754024
1770000,312.07958984375,434.1856205464542
1772000,236.59710693359375,449.45393739723056
1774000,247.4742431640625,513.5404263027681
1776000,226.748779296875,497.9247453271142
1778000,259.572265625,476.51023816165184
1780000,283.2332763671875,516.5227148080784
1782000,303.67376708984375,456.46501499563243
1784000,300.4814453125,457.86996162306104
1786000,293.57708740234375,508.65695690869086
1788000,257.08154296875,547.7821334681407
1790000,293.42938232421875,463.1868921083858
1792000,245.90704345703125,472.0855384598526
1794000,264.49786376953125,458.57815122238065
1796000,292.3736572265625,447.39875944555166
1798000,235.8426513671875,434.2838931407731
1800000,381.78399658203125,497.1770384237371
1802000,299.466796875,439.480660795928
1804000,307.15679931640625,437.482981903649
1806000,277.643798828125,476.40363363299406
1808000,282.08984375,489.95805977645097
1810000,209.3206787109375,416.61589203376985
1812000,320.5155029296875,485.509102839128
1814000,256.59173583984375,456.23668076066696
1816000,257.8280029296875,456.4360130303289
1818000,310.44219970703125,524.7225308141681
1820000,221.35162353515625,463.4069326034767
1822000,269.184326171875,501.1045821057416
1824000,236.10186767578125,492.72329106784315
1826000,251.154541015625,407.26270625578894
1828000,283.61859130859375,468.1595485852939
1830000,286.65911865234375,392.71038118496864
1832000,390.64971923828125,480.4216878238552
1834000,414.26995849609375,444.89178448695515
1836000,315.59490966796875,467.77839943960436
1838000,280.28759765625,483.44192762868124
1840000,266.5556640625,457.30267223230686
1842000,267.72454833984375,425.575565070872
1844000,225.94915771484375,389.61152202634645
1846000,212.72357177734375,438.803327092473
1848000,282.82293701171875,448.0971503384399
1850000,226.73394775390625,425.3391680760181
1852000,242.13360595703125,479.74673717634477
1854000,295.70819091796875,542.4165085954165
1856000,305.43707275390625,428.29878839907684
1858000,232.52130126953125,459.76654375690515
1860000,203.99566650390625,423.54178595332326
1862000,219.2642822265625,374.562798195287
1864000,289.59686279296875,443.1054798265385
1866000,224.05877685546875,542.8273457208539
1868000,192.2752685546875,494.1566065457178
1870000,246.42230224609375,416.5327875370867
1872000,271.25775146484375,431.5614911506315
1874000,232.233154296875,473.6588814282478
1876000,242.4290771484375,488.31760258672676
1878000,299.2618408203125,467.1106125285348
1880000,218.50555419921875,553.6995367606512
1882000,198.6561279296875,502.691120025057
1884000,237.52197265625,562.7928861664961
1886000,271.197509765625,506.13045722275166
1888000,265.6536865234375,468.01749754162125
1890000,278.8409423828125,468.80820442945696
1892000,292.7515869140625,440.47229057355844
1894000,236.17291259765625,413.44504125064987
1896000,222.74249267578125,458.5034618624669
1898000,225.43243408203125,516.7610107659623
1900000,185.54095458984375,492.36523486271
1902000,221.25225830078125,484.9993194175361
1904000,255.02252197265625,395.0863653691486
1906000,296.6788330078125,441.0461955227681
1908000,241.9373779296875,435.3739966729182
1910000,224.53076171875,455.03310491582823
1912000,191.75750732421875,414.7609314489138
1914000,232.47222900390625,456.8111935589461
1916000,273.0064697265625,510.59928389335994
1918000,319.10040283203125,520.2506563021384
1920000,233.6873779296875,477.62733609133704
1922000,226.10015869140625,442.77091812627015
1924000,239.05023193359375,537.3093576709996
1926000,314.89013671875,471.2016296310648
1928000,291.3314208984375,459.87693536042576
1930000,227.73297119140625,408.2536448681568
1932000,228.702880859375,505.20977646557884
1934000,307.85888671875,496.7276647902125
1936000,316.771484375,455.212744707388
1938000,374.45977783203125,473.6371679934049
1940000,238.285888671875,392.9820636298156
1942000,265.10748291015625,494.26841008252995
1944000,265.88763427734375,501.9105424437558
1946000,221.30889892578125,448.3211829260151
1948000,261.37847900390625,492.49731395621075
1950000,283.566650390625,510.1625103717465
1952000,264.872802734375,447.91868888714725
1954000,216.260986328125,433.7719097789415
1956000,218.96240234375,499.56907791344656
1958000,251.17291259765625,482.6493540041213
1960000,277.9716796875,472.37083606736076
1962000,288.7689208984375,493.14827447917025
1964000,321.62298583984375,423.2983252350638
1966000,230.74224853515625,448.86423249566695
1968000,273.25994873046875,558.0579947333914
1970000,300.375732421875,517.512940580792
1972000,232.58984375,456.3246004306525
1974000,288.90655517578125,442.68957580452394
1976000,215.52349853515625,481.7610084419129
1978000,290.41986083984375,545.6906382252413
1980000,224.58233642578125,528.9229927795061
1982000,274.52691650390625,512.1556223206128
1984000,332.66143798828125,431.68556708356994
1986000,288.142333984375,526.4408519393362
1988000,303.63665771484375,429.160136765624
1990000,207.35186767578125,495.32598237970495
1992000,238.6890869140625,445.7658362351206
1994000,301.43463134765625,468.39522137823997
1996000,297.22064208984375,531.2337186523866
1998000,223.205810546875,507.08740862499815
2000000,179.56439208984375,472.698614012115
