#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
262000,390746.73760813044,90333.17744111549,421.6144976264277
264000,393330.17510813044,90554.09618951683,422.6455977134827
266000,392106.42510813044,90071.24849934294,420.39198954769614
268000,391934.55010813044,90555.96070476412,422.654300016242
270000,392502.92510813044,90394.22160691302,421.8994107228648
272000,392630.17510813044,91395.8862582203,426.5745074117459
274000,392941.17510813044,91243.89322367776,425.86510618490274
276000,392816.80010813044,89992.07208449626,420.02244731177507
278000,393035.17510813044,90592.0514633148,422.82274739589076
280000,390768.86260813044,91575.66172747663,427.41357835227024
282000,392387.73760813044,91429.5042672545,426.7314136602767
284000,391879.17510813044,91094.77201076364,425.1691086893069
286000,392994.67510813044,90653.42146260361,423.10918126384973
288000,392545.36260813044,89509.67723691021,417.77095271052355
290000,392680.17510813044,91178.30720273824,425.5589947643479
292000,392573.11260813044,90783.15075947437,423.71467034191585
294000,392324.67510813044,91361.47259123065,426.41388756718453
296000,392851.92510813044,91125.39459258172,425.3120342988668
298000,392861.80010813044,90119.57242629235,420.61753312715666
300000,392327.67510813044,90827.73624008964,423.9227653690534
302000,392818.05010813044,89819.65916252206,419.2177397885637
304000,392614.67510813044,90480.25699019618,422.3009660088468
306000,392290.61260813044,90823.4474990787,423.9027484114084
308000,392536.98760813044,90902.92019701924,424.27367349747726
310000,392531.80010813044,91118.45902117842,425.279663717694
312000,392262.73760813044,91382.97873076191,426.5142637575413
314000,392576.55010813044,90870.41819733754,424.1219760297713
316000,392325.48760813044,90839.73409020179,423.97876326142176
318000,391978.05010813044,90442.51572254521,422.12481516315313
320000,392910.80010813044,90128.09989621025,420.6573336195926
322000,390750.48760813044,90401.12982572988,421.9316536405664
324000,393009.55010813044,90020.07798574283,420.15316001688655
326000,392411.55010813044,90986.62175391638,424.6643360520491
328000,392437.30010813044,91778.82107027227,428.36178948219236
330000,393252.80010813044,90858.47745415871,424.06624467414713
332000,392372.36260813044,90455.25872550206,422.18429092767394
334000,392754.55010813044,90379.65707717976,421.8314332968448
336000,392433.17510813044,89759.86888511013,418.93867899951516
338000,390509.92510813044,90802.84006229229,423.80656676083237
340000,392415.55010813044,90224.66989410575,421.1080573990704
342000,392069.05010813044,90418.16529983678,422.0111637725121
344000,391976.67510813044,90274.80834485998,421.34206995487017
346000,392803.17510813044,89339.39164562395,416.9761741357305
348000,392641.30010813044,91300.47013917926,426.1291691624501
350000,392616.98760813044,90921.50867481844,424.3604320058233
352000,392260.42510813044,90672.4642901863,423.1980603713061
354000,392056.80010813044,91077.63278410793,425.08911431026644
356000,393035.42510813044,90595.67792153778,422.83967326305446
358000,391814.55010813044,91570.58888041857,427.3899017151308
360000,392350.17510813044,90400.43253710214,421.9283991663764
362000,391433.61260813044,91769.98075366276,428.3205288318781
364000,391468.05010813044,90627.94384869304,422.9902689030328
366000,392723.42510813044,92121.89332150947,429.96301993762745
368000,392786.61260813044,90734.65853939974,423.4883412833716
370000,392784.42510813044,91146.58677606983,425.4109451536385
372000,392380.36260813044,90567.68165701441,422.70900553568345
374000,392109.17510813044,90159.91959047457,420.80584654465406
376000,391960.67510813044,90073.81982453575,420.40399076375104
378000,392072.55010813044,90295.41534285061,421.43824955744276
380000,393585.23760813044,90236.52816233737,421.1634038171287
382000,391943.61260813044,90765.5769183987,423.6326474751644
384000,392590.55010813044,89936.74299111217,419.76420832835765
386000,392773.23760813044,91296.53243748075,426.1107906201421
388000,391873.36260813044,91338.98993640649,426.308953660424
390000,392018.55010813044,90478.55235487246,422.2930099180061
392000,393327.55010813044,90630.5855643209,423.00259865428103
394000,392232.05010813044,91418.65257036919,426.6807652400584
396000,392310.67510813044,91013.44428431313,424.78952557818604
398000,392370.92510813044,90562.87251349911,422.68655968926623
400000,393076.55010813044,90212.0493365028,421.0491531270823
402000,392037.92510813044,90008.70855736244,420.1000951743704
404000,392164.17510813044,90747.3321030119,423.547492951749
406000,392372.05010813044,89708.37727367156,418.698350800025
408000,391791.42510813044,91860.51561957714,428.743084675605
410000,393214.23760813044,89804.4664427893,419.1468303942619
412000,392555.17510813044,91244.03673204128,425.8657759853936
414000,392565.05010813044,90807.90887886709,423.8302245863875
416000,392073.55010813044,90454.83204727084,422.18229948075265
418000,392938.17510813044,90441.93318669568,422.122096277728
420000,392236.80010813044,90436.99013116577,422.0990254201204
422000,392896.48760813044,91187.9135847583,425.6038308926025
424000,393389.05010813044,90859.95917639835,424.07316035668356
426000,392732.98760813044,90390.92943903385,421.8840450981209
428000,392201.05010813044,90686.16304273315,423.26199693190057
430000,392547.05010813044,89773.24327570572,419.00110165674647
432000,391701.17510813044,90914.37054495234,424.3271160180242
434000,392410.80010813044,90212.76550609851,421.05249572492806
436000,392684.86260813044,91881.5445850247,428.84123373837383
438000,393034.30010813044,90662.06448570476,423.14952108080286
440000,392900.23760813044,91915.26106647821,428.9985995899074
442000,392382.80010813044,90515.67537870072,422.46627521747956
444000,392287.80010813044,90350.37987980526,421.6947870367151
446000,391086.55010813044,90200.04585292656,420.9931289414938
448000,392215.67510813044,90215.2542423479,421.06411147135964
450000,392328.86260813044,90647.50931711006,423.08158734627966
452000,392287.73760813044,90548.81150226668,422.62093234884924
454000,392244.67510813044,91440.7497859837,426.78390017590556
456000,392161.55010813044,90960.6251285949,424.54300129514826
458000,392393.98760813044,91917.45022762241,429.00881712129706
460000,392816.11260813044,90831.36817992851,423.93971682071225
462000,392941.05010813044,90775.50911062604,423.6790042662668
464000,391201.23760813044,91323.74783318769,426.2378137772337
466000,392983.61260813044,90768.88491776562,423.64808699064184
468000,392609.42510813044,90523.150420947,422.5011636856004
470000,392902.55010813044,90303.9096467169,421.47789525306337
472000,393046.30010813044,90543.75114150473,422.59731398933957
474000,391448.42510813044,91075.80869144789,425.0806006729488
476000,390980.11260813044,90870.82724067243,424.12388516886097
478000,392588.80010813044,90930.06138152373,424.40035028660395
480000,391866.05010813044,90799.48892055941,423.790925885816
482000,392434.55010813044,91139.65452275635,425.3785900590766
484000,392960.73760813044,92002.96699530398,429.40795185856683
486000,391438.92510813044,90744.9970457987,423.53659447566565
488000,391665.17510813044,91034.99655717157,424.8901170878763
490000,392510.30010813044,90741.07597628538,423.5182935612083
492000,392003.80010813044,90739.46185101382,423.5107599103975
494000,392173.55010813044,90508.96155714034,422.4349396153839
496000,392752.05010813044,90926.057630528,424.3816634706133
498000,391547.42510813044,90770.80561697297,423.65705152232704
500000,392713.80010813044,90661.66633373825,423.1476627752932
502000,391689.61260813044,90831.64688998088,423.94101765172513
504000,392229.17510813044,90616.4376146649,422.9365655437935
506000,392175.48760813044,90628.16796493856,422.9913149268852
508000,392680.67510813044,90242.09447892848,421.18938363805023
510000,390792.05010813044,91371.60120616644,426.4611611273401
512000,392222.61260813044,90125.57954961469,420.64557033733206
514000,392246.17510813044,90282.96336987847,421.3801321250904
516000,392311.67510813044,89735.5320045054,418.8250908143033
518000,392477.55010813044,91989.31398142327,429.34422877529374
520000,393310.42510813044,90155.11360695359,420.7834154469644
522000,393696.30010813044,90526.64830004843,422.5174894319305
524000,392439.36260813044,89987.28763853293,420.0001167369144
526000,392462.05010813044,89804.38553612586,419.1464527763896
528000,392366.80010813044,91728.54025443038,428.12711246194425
530000,393011.23760813044,89276.61771275272,416.68318765035207
532000,392202.67510813044,90573.61133480421,422.73668128221703
534000,393263.80010813044,90764.83476967725,423.62918362423807
536000,392382.67510813044,89580.58147295169,418.1018859811671
538000,392989.23760813044,91112.32443857635,425.25103161335335
540000,392330.05010813044,90886.45717014652,424.19683516408776
542000,392959.17510813044,90123.98098396044,420.6381093083466
544000,392313.11260813044,90691.66676070075,423.28768458456284
546000,392088.80010813044,90545.42207308812,422.6051127737956
548000,392357.05010813044,90607.294110402,422.8938898174928
550000,392328.61260813044,90408.37056812039,421.96544855459354
552000,392791.73760813044,90835.96959814953,423.9611931452098
554000,391970.55010813044,90418.42014463502,422.01235321657487
556000,393004.05010813044,91638.05244289478,427.7047762364
558000,392737.92510813044,91641.38600528892,427.7203350628902
560000,393187.36260813044,91124.11361234705,425.3060555449537
562000,391984.17510813044,90256.18470507678,421.25514733403924
564000,392833.11260813044,92099.30930310092,429.85761293385065
566000,393065.17510813044,91632.75478438986,427.6800503306761
568000,391567.17510813044,90583.8366792365,422.7844063105842
570000,391967.80010813044,90346.86399570038,421.6783772551422
572000,393830.30010813044,90608.90488834213,422.90140784521253
574000,393072.80010813044,90825.0182745629,423.91007973457687
576000,392884.73760813044,90294.45888042357,421.43378543432544
578000,392610.80010813044,91684.64544209075,427.9222410096471
580000,393080.73760813044,89634.35951505043,418.35288570070617
582000,392619.05010813044,90866.21066715964,424.10233810965764
584000,392807.23760813044,90596.13593760086,422.8418109738913
586000,392026.36260813044,90965.85131470044,424.5673936157973
588000,392209.55010813044,90554.88807274122,422.6492936916082
590000,392532.61260813044,90325.68437314709,421.57952502636346
592000,392583.42510813044,89752.51952105295,418.9043771126269
594000,392777.36260813044,90243.21734330745,421.19462441352664
596000,392725.55010813044,91130.0306096496,425.333672107504
598000,392635.11260813044,90775.1354646004,423.677260338002
600000,392891.17510813044,90204.63421496516,421.01454432851585
602000,391797.05010813044,90818.4490068471,423.87941881257433
604000,391759.67510813044,91065.3357395836,425.03171997967524
606000,392412.30010813044,90575.85875598365,422.7471707322548
608000,392427.80010813044,90683.730676773,423.25064428405415
610000,392536.05010813044,90487.88437204901,422.3365654957593
612000,392598.61260813044,90945.50901120249,424.47244942903444
614000,392141.23760813044,90858.65424222965,424.0670698019222
616000,392714.61260813044,90946.60861716745,424.47758164988215
618000,392912.48760813044,91754.553977262,428.24852701851944
620000,392619.98760813044,89717.2578572568,418.73979938949105
622000,391880.30010813044,90873.95299601421,424.13847409183984
624000,392694.61260813044,91350.58444654127,426.3630690331383
626000,392121.80010813044,90597.50431205216,422.8481976252102
628000,392401.98760813044,90231.64347656304,421.14060539026997
630000,392618.61260813044,90251.05818835902,421.2312202030364
632000,391999.67510813044,89590.25015178951,418.1470128690547
634000,392418.86260813044,90306.03914284706,421.4878343083092
636000,393373.30010813044,91230.54114564974,425.80278766772534
638000,392403.17510813044,91206.4029647347,425.6901268789831
640000,392527.86260813044,90988.95191263052,424.6752116652345
642000,392268.17510813044,90539.41915053979,422.5770951700071
644000,392360.80010813044,91678.08916756138,427.8916407310971
646000,392564.55010813044,91801.06138489256,428.46559230792377
648000,392976.80010813044,91445.88311317167,426.8078590936013
650000,392299.92510813044,91401.39745650697,426.60022997750497
652000,392480.92510813044,90679.01166222733,423.22861909902997
654000,392151.42510813044,90041.49584284774,420.25312416427204
656000,393190.17510813044,91183.86462613472,425.58493307782004
658000,393132.55010813044,91400.30554333795,426.59513366145313
660000,391787.17510813044,91465.46494797943,426.8992539241491
662000,392377.61260813044,90715.54060211388,423.3991116143534
664000,392471.55010813044,90541.04422661476,422.58467993180074
666000,392576.92510813044,90560.19170496427,422.6740474786293
668000,391977.67510813044,91277.86283004715,426.02365345324534
670000,393453.17510813044,90454.56721734256,422.1810634328206
672000,392393.98760813044,91061.0462051325,425.01169931878536
674000,393481.17510813044,90170.02133678761,420.8529947001554
676000,392865.92510813044,90985.53178734845,424.6592488214215
678000,393520.80010813044,90415.60739440238,421.9992251908608
680000,392009.05010813044,91130.60826662753,425.33636822163896
682000,391779.30010813044,90604.59811198339,422.8813067106979
684000,392610.67510813044,91814.74943185272,428.52947890204206
686000,392424.42510813044,90552.3083911431,422.63725347347537
688000,392326.55010813044,90780.38448984627,423.7017592563923
690000,392046.67510813044,90250.88303020783,421.23040268263014
692000,391541.55010813044,90207.96469369344,421.03008876252846
694000,392037.73760813044,90976.17057708674,424.6155569899874
696000,390849.86260813044,90004.35667791171,420.079783528967
698000,392861.36260813044,91857.27854420757,428.72797618563067
700000,392610.73760813044,90249.60739499447,421.2244488756805
702000,392791.61260813044,91572.91283024335,427.4007483493979
704000,392564.61260813044,91485.63895169093,426.9934126007381
706000,391899.92510813044,91378.94155772193,426.495420949934
708000,392911.92510813044,91846.066744145,428.67564704605235
710000,392969.11260813044,90110.65670411976,420.5759205344055
712000,392819.42510813044,90916.20155254984,424.3356619296177
714000,392119.11260813044,91688.0424040521,427.93809574266277
716000,392121.05010813044,90760.98797535361,423.61122937639493
718000,392056.23760813044,91917.84484044788,429.01065890847735
720000,392957.05010813044,90992.45629545418,424.69156776656445
722000,392395.67510813044,91828.31738146092,428.59280496252086
724000,392382.30010813044,90243.82755130599,421.197472453926
726000,391591.30010813044,91499.05973501969,427.05605178803563
728000,391973.05010813044,91421.64801954338,426.6947459815148
730000,391776.92510813044,90317.93921464495,421.5433758372901
732000,392173.98760813044,91005.50894962647,424.7524887746307
734000,392643.98760813044,90714.33702888433,423.39349414426204
736000,391742.17510813044,90245.27583721397,421.20423207816157
738000,393532.73760813044,91049.09766754834,424.95593158412106
740000,392915.67510813044,91074.34223419381,425.073756237095
742000,392147.17510813044,90278.5946629513,421.3597419403482
744000,391536.98760813044,90865.62933928026,424.09962486222446
746000,392649.92510813044,91169.96149229957,425.52004260287623
748000,392993.55010813044,91543.92685934505,427.26546133852673
750000,392639.80010813044,91032.05439647194,424.8763850611675
752000,392767.11260813044,91626.42874046462,427.6505246136909
754000,393092.48760813044,90292.98313880246,421.4268976652927
756000,392948.67510813044,91370.79730849108,426.4574090738406
758000,392035.92510813044,91010.6619352153,424.7765394445159
760000,392874.80010813044,89976.38068390638,419.94921041073644
762000,391955.42510813044,91032.25104683905,424.87730289277806
764000,393339.05010813044,90518.91243898217,422.4813836370327
766000,392970.30010813044,90582.5969766404,422.7786202129171
768000,393024.36260813044,90598.83689278038,422.8544172155113
770000,391337.05010813044,89839.8028958519,419.3117571833765
772000,391932.61260813044,90561.74632119469,422.6813033812728
774000,391787.67510813044,89590.77255147835,418.14945107934034
776000,392029.73760813044,90497.20725403097,422.3800784365703
778000,392512.61260813044,90206.57593931025,421.0236069913987
780000,392767.05010813044,89515.5494372109,417.79836019080784
782000,391749.80010813044,91704.20917650475,428.01355135973444
784000,391644.17510813044,90280.00909135211,421.36634354051915
786000,393936.05010813044,90178.67638269902,420.89339063149805
788000,392771.86260813044,91148.65520558623,425.42059919101587
790000,392770.61260813044,90875.10968941264,424.1438727584195
792000,392449.86260813044,91189.03008273849,425.60904195401264
794000,392617.05010813044,90460.828297826,422.21028594416583
796000,392141.11260813044,90992.19084292371,424.6903288127443
798000,393606.92510813044,90786.05748133734,423.7282369639777
800000,393076.11260813044,90708.37216372101,423.3656541667424
802000,392385.30010813044,89997.58648417983,420.048184819501
804000,393343.17510813044,90759.3924284936,423.60378243710994
806000,391680.98760813044,92108.94803097937,429.9026000308105
808000,392096.86260813044,90913.63213309972,424.32366960828745
810000,393122.92510813044,89707.4407398384,418.6939796901763
812000,391798.67510813044,91651.78737917589,427.7688816783221
814000,392465.55010813044,90703.5408824659,423.3431049962496
816000,392715.36260813044,90542.25621269736,422.59033666743017
818000,392799.80010813044,91708.73422747687,428.03467125329286
820000,392492.30010813044,90588.72977822903,422.80724400468523
822000,392508.98760813044,90562.6336647583,422.68544490403764
824000,392818.42510813044,91239.52224636171,425.8447054035127
826000,391774.80010813044,90662.21434168797,423.1502205077119
828000,392952.73760813044,90369.09454581467,421.7821345067291
830000,393285.98760813044,90320.76242004137,421.5565526606747
832000,392987.05010813044,91271.65556084272,425.99468209674717
834000,393331.42510813044,89991.26864139363,420.01869737991524
836000,393704.80010813044,91428.18559135124,426.72525896834367
838000,393277.36260813044,90709.01981773716,423.3686769799588
840000,392605.05010813044,91287.81363137392,426.0700970991041
842000,393051.92510813044,91449.40541607805,426.8242988338211
844000,392452.42510813044,90463.32032527676,422.2219170517111
846000,393331.11260813044,91769.5050017914,428.3183083422206
848000,392935.55010813044,90913.86426941026,424.32475306440756
850000,392697.42510813044,90974.85662169615,424.60942433023155
852000,391999.05010813044,90495.28513885103,422.3711072960776
854000,392616.55010813044,91127.97181248554,425.3240630274669
856000,392146.55010813044,90679.72529900307,423.2319498753761
858000,392666.98760813044,90380.19159192871,421.83392805208024
860000,392268.42510813044,90874.10106562782,424.1391651811774
862000,391909.30010813044,90897.31407469488,424.2475078901736
864000,391803.73760813044,90725.17579882685,423.44408223020844
866000,393319.11260813044,89645.86822964158,418.40660063754467
868000,391436.67510813044,90663.51090285205,423.1562719829209
870000,393508.80010813044,89577.31744801183,418.08665170872985
872000,393035.48760813044,89879.1687622884,419.49549056319785
874000,392224.98760813044,90669.9382181319,423.1862703664557
876000,392486.17510813044,90013.48466973659,420.1223868536435
878000,391981.30010813044,90511.81648897612,422.4482645164424
880000,391703.17510813044,90525.23369564349,422.51088701029073
882000,392324.98760813044,91383.62157298066,426.51726411252474
884000,392346.48760813044,90740.51816670992,423.5156900813951
886000,392566.30010813044,90249.70135512215,421.22488741834167
888000,391234.42510813044,90299.74950546166,421.4584785125582
890000,392868.30010813044,91182.88439615635,425.58035802376355
892000,392754.05010813044,91431.37311492744,426.7401361838842
894000,392644.92510813044,91561.56808806397,427.34779872545954
896000,392511.42510813044,90846.88071317272,424.0121188893202
898000,392237.55010813044,90884.1523763123,424.1860779370968
900000,392597.30010813044,90228.18918421818,421.12448307759496
902000,391578.11260813044,91633.20208647131,427.6821380358549
904000,392627.61260813044,90457.71120134974,422.1957374349456
906000,391905.80010813044,91700.68539755046,427.9971047303161
908000,393029.23760813044,90777.29780846974,423.68735270439487
910000,392511.73760813044,90482.79879671894,422.31282945160956
912000,392896.05010813044,91560.66417684127,427.3435798760085
914000,392539.05010813044,90738.59166515851,423.5066984682715
916000,392363.55010813044,91115.22830562829,425.26458491107803
918000,392983.17510813044,90173.07944766828,420.86726790429987
920000,391653.98760813044,89911.29480406281,419.64543331233085
922000,391824.23760813044,90265.38052423557,421.2980672310773
924000,392873.61260813044,90924.98381319974,424.37665161377157
926000,392307.92510813044,91982.63656089315,429.3130630687173
928000,391865.73760813044,90985.59638561425,424.6595503226656
930000,392346.48760813044,90987.85904789995,424.6701109079335
932000,392794.92510813044,91493.12842833763,427.0283684389288
934000,392858.67510813044,90884.65801730752,424.1884379290757
936000,391208.80010813044,91421.81943607645,426.695546038565
938000,392190.17510813044,90680.77560384572,423.2368519917538
940000,392479.61260813044,90964.13722269912,424.5593933875479
942000,392848.61260813044,90771.83155217953,423.661839897639
944000,391630.80010813044,90541.21368033136,422.5854708277442
946000,392150.92510813044,90800.54085726687,423.7958356186408
948000,391949.11260813044,90907.95104882913,424.2971541290519
950000,391497.42510813044,91274.49175989412,426.0079195657713
952000,392456.61260813044,90544.40021558362,422.6003434304535
954000,392536.55010813044,90127.88816994056,420.6563454238116
956000,392410.92510813044,90212.05873462779,421.0491969912069
958000,391505.67510813044,91048.93926610681,424.9551922727619
960000,392756.42510813044,89958.18439904507,419.86428239516357
962000,391982.73760813044,89933.65498201782,419.74979557946665
964000,393504.05010813044,90745.57224080944,423.5392790989942
966000,392066.86260813044,90918.50892206444,424.3464311781517
968000,393165.17510813044,90605.6384333137,422.8861622307568
970000,392371.80010813044,89154.68283349113,416.1140776697303
972000,392424.67510813044,90903.14383710898,424.27471729895484
974000,391924.42510813044,91341.75698980241,426.3218684040483
976000,392274.80010813044,90570.47808665951,422.7220573878751
978000,393422.48760813044,90574.31008683972,422.73994258660997
980000,392961.17510813044,90608.26836689604,422.8984369913433
982000,392812.86260813044,91600.03598901723,427.52734100654135
984000,393190.55010813044,91765.87438883312,428.3013630835477
986000,391848.36260813044,90855.25333505007,424.0511966552821
988000,393164.05010813044,90462.16712209769,422.21653467512726
990000,391944.98760813044,89700.67163095373,418.66238604404725
992000,392399.55010813044,90725.3012538855,423.44466777001816
994000,392923.98760813044,91196.6051609097,425.6443973225285
996000,392206.05010813044,90947.83748815837,424.4833171929037
998000,392353.92510813044,90337.21823732788,421.63335734456626
1000000,391412.73760813044,90948.49681496923,424.4863944868726
1002000,392274.73760813044,90977.7960849097,424.62314376689017
1004000,392402.30010813044,90987.87918112782,424.6702048762959
1006000,393217.80010813044,92271.65758450842,430.66201875838584
1008000,391823.92510813044,91183.55599595222,425.58349259976944
1010000,392253.55010813044,90291.53078754834,421.4201190667564
1012000,392252.55010813044,90823.79314713925,423.9043616640088
1014000,392317.67510813044,91058.26338234567,424.9987109742536
1016000,391534.86260813044,89411.92626421247,417.3147169352092
1018000,391228.36260813044,89744.30839588179,418.86605310463716
1020000,392769.23760813044,90609.39720148858,422.90370563176003
1022000,391762.55010813044,90958.18949686573,424.5316334048893
1024000,392387.36260813044,91752.31094410177,428.2380580488032
1026000,391579.23760813044,90673.16649888735,423.2013378090882
1028000,391754.30010813044,91539.07332962751,427.24280832717983
1030000,393464.67510813044,90145.36641790532,420.73792212623476
