#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
144000,406253.92510813044,100858.22338020336,470.7383309931465,244.20082379793024,1.1731277339949542
146000,405870.36260813044,101020.06745756697,471.4937102602597,241.91183417210675,1.1842279648789458
148000,406963.36260813044,100694.23501584481,469.9729436369819,242.65331072111303,1.1806093154485064
150000,405854.05010813044,100481.00503342459,468.9777295366521,243.21171047890866,1.1778987060189703
152000,404749.17510813044,100230.65419326257,467.80926024668304,243.42588320321215,1.176862358644969
154000,405365.17510813044,101363.34826326475,473.0959141076048,242.42181553562364,1.1817367113962118
156000,404542.55010813044,101762.36030222476,474.95823385676545,242.8488109687457,1.1796588911388015
158000,405357.80010813044,101019.9106277416,471.4929782841474,242.43239997063546,1.1816851175687189
160000,406324.30010813044,100196.83303601178,467.651405838952,242.72242626850587,1.1802731353091236
162000,404909.55010813044,99869.80126853427,466.12504156993475,242.64052987008606,1.1806715028818666
164000,405559.17510813044,100807.7185153088,470.5026082626571,242.07247375046566,1.1834421098083066
166000,405717.55010813044,100454.47450522427,468.8539028803138,242.1273394136399,1.1831739437418878
168000,406035.30010813044,99406.35087190801,463.96196692025,242.34669354200258,1.1821030230483238
170000,403675.05010813044,99892.78602066403,466.23231892911514,242.1652082014632,1.1829889239227058
172000,405406.98760813044,101127.08442444174,471.9931934623847,241.8855726095989,1.18435653673376
174000,404454.92510813044,100693.98161242041,469.9717609202824,241.7174794631393,1.1851801520437977
176000,404934.80010813044,100855.23071734072,470.7243632563178,241.53806976773308,1.1860604803923853
178000,404719.92510813044,100351.7705444647,468.37454988901544,242.0010312532001,1.1837914804670022
180000,406389.67510813044,100555.88511334872,469.32721937165775,243.7128919487607,1.1754764254407912
182000,405722.36260813044,101229.74742552778,472.472355281484,243.47662015366598,1.1766171178200229
184000,404457.55010813044,101455.97091376502,473.52821432515174,242.24041820248925,1.1826216334480517
186000,405320.98760813044,100050.76646290254,466.96966534685413,243.62689748690957,1.1758913404754903
188000,405135.55010813044,100254.7511358955,467.92172856286885,242.9219795098442,1.1793035757398713
190000,405765.36260813044,100423.11469114956,468.7075363665777,244.1615364244485,1.1733164988106666
192000,405571.55010813044,101143.58928691817,472.070227056226,242.60940221638404,1.1808229872569234
194000,406452.05010813044,100606.656648851,469.5641867411325,242.5919561062568,1.1809079066755515
196000,405260.17510813044,101369.25670979708,473.12349076091255,244.56876132020014,1.1713628409259367
198000,405546.80010813044,100380.69386387081,468.5095444848719,243.83862808644434,1.1748702874107628
200000,406127.92510813044,100821.79552440322,470.5683102703308,243.70060660747382,1.1755356831064254
202000,405006.05010813044,99612.94970372785,464.92623127090576,241.26697070405376,1.1873931944591436
204000,404895.05010813044,99922.52832054021,466.37113597480936,243.05214981806677,1.1786719816146725
206000,405793.05010813044,99870.51391670038,466.12836773211626,243.67856189342697,1.1756420295481664
208000,405333.11260813044,101011.83623839961,471.45529246701466,241.3238565837359,1.1871132971155836
210000,405651.92510813044,100886.10946340053,470.8684844682151,242.57522927317328,1.180989336463338
212000,405629.67510813044,101657.28445551498,474.4678104976171,243.2257808614944,1.177830565687044
214000,406930.73760813044,101062.62625462818,471.6923460920862,244.82753969957602,1.1701247311201204
216000,405454.11260813044,100909.09060938028,470.9757449963134,243.26679072726697,1.1776320072514386
218000,405468.17510813044,101660.57636767835,474.48317492885167,244.79104534221318,1.170299177656908
220000,406093.30010813044,101007.79546588799,471.43643285949537,244.9002922676479,1.1697771219834991
222000,405664.42510813044,100336.88654694613,468.30508140230626,243.17415093368103,1.1780806387595697
224000,405663.42510813044,102042.60346772452,476.2662204103486,244.19256212012428,1.1731674239973007
226000,406667.92510813044,100743.00270749931,470.2005584115282,245.27646841533326,1.1679830556621713
228000,405884.92510813044,101405.910367665,473.29456537586486,243.11881057398227,1.1783488014992163
230000,407201.92510813044,100027.34335703461,466.86034204734113,241.93724758816217,1.1841035719701403
232000,406085.92510813044,101505.3757979488,473.75880308573215,243.68467741192188,1.1756125255980148
234000,405179.92510813044,102160.76899949508,476.81773761283694,242.61803875524097,1.1807809531869715
236000,404763.42510813044,101045.51450476423,471.61247995622375,242.92579609464696,1.179285047810037
238000,406753.17510813044,100154.8664161379,467.45553389182885,242.81297288968452,1.179833003370544
240000,404937.42510813044,100822.80852879304,470.57303829328987,242.5924191839589,1.1809056524743624
242000,404865.30010813044,101437.8698645432,473.44373080547103,243.33962973984208,1.1772795058825625
244000,404489.55010813044,101002.16701510176,471.4101630379539,242.61951950378236,1.1807737466782877
246000,404718.42510813044,100406.94117411459,468.63204927033337,242.80022414427322,1.1798949530274723
248000,404936.23760813044,99987.07681558933,466.6724049225381,242.14970774663848,1.1830646492520653
250000,404608.05010813044,100386.1994371987,468.53524079710775,241.20887914047074,1.187679160413215
252000,405347.17510813044,101755.87076769245,474.92794507562024,243.64860264162252,1.1757865875518376
254000,406124.61260813044,101274.4560546903,472.68102508318793,243.34520264392148,1.1772525447356417
256000,406217.05010813044,101037.19873921806,471.5736675573638,242.93261664551392,1.1792519383257434
258000,405032.80010813044,101047.41280880931,471.6213399623586,242.77457799472603,1.1800195944238872
260000,404879.61260813044,100821.40309541672,470.56647867584155,241.7060649077799,1.185236122110008
262000,404622.98760813044,100100.80036787898,467.2031899532999,241.61636343557743,1.185676147874609
264000,405654.30010813044,100242.40147024207,467.8640886322496,242.21064083991283,1.182767024885223
266000,406634.05010813044,101727.8949269075,474.7973726725193,243.70445623808638,1.175517113982899
268000,405863.73760813044,100789.08471235767,470.4156382069958,242.25749396003798,1.1825382751999556
270000,405451.17510813044,101019.50697643962,471.49109431143967,242.35630955517044,1.182056120542438
272000,405586.30010813044,101214.51966310665,472.4012823314891,241.82254989880948,1.1846651984343226
274000,404831.67510813044,101201.82389525382,472.34202702865485,241.63140049241454,1.185602361605152
276000,405993.86260813044,102342.37147549819,477.66533579167526,243.34998926536366,1.1772293885304967
278000,405478.05010813044,99493.04797336645,464.36661066148116,242.64148604761124,1.1806668502085993
280000,405822.17510813044,101496.27864479818,473.71634369523935,243.15348109871198,1.1781807842819507
282000,404599.98760813044,100069.87033584231,467.05882937296707,241.9381075922447,1.184099362902308
284000,405717.11260813044,99631.66807970277,465.01359605654267,241.39825857828296,1.1867474137924028
286000,404946.67510813044,100127.92559770867,467.3297922767386,244.2424700115135,1.1729277019195823
288000,405372.42510813044,101447.60728758294,473.4891785450432,245.07330136137875,1.168951319749567
290000,406811.11260813044,100374.87324842741,468.48237776799596,245.82350706556664,1.165383906858658
292000,405416.36260813044,101493.16303305118,473.7018021157364,243.48879059513771,1.1765583062840501
294000,405115.05010813044,100987.57661416731,471.3420648625725,244.22084956375292,1.1730315391724275
296000,405022.80010813044,100793.39371988084,470.43574975508494,243.21766334397873,1.1778698764020474
298000,404182.61260813044,100893.85276632104,470.90462499668183,242.97386815794857,1.1790517277995405
300000,406040.98760813044,100359.73374690441,468.41171676049305,243.6823717869325,1.175623648772814
302000,405145.55010813044,101068.32825429412,471.7189591903156,243.5317362366208,1.1763508259285678
304000,405106.92510813044,101326.3612824995,472.923283765622,243.09410114352391,1.1784685753959476
306000,405043.17510813044,100930.67602019012,471.07649117166613,242.82598283728493,1.1797697911665956
308000,405590.86260813044,100014.10607854463,466.79855933717204,242.22559213298157,1.1826940189890853
310000,405268.42510813044,100782.99996908207,470.3872387191,242.80354943208872,1.1798787939131592
312000,405895.42510813044,100247.21595541202,467.88655940991686,242.35934294854562,1.1820413258117646
314000,405836.30010813044,100709.91604805295,470.0461321453902,242.41291850209046,1.1817800834706609
316000,405990.86260813044,101150.38677574322,472.10195316082314,242.5294906256141,1.1812120592954864
318000,405761.80010813044,101200.09139410825,472.3339408789055,242.9984594684888,1.178932408412723
320000,405935.55010813044,100314.09022881743,468.1986835262675,243.34518908612245,1.1772526103254053
322000,405440.98760813044,100333.46188011859,468.2890973616145,242.46075439921077,1.1815469261061555
324000,404747.55010813044,100303.24096858269,468.14804647869465,242.57922500026643,1.180969883391508
326000,405293.17510813044,100648.9883039163,469.7617624269395,242.77938826336273,1.179996214303827
328000,405002.42510813044,100975.41699121334,471.2853119234167,243.67912560395126,1.1756393098987783
330000,405243.17510813044,100824.70305424076,470.5818806634744,242.8286991512292,1.17975659410568
332000,405239.80010813044,100767.59246426221,470.3153268525155,243.19629639046943,1.1779733627267268
334000,405508.42510813044,100883.47838325682,470.85620435625145,245.39067047497937,1.1674394894771563
336000,406257.36260813044,101307.90161297261,472.83712644763096,244.68991678353504,1.1707828537748879
338000,405955.92510813044,101486.78535202285,473.6720353914946,244.61068596807073,1.171162077110406
340000,406071.11260813044,100595.11800759844,469.5103321267727,244.08112945227415,1.1737030212234532
342000,405318.05010813044,100258.22533403058,467.93794378238033,243.8881445469992,1.1746317542161637
344000,406659.80010813044,100714.64981645346,470.0682261914826,244.89689210057924,1.1697933632579953
346000,406116.30010813044,100886.14628949016,470.8686563476255,243.2364612757728,1.1777788476250177
348000,406269.55010813044,101278.71954966383,472.7009242093155,244.62809014488099,1.1710787542514025
350000,404962.36260813044,100760.70075303363,470.28316098112987,242.4525242718325,1.1815870340890873
352000,405918.55010813044,100880.81166209164,470.8437578959784,242.84986947256084,1.1796537493883057
354000,405412.05010813044,101153.45246070856,472.1162617156992,241.81086937109296,1.1847224229698494
356000,404946.80010813044,100773.92082236393,470.3448633705196,241.84483987132228,1.184556012086894
358000,405463.55010813044,100357.21048467513,468.3999398700159,242.7870042946144,1.1799591987804008
360000,404391.92510813044,100829.37789941859,470.60369969560594,243.18215298949414,1.178041873303685
362000,404827.05010813044,100276.2803724641,468.02221255465656,244.31882734901845,1.1725611250275099
364000,404413.48760813044,100246.25906644855,467.8820932960145,241.7684112674877,1.1849304777240426
366000,405189.61260813044,101088.4939432207,471.8130790590828,241.10924341228073,1.1881699556906136
368000,405387.80010813044,100282.12533069006,468.0494928872641,241.98289020400003,1.1838802273179536
370000,405890.30010813044,101787.55066115689,475.07580550460347,242.9631447362374,1.1791037664283217
372000,405095.42510813044,101249.53390549589,472.5647052579585,240.76679955978432,1.189859895905756
374000,405219.42510813044,100761.22580255638,470.28561155905743,243.2261689394218,1.1778286864071676
376000,405290.67510813044,100834.02032515372,470.62536741559023,241.61276632665516,1.1856938001134179
378000,405758.23760813044,100414.7202808191,468.66835690677567,242.17897941689665,1.182921654685029
380000,405330.55010813044,101170.60374788684,472.19631238514484,242.24798749565414,1.1825846811912373
382000,404690.92510813044,100373.65862910601,468.4767087421795,241.67678864311688,1.1853796993504784
384000,404656.11260813044,100554.62829088036,469.32135336994486,241.6996659387569,1.1852675010910292
386000,405784.42510813044,100879.62873689341,470.83823679700555,243.1639454681317,1.1781300821972065
388000,405193.05010813044,100821.04859704274,470.5648241159325,242.37849155128686,1.1819479411239284
390000,404916.11260813044,100029.59951644647,466.87087228156895,241.90450468928736,1.1842638458913062
392000,404483.36260813044,100089.34880359052,467.1497417556245,242.46175214513949,1.1815420639634684
394000,405313.17510813044,101655.21342502581,474.4581443206487,242.80062659353908,1.1798929973164665
396000,405109.86260813044,101550.6365349982,473.97004975560293,243.5181071476391,1.176416663291826
398000,405047.86260813044,101584.17131218035,474.1265675338454,244.05653819362877,1.1738212841258997
400000,406349.05010813044,100495.53683633497,469.0455542158809,244.4902257172148,1.1717391082665098
402000,405865.92510813044,101069.34196232306,471.72369049738876,244.27509177124378,1.17277106308508
404000,404856.30010813044,101236.9606863358,472.50602192997326,242.77289732360066,1.1800277634776886
406000,405996.92510813044,99701.04710692167,465.33741067853776,242.88250706832332,1.179495232158403
408000,404714.92510813044,100155.50295122869,467.45850480938236,243.00594382760383,1.178896098381051
410000,405500.67510813044,101554.98430973804,473.99034224297753,241.1535001239152,1.187951901650035
412000,404828.73760813044,101485.2161894571,473.6647115963443,242.7711188168052,1.180036408193775
414000,406928.42510813044,100610.43312345445,469.58181278383177,241.84873489082895,1.184536934588821
416000,404454.92510813044,101628.93817007891,474.33550910811385,241.57310356761943,1.1858884736378688
418000,405759.30010813044,99527.94952348055,464.5295076162277,242.1662688099828,1.1829837428207404
420000,404378.92510813044,101027.18634421751,471.52693643367513,242.1121103893393,1.183248366226216
422000,404352.30010813044,99920.39951979916,466.36120016517214,243.21662818381637,1.1778748895624616
424000,406509.73760813044,100074.70206282008,467.0813806237932,242.52537217861573,1.1812321180597152
426000,405920.80010813044,100859.08248575847,470.7423407198858,242.6724820593092,1.1805160462806472
428000,404889.05010813044,101013.10448644916,471.46121179565364,241.4948256571313,1.186272866436082
430000,405137.42510813044,100795.20773255406,470.4442163458058,242.29307414238428,1.1823646221658686
432000,404924.86260813044,101102.50809627352,471.87848769704283,242.16052549209417,1.183011799630075
434000,405370.36260813044,102055.56170099694,476.32670072517914,243.37833369103785,1.1770922855665695
436000,404880.30010813044,100762.54095401173,470.29174980123884,242.2561126759121,1.1825450177392036
438000,406052.05010813044,101725.69181033364,474.78709000657295,244.75409655695515,1.170475849400553
440000,404922.05010813044,100212.36560754804,467.7239014328258,243.20439931848216,1.177934115766615
442000,405040.55010813044,100525.00936334906,469.1831121433537,242.29639506512095,1.1823484166356306
444000,406435.42510813044,101835.21041002916,475.298249147648,242.80165509086524,1.1798879993406808
446000,406010.92510813044,101489.2397507506,473.6834908734768,242.1705895972983,1.1829626361241803
448000,405346.42510813044,99677.40367569495,465.2270590484812,243.02894982413898,1.1787844998263346
450000,404424.05010813044,100073.68769926042,467.0766462571438,242.87202565875293,1.1795461345732903
452000,405326.86260813044,100200.02761910949,467.6663160035894,243.5384808536577,1.1763182477676377
454000,405772.73760813044,100796.85568660591,470.4519078866036,241.68160429737924,1.1853560799326155
456000,404564.80010813044,100788.86490413686,470.41461229010446,241.59241562560106,1.1857936778351803
458000,405173.30010813044,100185.05611095953,467.59643907612855,242.4066949335457,1.1818104245854404
460000,406140.48760813044,100669.46752660861,469.85734566038474,242.7602866124171,1.1800890625868692
462000,405797.17510813044,100599.62970604491,469.53138969972474,242.80040783745375,1.1798940603656414
464000,404481.42510813044,101942.61078021396,475.7995218184767,242.4635676337397,1.1815332169594885
466000,406808.80010813044,100452.54906644986,468.8449162275183,244.0497585745059,1.173853892481143
468000,406825.61260813044,100640.10271978844,469.72029049830485,243.96417164009566,1.1742657011308624
470000,405851.42510813044,101547.32218237035,473.95458058737785,243.68878450793704,1.1755927119921938
472000,406055.17510813044,101607.06223238015,474.23340694870535,244.04022567469895,1.173899746526369
474000,405873.80010813044,100039.25956039969,466.9159588676247,245.46384555337707,1.1670914647976989
476000,405341.67510813044,100215.51283427514,467.73859056978586,243.10438229795693,1.1784187366505345
478000,405667.17510813044,99816.93353108736,465.87829054007244,243.76961537645232,1.1752029005721616
480000,407348.23760813044,99844.1018735806,466.00509408441917,245.9067446566922,1.1649894331353818
482000,406610.73760813044,99729.77999395039,465.4715164641763,243.63330772490116,1.1758604015886234
484000,405031.36260813044,101369.70602613903,473.1255878673042,243.27136862956675,1.1776098464673532
486000,405384.42510813044,100145.29298892897,467.41085157446116,242.9930933010492,1.1789584435095135
488000,404337.67510813044,101164.22446201055,472.1665381705524,243.0007164856046,1.1789214583601362
490000,405622.55010813044,101894.78383833217,475.57629783094853,243.73078133555455,1.1753901476537731
492000,404778.05010813044,100981.67771677999,471.31453277824914,242.68679564253173,1.1804464198527682
494000,407594.92510813044,101787.06744070575,475.0735501566403,244.42518929206227,1.172050883509617
496000,405607.80010813044,102336.39366225945,477.6374353812507,244.7223618025212,1.170627632684181
498000,406228.36260813044,101043.2212315239,471.6017764996143,244.4552146209793,1.17190692579802
500000,407472.42510813044,102085.79007211071,476.4677864243898,243.91341593983537,1.1745100529133297
502000,407426.55010813044,100461.69612902158,468.8876085616106,244.50222750865458,1.1716815915373475
504000,405321.30010813044,100421.11159131955,468.6981872442237,243.93911114587428,1.174386336475803
506000,405055.11260813044,100572.47387378803,469.40464454474466,242.3262706271658,1.1822026490166746
508000,405946.36260813044,100173.71897416795,467.5435249490237,243.23092406456433,1.177805660047251
510000,405641.30010813044,100901.78007350955,470.94162433327654,243.06265963217228,1.1786210168822167
512000,407543.86260813044,100521.63779233117,469.1673759181794,243.47409860936057,1.1766293034784154
514000,405667.55010813044,100749.77306653,470.2321578924978,243.08163822563841,1.1785289960726921
516000,405867.05010813044,100933.80015995726,471.0910725542295,242.95328045095278,1.1791516398956428
518000,406315.48760813044,101267.70014683576,472.6494930505861,242.33233363862078,1.1821730710066112
520000,405392.42510813044,100355.79220051039,468.39332027373297,242.87610991998807,1.1795262990507511
522000,405588.61260813044,100457.6353935604,468.8686557804735,243.17230287857637,1.1780895919088898
524000,405878.67510813044,100155.21444065217,467.45715823611636,242.41199776522745,1.1817845721448885
526000,406413.80010813044,99795.413445679,465.777849259744,242.72907584032995,1.1802408016838333
528000,405511.42510813044,101564.16634817945,474.03319782089835,243.39987128266245,1.1769881288436537
530000,405821.55010813044,101027.37395289773,471.5278120647744,242.52027186412545,1.1812569599223843
532000,406208.92510813044,99659.31043963984,465.14261199540607,244.38154297491627,1.1722602107114595
534000,405677.23760813044,100207.47685026273,467.7010840028931,243.9069554205865,1.1745411629109583
536000,405558.80010813044,100074.44258934841,467.08016957619697,242.97920843567493,1.1790258142091525
538000,405190.80010813044,101500.45864447765,473.7358531215084,243.1617755282728,1.1781405956564817
540000,406298.17510813044,101696.56848240457,474.6511619054938,245.8230973341056,1.1653858492898455
542000,405793.86260813044,100109.71626199508,467.24480334856764,244.95219047172188,1.169529280428456
544000,406756.92510813044,100244.96786041651,467.87606681495896,244.23671577953536,1.1729553361680567
546000,405477.92510813044,99760.97997222701,465.61713697194193,244.43213343049413,1.172017586399822
548000,405903.92510813044,101530.22172144428,473.87476714068237,243.76196115927618,1.1752398023848325
550000,406037.86260813044,100574.80694320984,469.41553374315515,245.07989022274128,1.1689198930250877
552000,405089.86260813044,100959.97927455092,471.21325904827717,243.16237557167193,1.1781376883996084
554000,405572.48760813044,100038.09069983766,466.91050341291117,244.00369626781756,1.1740754891980363
556000,406458.30010813044,100128.33697854681,467.3317123257208,243.3926496289353,1.1770230510186679
558000,405617.30010813044,101324.05799781252,472.912533582315,243.77234123576207,1.175189759467838
560000,405434.92510813044,100561.08765838575,469.3515013517043,243.09849445932173,1.1784472779188855
562000,405215.98760813044,101067.36667072895,471.714471165171,243.0356210188059,1.1787521428375287
564000,405389.86260813044,100457.13685388025,468.8663289326558,242.20402917446646,1.1827993119611075
566000,405654.55010813044,100222.80704375263,467.7726350322032,243.6882807227952,1.1755951423353328
568000,406363.61260813044,100621.80213414412,469.63487567684865,243.117295402535,1.178356145281385
570000,405950.05010813044,100590.9733851942,469.49098781782317,244.33099164713275,1.1725027477296242
572000,404490.05010813044,101373.7589936317,473.14450439279045,243.22240844891394,1.177846896956201
574000,405023.80010813044,100649.43131589703,469.76383010881443,244.26379672182705,1.172825293418391
576000,405221.11260813044,100382.95092207659,468.52007891406504,243.16769760456427,1.1781119033648726
578000,405867.11260813044,101075.93046418903,471.75444119146397,243.82590531779502,1.1749315918190875
580000,405665.11260813044,100874.1106331828,470.8124820013734,241.95011264507832,1.1840406103964443
582000,406067.55010813044,101932.3089854205,475.75143997125815,242.78807035125243,1.1799540177048453
584000,404491.36260813044,100743.37674787687,470.20230418036243,242.01667375635597,1.1837149673008567
586000,406524.55010813044,99675.86186817219,465.21986292826756,242.7268758939752,1.1802514987541095
588000,406327.48760813044,101033.20563469408,471.5550304319406,243.3522478202717,1.1772184626514994
590000,405523.42510813044,100538.41305204388,469.24567154440086,242.09273428026742,1.1833430685702218
592000,405617.80010813044,100308.11621767888,468.1708008614887,242.23173450148056,1.1826640289363737
594000,403194.61260813044,101512.77720843442,473.79334789033237,242.52684630058522,1.1812249383175841
596000,404205.23760813044,101758.94044282241,474.94227225390017,241.56129772371648,1.1859464316565498
598000,405410.30010813044,99783.30484329863,465.72133445029993,243.97955230496515,1.1741916744878664
600000,405841.61260813044,101404.51503615885,473.2880529071501,243.69393525935988,1.1755678644890026
602000,405957.92510813044,100436.98103913432,468.7722551499208,241.87078742719737,1.1844289345938335
604000,406277.98760813044,100535.51444614003,469.2321428021758,243.27003519892153,1.1776163012740708
606000,406470.23760813044,99684.89475205704,465.26202235306704,243.2578977976797,1.1776750586738793
608000,405876.67510813044,100680.86889447016,469.91055957491056,244.81133180748748,1.1702021999824974
610000,405701.92510813044,100365.52730497741,468.43875719176765,244.38055198835798,1.1722649643389564
612000,406040.05010813044,100340.50300777657,468.32196060836765,244.02684390535794,1.1739641200001478
614000,405778.42510813044,100055.0883455358,466.989836987295,245.42240507373631,1.1672885325025457
616000,406411.98760813044,101010.4194955756,471.44868006467334,243.93306398886196,1.1744154497844035
618000,404140.42510813044,101321.0471251905,472.8984808545807,243.89140779803364,1.1746160377203607
620000,405416.42510813044,100516.43905711244,469.1431117198015,243.80754686337903,1.1750200629445626
622000,405411.05010813044,100721.03388124658,470.0980227108437,244.4562954819429,1.171901744223757
624000,405835.17510813044,100698.22132365825,469.99154903993303,242.98187454424638,1.1790128773971573
626000,404920.23760813044,100250.80559584522,467.90331343640827,243.04633080794656,1.1787002013543681
628000,405933.30010813044,98784.76650808856,461.0608293016269,244.42828732575245,1.1720360282194888
630000,405555.80010813044,100486.99321302632,469.00567833028464,244.06892665577013,1.173761703249553
